CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,4539.69,2899.41,79.15
65,120,4529.01,2783.45,79.36
65,140,4849.83,2897.65,85.0
65,160,4659.27,2880.79,81.86
65,180,4543.2,2829.07,79.68
65,200,4535.36,2836.64,79.68
65,220,4586.47,2834.25,80.56
65,240,4531.28,2807.14,79.63
65,260,4483.9,2830.33,78.81
70,100,4229.97,2451.95,67.75
70,120,4039.64,2511.27,66.88
70,140,5999.81,3063.72,99.42
70,160,4050.04,2511.12,66.96
70,180,4116.39,2571.23,68.26
70,200,4030.49,2522.31,66.58
70,220,4108.12,2582.27,68.3
70,240,4027.4,2535.66,66.72
70,260,4046.22,2501.93,67.09
75,100,3937.1,2381.37,60.48
75,120,3861.0,2314.6,59.41
75,140,3917.7,2399.66,60.45
75,160,3871.6,2362.98,59.74
75,180,3952.6,2385.76,61.1
75,200,3869.16,2384.54,59.52
75,220,3858.45,2379.64,59.38
75,240,3869.37,2331.01,59.64
75,260,3873.88,2378.78,59.76
80,100,3883.95,2243.91,56.42
80,120,3894.01,2258.89,56.6
80,140,3842.42,2259.14,55.79
80,160,3925.87,2282.04,57.1
80,180,3869.84,2289.33,56.18
80,200,3811.86,2273.41,55.02
80,220,3889.77,2286.69,56.55
80,240,3913.8,2295.09,56.95
80,260,3835.24,2266.73,55.72
85,100,3869.97,2167.59,51.98
85,120,4045.72,2227.58,55.82
85,140,4074.17,2249.99,56.21
85,160,4017.95,2243.17,55.35
85,180,4019.4,2274.12,55.5
85,200,4047.37,2243.33,55.85
85,220,4044.73,2274.5,55.79
85,240,4049.98,2258.8,55.89
85,260,3986.64,2235.19,54.98
90,100,3901.13,2153.86,50.8
90,120,3914.82,2154.6,50.97
90,140,-258270.05,2139.81,50.57
90,160,3888.0,2202.97,50.66
90,180,4012.83,2203.8,52.39
90,200,3888.51,2164.72,50.61
90,220,4040.65,2229.77,52.82
90,240,4199.14,2260.37,54.98
90,260,3881.12,2169.09,50.55
95,100,4096.63,2071.54,51.06
95,120,4134.58,2121.59,51.56
95,140,4060.08,2119.19,50.5
95,160,4081.0,2131.67,50.52
95,180,4062.37,2130.02,50.48
95,200,4067.53,2159.81,50.76
95,220,4218.07,2165.29,52.6
95,240,3938.59,2120.88,48.94
95,260,3860.14,2133.36,47.8
110,100,4013.52,1960.49,44.1
110,120,3986.55,1971.01,43.81
110,140,4047.73,1980.31,44.26
110,160,3987.8,2008.43,43.72
110,180,3991.78,1991.53,43.82
110,200,3991.84,1992.03,43.78
110,220,3998.78,1996.05,43.86
110,240,3992.71,2004.42,43.75
110,260,4033.57,2028.23,44.54
120,100,4056.19,1953.98,44.17
120,120,4039.89,1938.72,44.07
120,140,4076.23,1989.37,44.52
120,160,4006.71,1978.89,43.71
120,180,4009.16,1972.28,43.72
120,200,4004.08,2020.66,43.72
120,220,4006.27,2013.16,43.72
120,240,4010.37,2008.09,43.75
120,260,4017.3,2000.63,43.92
65,100,4581.73,2902.94,80.14
65,120,4513.33,2795.53,79.3
65,140,4541.53,2815.06,79.9
65,160,4556.23,2854.35,80.11
65,180,4565.42,2825.31,80.28
65,200,4564.55,2836.54,80.32
65,220,4616.97,2848.39,81.26
65,240,4609.91,2872.85,81.12
65,260,4612.87,2869.5,81.13
70,100,4008.11,2485.54,66.44
70,120,4033.6,2485.13,67.01
70,140,4009.97,2499.79,66.36
70,160,4073.39,2529.88,67.66
70,180,4006.37,2492.67,66.61
70,200,4034.36,2555.14,66.96
70,220,4141.17,2594.74,69.02
70,240,4037.36,2565.09,67.08
70,260,4077.04,2575.89,67.64
75,100,3889.65,2299.86,59.9
75,120,3949.07,2392.12,61.04
75,140,3900.55,2337.52,60.22
75,160,3925.16,2408.0,60.48
75,180,3926.97,2413.8,60.65
75,200,4065.4,2337.2,61.15
75,220,3879.98,2337.71,59.73
75,240,3892.85,2367.55,60.08
75,260,3973.06,2362.85,61.51
80,100,3863.91,2206.59,56.18
80,120,3883.29,2237.23,56.5
80,140,3858.5,2270.89,56.14
80,160,3862.89,2243.31,56.13
80,180,3852.96,2270.81,56.1
80,200,3857.18,2293.25,56.21
80,220,3907.64,2278.34,56.92
80,240,-258260.07,2278.21,56.64
80,260,3852.78,2291.73,56.04
85,100,4046.53,2210.86,55.91
85,120,4073.2,2248.99,56.38
85,140,4639.58,2349.64,63.99
85,160,4794.61,2443.72,66.07
85,180,4049.38,2238.58,56.0
85,200,4074.82,2292.3,56.37
85,220,4014.19,2273.74,55.49
85,240,4018.99,2268.03,55.53
