CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,3888.97,5412.65,65.7
65,120,1465.59,2874.27,24.72
65,140,1388.97,3157.11,23.38
65,160,1356.86,3515.43,22.8
65,180,1335.75,3953.48,22.74
65,200,1333.42,4337.05,22.52
65,220,1352.0,4840.34,22.79
65,240,1343.68,5239.62,22.76
65,260,1342.46,5504.1,22.79
70,100,4566.23,6091.59,72.44
70,120,1555.79,2912.4,24.87
70,140,1482.46,3214.64,23.62
70,160,1436.57,3568.82,22.95
70,180,1414.01,3940.96,22.69
70,200,1421.13,4387.65,22.68
70,220,1425.45,4805.8,22.62
70,240,1419.68,5241.82,22.64
70,260,1411.08,5541.32,22.67
75,100,4822.59,6105.56,72.52
75,120,1651.0,2880.94,24.76
75,140,1561.26,3183.2,23.49
75,160,1524.19,3560.77,22.9
75,180,1501.91,3964.15,22.67
75,200,1498.47,4369.91,22.57
75,220,1510.39,4848.8,22.71
75,240,1505.62,5248.24,22.65
75,260,1504.86,5533.42,22.62
80,100,5128.46,6092.46,72.44
80,120,1752.54,2924.31,24.93
80,140,1658.3,3210.98,23.58
80,160,1618.42,3557.97,22.92
80,180,1590.69,3948.47,22.54
80,200,1544.77,4394.0,22.67
80,220,1539.01,4832.76,22.63
80,240,1588.07,5236.74,22.59
80,260,1607.86,5556.05,22.81
85,100,5414.65,6133.83,72.56
85,120,1803.0,2932.43,25.03
85,140,1768.42,3223.43,23.59
85,160,1658.43,3565.07,22.95
85,180,1639.11,3979.42,22.75
85,200,1709.15,4421.33,22.78
85,220,1630.18,4830.65,22.59
85,240,1639.77,5273.16,22.75
85,260,1637.14,5526.33,22.67
90,100,5692.03,6132.62,72.54
90,120,1895.34,2916.3,24.95
90,140,1857.2,3214.74,23.52
90,160,1752.26,3584.0,22.99
90,180,1732.18,4004.07,22.79
90,200,1788.25,4422.43,22.8
90,220,1790.35,4840.0,22.67
90,240,1782.81,5233.77,22.55
90,260,1801.38,5588.11,22.79
95,100,5869.23,6137.05,72.66
95,120,2066.23,2924.2,24.85
95,140,1866.25,3204.31,23.38
