CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
540,250,1048.27,241.34,5.23
540,240,1029.88,212.9,5.24
540,230,1047.91,237.19,5.23
540,220,1059.64,216.28,5.24
540,210,1042.43,208.23,5.3
540,200,1049.4,208.95,5.25
540,190,1055.39,209.97,5.25
540,180,1034.04,221.14,5.24
540,170,1066.91,204.32,5.26
540,160,1040.88,200.9,5.26
540,150,1059.52,213.46,5.33
540,250,1061.43,208.28,5.23
540,240,1041.22,237.17,5.22
540,230,1051.34,216.17,5.22
540,220,1049.79,236.04,5.23
540,210,1040.17,233.96,5.26
540,200,1048.42,213.09,5.25
540,190,1032.35,213.49,5.22
540,180,1054.62,229.16,5.24
540,170,1059.52,207.02,5.27
540,160,1040.44,202.13,5.24
540,150,1059.08,226.27,5.33
