System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
13:43:29.984,0.0,1.03,0.0,0.0,7.83,9.64,4.01,0.14,0.62
13:43:30.085,0.0,1.01,0.0,0.0,11.5,14.29,3.73,0.16,0.59
13:43:30.185,0.0,1.0,0.0,0.0,7.28,9.96,3.4,0.13,0.39
13:43:30.285,0.0,1.0,0.0,0.0,11.47,13.15,3.29,0.14,0.33
13:43:30.386,0.0,1.0,0.01,0.01,14.87,15.72,3.76,0.25,0.47
13:43:30.486,0.01,1.29,0.01,0.01,79.72,35.42,5.56,0.64,1.04
13:43:30.586,0.01,1.77,0.03,0.04,84.22,28.19,6.31,0.81,1.29
13:43:30.686,0.0,1.13,0.01,0.02,38.65,24.82,6.21,0.74,1.39
13:43:30.787,0.0,1.0,0.0,0.0,13.27,14.7,5.89,0.71,1.2
13:43:30.901,0.0,1.33,0.02,0.03,52.94,8.18,6.07,0.76,1.2
13:43:30.986,0.04,2.2,0.22,0.28,447.59,4.91,11.71,1.13,1.85
13:43:31.087,0.08,1.5,0.58,0.71,987.98,13.39,12.71,1.34,2.37
13:43:31.188,0.09,1.57,0.58,0.71,1168.45,16.05,13.01,1.36,2.39
13:43:31.287,0.05,1.39,0.54,0.66,667.97,10.0,12.38,1.32,2.36
13:43:31.388,0.08,1.48,0.56,0.69,991.08,14.34,12.76,1.34,2.38
13:43:31.487,0.06,1.41,0.54,0.67,800.4,11.92,12.43,1.32,2.37
13:43:31.587,0.09,1.41,0.54,0.66,1107.89,16.7,12.36,1.33,2.36
13:43:31.688,0.08,1.47,0.57,0.7,959.71,13.67,12.63,1.35,2.37
13:43:31.789,0.07,1.47,0.52,0.63,817.87,11.65,12.53,1.31,2.36
13:43:31.889,0.1,1.59,0.55,0.65,1263.95,16.97,12.68,1.34,2.34
13:43:31.989,0.08,1.49,0.56,0.65,995.5,13.88,12.55,1.33,2.37
13:43:32.089,0.1,1.32,0.54,0.64,1222.55,19.98,12.4,1.32,2.39
13:43:32.189,0.1,1.48,0.56,0.66,1284.19,18.04,12.39,1.32,2.37
13:43:32.289,0.06,1.44,0.57,0.67,721.53,10.77,12.63,1.33,2.37
13:43:32.389,0.06,1.45,0.57,0.66,730.17,10.44,12.54,1.33,2.37
13:43:32.490,0.08,1.51,0.6,0.7,975.44,14.05,12.75,1.35,2.37
13:43:32.592,0.06,1.5,0.57,0.67,783.44,10.63,12.78,1.34,2.37
13:43:32.690,0.05,1.39,0.57,0.66,655.99,10.38,12.39,1.32,2.36
13:43:32.791,0.09,1.46,0.58,0.68,1080.76,15.09,12.41,1.34,2.36
13:43:32.891,0.06,1.67,0.42,0.48,735.73,9.61,12.65,1.27,2.35
13:43:32.991,0.08,1.45,0.57,0.65,944.5,13.46,12.56,1.33,2.37
13:43:33.092,0.08,1.34,0.55,0.63,997.73,15.92,12.49,1.33,2.37
13:43:33.192,0.06,1.37,0.53,0.61,701.39,10.76,12.29,1.31,2.37
13:43:33.292,0.08,1.49,0.59,0.68,969.59,13.96,12.5,1.32,2.35
13:43:33.391,0.1,1.37,0.56,0.64,1268.94,19.28,12.39,1.32,2.36
13:43:33.491,0.07,1.5,0.55,0.63,898.49,12.99,12.43,1.31,2.37
