Time (s),GPU 0 SM Clock (MHz),GPU 0 Mem Clock (MHz)
16.735528230667114,1410,1215
16.868607997894287,1410,1215
17.002464532852173,1410,1215
17.13471531867981,1410,1215
17.26684284210205,1410,1215
17.437278032302856,1410,1215
17.60265350341797,1410,1215
17.733691692352295,1410,1215
17.89974546432495,1410,1215
18.048160552978516,1410,1215
18.222710371017456,1410,1215
18.35601305961609,1410,1215
18.49114966392517,1410,1215
18.641059398651123,1410,1215
18.77900242805481,1410,1215
18.914429426193237,1410,1215
19.09690761566162,1410,1215
19.266742944717407,1410,1215
19.400018453598022,1410,1215
19.53325057029724,1410,1215
19.666908025741577,1410,1215
19.799319744110107,1410,1215
19.971582412719727,1410,1215
20.10555911064148,1410,1215
20.24190664291382,1410,1215
20.37359046936035,1410,1215
20.505363941192627,1410,1215
20.637696266174316,1410,1215
20.76916003227234,1410,1215
20.905081033706665,1410,1215
21.03910732269287,1410,1215
21.16918635368347,1410,1215
21.302619218826294,1410,1215
21.456611394882202,1410,1215
21.589683532714844,1410,1215
21.724104642868042,1410,1215
21.855587244033813,1410,1215
21.986119747161865,1410,1215
22.118285179138184,1410,1215
22.24810004234314,1410,1215
22.379438161849976,1410,1215
22.514654397964478,1410,1215
22.645925045013428,1410,1215
22.796899795532227,1410,1215
22.925267219543457,1410,1215
23.079288244247437,1410,1215
23.213955402374268,1410,1215
23.347687482833862,1410,1215
23.480245113372803,1410,1215
23.61336064338684,1410,1215
23.745697736740112,1410,1215
23.883480310440063,1410,1215
24.01632308959961,1410,1215
24.164058685302734,1410,1215
24.29954695701599,1410,1215
24.429917097091675,1410,1215
24.560923099517822,1410,1215
24.696204662322998,1410,1215
24.828414916992188,1410,1215
24.975971221923828,1410,1215
25.108784914016724,1410,1215
25.24388098716736,1410,1215
25.376981496810913,1410,1215
25.521081924438477,1410,1215
25.650829315185547,1410,1215
25.803967237472534,1410,1215
25.936432361602783,1410,1215
26.08627939224243,1410,1215
26.217759132385254,1410,1215
26.347657918930054,1410,1215
26.48343014717102,1410,1215
26.631829500198364,1410,1215
26.76499080657959,1410,1215
26.900511503219604,1410,1215
27.034952640533447,1410,1215
27.165369510650635,1410,1215
27.314886569976807,1410,1215
27.44518280029297,1410,1215
27.577219009399414,1410,1215
27.71531343460083,1410,1215
27.84672713279724,1410,1215
27.97795605659485,1410,1215
28.10504412651062,1410,1215
28.237224340438843,1410,1215
28.391407012939453,1410,1215
28.523115873336792,1410,1215
28.670572519302368,1410,1215
28.799360275268555,1410,1215
28.937687873840332,1410,1215
29.06295132637024,1410,1215
29.191934823989868,1410,1215
29.34272575378418,1410,1215
29.474019527435303,1410,1215
29.607309103012085,1410,1215
29.737586975097656,1410,1215
29.881591796875,1410,1215
30.015485048294067,1410,1215
30.148714542388916,1410,1215
30.282182693481445,1410,1215
30.411041259765625,1410,1215
30.562520265579224,1410,1215
30.692245483398438,1410,1215
30.84385657310486,1410,1215
30.973599433898926,1410,1215
31.1048424243927,1410,1215
31.25834369659424,1410,1215
31.39137554168701,1410,1215
31.52480173110962,1410,1215
31.658997535705566,1410,1215
31.790945291519165,1410,1215
31.92217183113098,1410,1215
32.051902770996094,1410,1215
32.197779417037964,1410,1215
32.34904861450195,1410,1215
32.47639775276184,1410,1215
32.606810569763184,1410,1215
32.74088644981384,1410,1215
32.891587257385254,1410,1215
33.03152298927307,1410,1215
33.180583000183105,1410,1215
33.313820600509644,1410,1215
33.445738554000854,1410,1215
33.57578420639038,1410,1215
33.7076416015625,1410,1215
33.839688777923584,1410,1215
33.97280931472778,1410,1215
34.102104902267456,1410,1215
34.23159646987915,1410,1215
34.36345052719116,1410,1215
34.49670195579529,1410,1215
34.6427948474884,1410,1215
34.860780239105225,1410,1215
