Time (s),GPU 0 Power (W),GPU 1 Power (W),GPU 2 Power (W),GPU 3 Power (W)
0.0,118.6,119.93,78.44,89.93
0.1903829574584961,135.65,172.88,86.99,85.18
0.37620019912719727,124.24,110.91,125.99,130.83
0.5676848888397217,200.21,140.68,163.18,137.84
0.78153395652771,76.34,76.35,180.21,166.13
0.969264030456543,76.14,77.7,181.76,80.74
1.1593966484069824,79.87,137.01,154.35,184.06
1.3481254577636719,133.51,137.26,141.39,141.94
1.5371730327606201,96.29,157.02,144.43,87.15
1.7247660160064697,89.78,107.72,98.5,147.99
1.911031723022461,172.9,86.57,87.05,104.97
2.099968433380127,88.4,97.2,101.55,84.64
2.287781000137329,103.01,87.85,113.04,136.32
2.4753339290618896,113.99,123.53,94.04,90.72
2.6642673015594482,121.46,109.66,144.47,134.91
2.851356029510498,95.67,77.19,98.27,83.05
3.0361132621765137,75.95,75.86,95.82,78.62
3.2232978343963623,76.04,75.96,74.63,75.39
3.4050207138061523,75.85,76.45,74.6,75.29
3.5887951850891113,75.95,75.67,74.61,75.39
3.7669999599456787,75.95,75.76,74.73,75.39
3.9473679065704346,75.95,75.57,74.5,75.29
4.128314018249512,75.96,75.76,74.52,75.39
4.310847043991089,75.95,76.06,74.54,75.18
4.49438738822937,75.85,75.67,74.73,75.18
4.673357248306274,75.75,75.67,74.73,75.39
4.857608079910278,75.75,75.76,75.13,75.18
5.03941011428833,75.95,75.86,74.71,75.29
5.218984127044678,76.54,75.57,74.5,75.39
5.398468732833862,75.85,75.76,74.71,75.08
5.5776402950286865,75.85,75.67,74.71,75.29
5.75679612159729,75.95,75.57,74.6,75.29
5.937447786331177,75.95,75.96,74.52,75.29
6.1182873249053955,75.85,75.76,74.62,75.29
6.300825357437134,75.95,75.67,74.71,75.29
6.480350971221924,75.95,75.67,74.6,75.49
6.660860300064087,75.95,75.86,74.6,75.19
6.84300422668457,76.04,75.86,74.6,75.19
7.022936582565308,75.85,75.57,74.73,75.19
7.205191135406494,75.75,75.86,74.6,75.19
7.385610818862915,75.85,75.67,74.6,75.48
7.5662617683410645,75.85,75.67,74.5,75.58
7.749659776687622,76.14,75.67,74.6,75.29
7.928573846817017,75.95,75.76,74.41,75.29
8.109266757965088,75.75,75.67,74.6,75.18
8.290014743804932,75.85,75.67,74.81,75.39
8.470564126968384,75.85,75.76,74.5,75.19
8.65278172492981,76.04,75.96,74.5,75.29
8.83234190940857,75.95,75.76,74.5,75.29
9.013209342956543,75.85,75.57,74.6,75.19
9.19238543510437,75.85,75.76,74.62,75.29
9.37650728225708,75.85,75.67,74.52,75.39
9.559690237045302,76.06,75.76,75.03,75.28
9.740193843841553,76.24,75.76,74.62,75.29
9.923810482025132,75.95,75.67,74.62,75.18
10.105979919433594,75.77,75.57,74.81,75.39
10.28448748588562,75.85,75.76,75.21,75.29
10.465856790542617,76.04,75.86,74.61,75.29
10.645018815994248,76.24,75.76,74.41,75.29
10.824950933456421,75.85,75.76,74.6,75.19
11.004717111587539,75.85,75.67,74.81,75.39
11.184501647949219,75.95,75.57,74.61,75.49
11.367697954177856,76.14,75.86,74.41,75.29
11.546807050704956,75.85,75.67,74.5,75.29
11.727645874023438,75.77,161.36,74.68,75.28
11.910099267959595,75.95,75.86,74.7,75.49
12.089581727981582,75.65,75.76,75.21,75.29
12.272753238677979,76.04,75.86,74.52,75.29
12.452098846435533,76.64,75.76,100.6,75.29
12.635561466217055,122.07,75.57,74.7,75.29
12.814780473709092,75.95,75.76,74.71,75.29
12.996829509735093,75.85,75.47,75.1,75.39
13.178485631942749,76.14,76.06,74.7,75.58
13.381862163543701,77.24,78.7,75.79,75.49
13.607481479644775,75.85,75.96,75.02,78.7
13.830406665802016,75.95,75.86,75.02,75.58
14.02025556564331,86.72,86.12,142.66,149.32
14.211932182312012,113.34,107.94,75.71,187.07
14.397722244262695,136.95,147.61,176.25,203.21
14.59206509590149,78.85,84.35,177.06,82.08
14.78535103797914,145.08,156.39,101.13,92.46
14.969278812408461,126.28,144.99,121.04,157.63
15.166182041168213,145.94,202.77,119.67,119.86
15.354509353637695,161.79,192.66,128.39,78.54
15.54132890701294,132.13,139.09,193.08,135.9
15.734596490859971,117.15,119.54,167.89,200.25
15.928303718566895,131.51,139.14,200.07,202.33
16.118967294692993,130.37,121.92,133.34,169.15
16.312862157821655,122.25,128.75,197.52,207.26
16.50864958763121,77.78,79.14,93.33,118.95
16.698594331741333,153.27,157.95,101.83,91.47
16.885238647460938,123.68,126.41,129.69,164.22
17.0763671398163,196.3,137.13,116.27,108.41
17.266235828399658,90.02,123.52,166.45,149.07
17.463591814041138,141.56,138.18,76.15,123.27
17.65842843055725,109.51,105.54,119.91,108.99
17.842084407806396,76.92,77.34,132.55,137.1
18.03886866569519,186.82,213.76,93.95,86.6
18.23358678817749,122.86,116.31,152.46,127.45
18.4276762008667,127.61,128.44,169.24,168.32
18.62305116653441,88.76,92.21,148.7,76.35
18.82187199592589,121.33,114.05,188.21,119.39
19.01395058631897,100.93,89.37,157.01,199.77
19.209741592407212,85.25,95.26,75.68,76.4
19.40228462219237,78.59,170.19,78.12,132.38
19.592350482940674,145.87,125.36,101.62,105.3
19.793744564056396,188.54,198.74,137.51,127.42
19.99095058441162,201.19,186.22,134.35,127.22
20.179575681686416,171.87,158.42,89.12,103.79
20.376915454864502,170.06,154.36,97.76,90.38
20.5736722946167,146.35,112.96,103.54,103.04
20.761183500289917,77.42,77.06,121.57,141.79
20.957011461257935,154.49,153.33,84.42,124.6
21.150035858154297,138.36,164.96,132.02,125.33
21.346672058105455,192.12,188.52,151.39,83.91
21.540582418441772,89.79,86.19,120.39,167.0
21.741196870803833,120.09,158.36,125.04,132.81
21.92498898506166,193.95,194.4,130.48,123.82
22.1170711517334,93.5,89.58,78.91,144.04
22.309460639953613,173.46,173.64,144.83,146.24
22.504682064056396,185.63,214.58,131.89,130.23
22.69501900672914,158.04,186.52,142.15,125.32
22.889846563339233,173.71,189.67,157.94,183.76
23.07904314994812,91.0,93.29,174.42,203.12
23.272014141082778,124.08,120.67,196.96,149.94
23.46526002883911,143.68,138.12,201.28,171.52
23.658052206039415,107.31,143.52,205.28,76.72
23.85639762878418,129.15,134.05,118.93,95.77
24.04941034317018,126.45,125.98,127.75,122.14
24.23896503448485,142.0,149.65,101.28,88.58
24.4350483417511,78.46,89.12,108.73,127.7
24.62696409225464,190.44,196.12,142.3,131.89
24.82159018516542,169.53,152.8,89.1,84.94
25.011417388916016,126.38,136.76,131.11,152.52
25.205515384674072,202.23,145.07,77.63,78.09
25.398070573806777,130.53,133.45,178.78,147.6
25.58680510520935,77.98,78.89,89.62,137.19
25.783751964569092,185.31,156.47,82.43,151.83
25.96986150741577,92.76,101.23,124.96,118.27
26.16823697090149,145.12,187.3,92.13,87.41
26.360034942626953,94.12,88.38,120.14,140.9
26.55320644378662,132.53,133.48,147.36,129.88
26.7458553314209,192.92,207.9,135.46,126.68
26.937020301818862,177.83,173.42,91.5,91.15
27.126826286315918,123.39,123.66,146.55,145.07
27.31419157981874,107.58,113.2,201.87,152.87
27.508426427841172,131.22,127.65,172.1,150.7
27.699225425720215,135.36,130.87,186.78,205.85
27.892903327941895,126.81,121.7,140.33,169.53
28.08117175102234,78.16,78.99,152.86,150.94
28.28122782707213,166.37,153.95,92.4,135.96
28.472705364227295,176.97,160.83,117.84,142.65
28.660012006759658,118.78,124.36,151.59,136.25
28.856643438339233,102.32,213.39,156.7,77.55
29.04452824592589,131.07,119.38,164.98,118.87
29.238320350646973,144.8,176.18,149.29,144.13
29.432251691818237,87.76,84.92,155.08,180.97
29.62233805656433,85.08,86.91,88.92,111.58
29.816695690155015,149.7,117.44,105.96,106.38
30.00753521919249,157.64,186.34,128.32,131.92
30.20073175430298,175.05,180.29,78.91,78.19
30.39135432243347,120.65,140.96,160.51,127.93
30.5851562023163,133.23,132.55,181.8,150.04
30.7800328731537,80.62,82.07,98.02,108.09
30.968121767044053,164.12,212.65,96.05,142.9
31.159343957901015,194.51,177.93,90.7,82.86
31.348297834396362,135.63,173.28,145.0,154.11
31.54008674621582,130.37,171.78,78.91,78.86
31.73095560073854,130.79,130.04,186.75,117.6
31.92053079605101,80.14,79.91,97.89,148.67
32.100980281829834,159.9,169.89,93.95,86.91
32.2922739982605,88.43,87.88,156.39,207.74
32.48459839820862,134.16,108.87,76.33,77.17
32.6759147644043,132.1,137.32,131.28,111.25
32.864747524261475,160.55,198.07,99.02,97.82
33.05656814575195,84.29,96.73,84.1,118.93
33.2461838722229,147.29,179.54,127.72,141.63
33.439295053482056,173.06,188.6,77.54,163.45
33.62822222709656,107.81,100.74,186.61,173.98
33.825285196304335,99.58,93.07,76.07,77.0
34.01677513122557,122.33,116.65,149.71,122.74
34.21048593521118,128.23,139.17,76.25,90.95
34.401122570037856,121.43,118.69,113.08,111.97
34.59352660179138,134.58,126.26,189.33,133.36
34.78971266746521,143.15,157.27,100.61,93.69
34.986980676651015,143.73,123.22,108.39,96.16
35.17330360412598,122.94,114.19,140.78,109.93
35.37172722816467,143.18,139.39,128.78,160.65
35.56878757476805,116.92,149.11,86.72,93.02
35.76833963394165,128.71,120.13,115.97,115.07
35.96571278572081,120.35,117.01,138.39,166.86
36.21392250061035,120.92,139.85,173.26,189.56
36.40066432952881,91.92,130.08,158.49,163.4
