Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019516944885254,39.41,27.02
0.2755608558654785,39.17,27.02
0.4268829822540283,39.17,27.02
0.5993921756744385,39.17,27.02
0.7525937557220459,39.17,27.02
0.8884806632995605,38.92,27.02
1.0374937057495117,38.92,27.01
1.1724376678466797,38.92,27.02
1.3062782287597656,38.92,27.02
1.4402477741241455,38.92,27.01
1.5749471187591553,38.92,27.01
1.7088336944580078,38.92,27.02
1.8396210670471191,38.92,27.0
1.974271297454834,38.92,27.01
2.107938289642334,38.92,27.0
2.241558313369751,38.92,27.0
2.3957056999206543,38.92,27.0
2.5326833724975586,34.54,27.02
2.7052104473114014,34.06,27.02
2.8598711490631104,34.06,27.02
2.9959716796875,34.06,27.0
3.133615732192993,34.06,27.02
3.269766330718994,34.06,27.02
3.4033751487731934,33.81,27.02
3.554821252822876,33.81,27.0
3.689831018447876,33.81,27.02
3.8226916790008545,33.81,27.02
3.954378604888916,33.81,27.02
4.08939528465271,33.81,27.0
4.2251787185668945,33.81,27.0
4.4007110595703125,33.81,27.02
4.536867618560791,34.3,27.0
4.68441367149353,34.3,27.02
4.836822748184204,34.54,27.02
4.971518278121948,152.22,26.93
5.106307744979858,172.53,26.93
5.239625453948975,173.01,26.93
5.412735939025879,173.49,26.93
5.550255298614502,176.62,26.93
5.684075832366943,176.87,26.93
5.8177714347839355,176.87,26.93
5.955193519592285,177.11,26.95
6.088948726654053,177.11,26.95
6.223524808883667,177.35,26.93
6.356147766113281,41.6,27.02
6.490512847900391,40.62,27.02
6.624290943145752,39.9,27.02
6.756957054138184,39.41,27.02
