123.058,0,0,0
123.157,0,0,0
123.258,0,0,0
123.358,0,0,0
123.458,0,0,0
123.558,0,0,0
123.659,0,0,0
123.758,0,0,0
123.859,0,0,0
123.96,0,0,0
124.059,0,0,0
124.159,0,0,0
124.259,0,0,0
124.359,0,0,0
124.458,0,0,0
124.559,0,0,0
124.658,0,0,0
124.758,0,0,0
124.858,0,0,0
124.959,0,0,0
125.059,0,0,0
125.159,0,0,0
125.26,0,0,0
125.359,0,0,0
125.46,0,0,0
125.56,0,0,0
125.66,0,0,0
125.759,0,0,0
125.86,0,0,0
125.96,0,0,0
126.059,0,0,0
126.16,0,0,0
126.26,0,0,0
126.36,0,0,0
126.46,0,0,0
126.561,0,0,0
126.66,0,0,0
126.761,0,0,0
126.861,0,0,0
126.961,0,0,0
127.06,0,0,0
127.161,0,0,0
127.261,0,0,0
127.361,0,0,0
127.462,0,0,0
127.562,0,0,0
127.661,0,0,0
127.761,0,0,0
127.861,0,0,0
127.962,0,0,0
128.061,0,0,0
128.161,0,0,0
128.262,0,0,0
128.362,0,0,0
128.462,0,0,0
128.562,0,0,0
128.663,0,0,0
128.762,0,0,0
128.863,0,0,0
128.963,0,0,0
129.063,0,0,0
129.162,0,0,0
129.263,0,0,0
129.362,0,0,0
129.462,0,0,0
129.562,0,0,0
129.663,0,0,0
129.763,0,0,0
129.863,0,0,0
129.964,0,0,0
130.063,0,0,0
130.163,0,0,0
130.263,0,0,0
130.363,0,0,0
130.462,0,0,0
130.563,0,0,0
130.663,0,0,0
130.762,0,0,0
130.863,0,0,0
130.963,0,0,0
131.063,0,0,0
131.163,0,0,0
131.264,0,0,0
131.363,0,0,0
131.464,0,0,0
131.564,0,0,0
131.664,0,0,0
131.765,0,0,0
131.865,0,0,0
131.965,0,0,0
132.064,0,0,0
132.165,0,0,0
132.264,0,0,0
132.364,0,0,0
132.464,0,0,0
132.565,0,0,0
132.664,0,0,0
132.765,0,0,0
132.865,0,0,0
132.965,0,0,0
133.065,0,0,0
133.165,0,0,0
133.265,0,0,0
133.365,0,0,0
133.464,0,0,0
133.567,0,0,0
133.664,0,0,0
133.764,0,0,0
133.864,0,0,0
133.965,0,0,0
134.065,0,0,0
134.165,0,0,0
134.265,0,0,0
134.364,0,0,0
134.465,0,0,0
134.565,0,0,0
134.665,0,0,0
134.766,0,0,0
134.866,0,0,0
134.966,0,0,0
135.065,0,0,0
135.165,0,0,0
135.266,0,0,0
135.366,0,0,0
135.466,0,0,0
135.565,0,0,0
135.666,0,0,0
135.766,0,0,0
135.865,0,0,0
135.966,0,0,0
136.066,0,0,0
136.166,0,0,0
136.266,0,0,0
136.367,0,0,0
136.466,0,0,0
136.567,0,0,0
136.667,0,0,0
136.767,0,0,0
136.867,0,0,0
136.967,0,0,0
137.067,0,0,0
137.166,0,0,0
137.267,0,0,0
137.367,0,0,0
137.467,0,0,0
137.567,0,0,0
137.668,0,0,0
137.767,0,0,0
137.867,0,0,0
137.967,0,0,0
138.067,0,0,0
138.166,0,0,0
138.267,0,0,0
138.368,0,0,0
