Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
6.3787e-05,986.081,875.457,1861.54
0.100969,930.403,509.315,1439.72
0.204288,601.22,458.882,1060.1
0.300973,879.903,794.313,1674.22
0.400698,410.554,347.723,758.277
0.500548,517.33,501.939,1019.27
0.600952,738.397,818.95,1557.35
0.699305,1705.25,1215.11,2920.35
0.799951,713.319,593.573,1306.89
0.900584,553.958,344.451,898.408
1.00021,929.356,753.638,1682.99
1.10086,526.386,497.765,1024.15
1.20186,649.576,418.864,1068.44
1.3004,413.548,439.431,852.979
1.40017,402.156,344.013,746.169
1.49972,416.028,297.208,713.235
1.60037,222.951,238.559,461.51
1.69987,733.457,506.38,1239.84
1.80053,6757.86,8069.01,14826.9
1.90024,7775.13,8720.51,16495.6
1.99986,8242.12,8404.48,16646.6
2.10052,8011.88,8197.84,16209.7
2.2002,7894.94,8622.61,16517.5
2.30079,7588.22,11156,18744.2
2.40037,7700.33,9503.36,17203.7
2.50018,7841.34,7916.39,15757.7
2.59977,7757.73,8265.02,16022.7
2.69948,8145.37,7893.58,16039
2.80005,7843.68,6865.77,14709.5
2.89975,7673.2,6639.63,14312.8
3.00039,8059.29,8019.42,16078.7
3.10009,7802.47,7544.07,15346.5
3.20069,7608.07,7416.64,15024.7
3.30151,7707.95,7511.16,15219.1
3.40134,7440.96,7291.05,14732
3.50104,7341.77,7184.95,14526.7
3.60153,7597.08,7326.09,14923.2
3.70213,7401.06,7152.52,14553.6
3.8017,7189.42,7077.32,14266.7
3.9023,7181.57,7049.47,14231
4.00288,7064.92,6625.05,13690
4.1025,7099.13,7058.66,14157.8
4.20318,6819.92,6592.98,13412.9
4.30289,6741.31,6702.16,13443.5
4.40256,6965.55,6573.12,13538.7
4.50331,6608,6278.79,12886.8
4.6031,6514.83,6537.02,13051.8
4.70277,6613.53,6359.7,12973.2
4.80237,6290.7,6123.36,12414.1
4.90316,6065.25,5980.68,12045.9
5.00288,5946.23,5756.38,11702.6
5.10345,7860.62,7468.64,15329.3
5.20302,8314.47,8082.79,16397.3
5.30358,8616.01,8354.67,16970.7
5.40424,8578.72,8126.98,16705.7
5.50384,8286.96,7971.58,16258.5
5.60447,8228.84,7973.35,16202.2
5.70414,8426.03,7967.79,16393.8
5.80374,8214.16,8067.46,16281.6
5.90441,8471.67,8134.41,16606.1
6.00386,8373.64,8102.83,16476.5
6.10441,8491.33,8138.23,16629.6
6.20502,8586.36,8188.25,16774.6
6.30468,8475.09,8108.9,16584
6.40531,8252.07,7971.79,16223.9
6.50592,8251.72,8043.7,16295.4
6.60553,8226.7,7862.09,16088.8
6.70616,8022.41,7693.19,15715.6
6.80577,8193.16,7925.73,16118.9
6.90527,8269.73,7900.32,16170.1
7.00588,8159.6,8034.16,16193.8
7.10557,8283,7954.55,16237.6
7.20533,8110.13,7380.12,15490.3
7.30498,8040.59,8112.98,16153.6
7.40464,8052.35,7776.03,15828.4
7.50524,7732.98,7546.38,15279.4
7.60484,7796.95,7553.56,15350.5
7.70526,7961.22,7610.91,15572.1
7.80583,7683.04,7026.49,14709.5
