Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
8.2881e-05,824.321,759.421,1583.74
0.0992481,588.337,426.733,1015.07
0.198991,506.706,389.665,896.371
0.298769,1279.67,1235.7,2515.37
0.398445,1019.63,946.519,1966.15
0.499128,688.945,546.911,1235.86
0.598851,513.285,504.29,1017.57
0.698322,355.944,306.275,662.219
0.798844,422.932,390.724,813.656
0.898537,532.839,467.81,1000.65
0.998243,531.655,396.24,927.895
1.09884,618.116,488.606,1106.72
1.19858,398.348,389.167,787.514
1.29932,438.156,346.541,784.698
1.39918,332.015,291.221,623.236
1.49996,283.441,251.556,534.997
1.59956,2298.42,2713.4,5011.82
1.70013,4607.38,5739.2,10346.6
1.80024,4374.1,4298.77,8672.87
1.90004,4391.9,4276.27,8668.17
1.99984,5263.99,4883.51,10147.5
2.0997,4795.77,4514.38,9310.15
2.20056,5092.32,4836.3,9928.62
2.30054,4759.73,3908.77,8668.5
2.40034,5085.71,3067.53,8153.24
2.50108,5307.25,3983.68,9290.93
2.60083,5105.76,3420.88,8526.64
2.70177,6799.79,7170.63,13970.4
2.8016,4606.52,4616.78,9223.3
2.90143,4301.66,5734.75,10036.4
3.0013,4238.83,5055.79,9294.62
3.10116,4261.5,4166.39,8427.89
3.20195,4287.37,4229.87,8517.24
3.30168,4108.62,4089.94,8198.55
3.40255,4370.63,4321.14,8691.77
3.50239,4262.53,4161.3,8423.84
3.60219,4195.97,4166.94,8362.91
3.70302,4244.8,4243.86,8488.66
3.80274,6271.7,6145.25,12416.9
3.9034,7184.85,7151.96,14336.8
4.00307,7151.03,6949.45,14100.5
4.1038,7366.52,6891.7,14258.2
4.20353,7251.4,6746.09,13997.5
4.30426,7243.83,6751.13,13995
4.40401,7166.34,6788.51,13954.8
4.50481,5585.68,5246.85,10832.5
4.60474,4685.64,4481.85,9167.5
4.70555,4663.77,4462.22,9126
4.80528,5153.76,4969.81,10123.6
4.90493,7344.58,6986.76,14331.3
5.00453,25339.6,24377.8,49717.5
5.10501,34879.3,32971.4,67850.7
5.20462,26783.5,24811.1,51594.5
5.3046,898.737,841.125,1739.86
5.40435,921.965,817.542,1739.51
5.50518,1163.87,1072.57,2236.44
5.60488,1608.85,1483.51,3092.37
5.70552,307.87,222.504,530.374
5.8052,1931.52,2016.07,3947.59
5.90486,2123.2,2465.36,4588.56
6.00459,2675.11,2941.97,5617.08
6.10428,2823.63,2265.14,5088.77
6.20491,1956.63,2094.72,4051.36
6.30462,2300.95,2486.76,4787.71
6.40523,2409.41,2760.01,5169.42
6.50481,3201.46,2945.23,6146.69
6.6056,2850.39,2384.21,5234.6
6.70524,1882.72,1286.1,3168.83
6.80491,1999.8,1498.64,3498.44
6.90554,4396.96,3080.18,7477.14
7.00543,6954.9,3614.95,10569.8
7.10525,8101.11,5160.33,13261.4
7.20497,7896.43,4533.5,12429.9
7.30468,6702.66,3236.22,9938.88
7.40439,8558.69,5232.27,13791
7.50414,2407.37,2214.48,4621.85
7.60396,5836.06,4033.16,9869.22
7.70361,2564.1,2252.95,4817.05
7.80322,6792.05,4878.14,11670.2
7.90893,3144.38,2906.66,6051.04
8.00371,6088.34,4315.83,10404.2
8.10454,2611.8,2976.84,5588.65
8.20427,2555.28,2971.44,5526.73
8.30399,2114.99,2452.84,4567.83
8.40375,2208.31,2347.24,4555.55
8.50345,1838.35,1877.38,3715.72
8.60315,2289.73,2498.84,4788.57
8.7039,2162.31,2412.78,4575.09
8.80357,2027.14,2038.53,4065.67
8.90422,333.349,309.107,642.456
9.00391,217.756,195.436,413.192
9.10479,5125.04,1712.72,6837.76
9.20474,7009.96,2445.25,9455.21
9.30463,5126.95,2621.65,7748.59
9.4053,8715.17,3281.64,11996.8
9.50513,3634.88,1722.41,5357.29
9.60578,9341.97,3900.68,13242.7
9.70556,7997.59,3019.72,11017.3
9.80606,3834.2,2051.09,5885.29
9.90556,8760.8,3404.16,12165
10.005,8152.03,3068.13,11220.2
10.1058,3912.74,1995.89,5908.62
10.2055,8277.98,3215.66,11493.6
10.3052,4324.18,2244.83,6569.02
10.4052,7541.06,2675.87,10216.9
10.5061,7007.29,2430.86,9438.14
10.6058,5009.02,2603.56,7612.58
10.7067,9124.78,3486.49,12611.3
10.8063,3813.06,1639.28,5452.35
10.9072,9044.5,3360.59,12405.1
11.0068,7939.11,2677.55,10616.7
11.1079,4631.55,2358.71,6990.26
11.2076,9066.64,3462.6,12529.2
11.3072,6876.61,1854.08,8730.7
11.4081,6918.95,3179.08,10098
11.5078,8460.78,3028.78,11489.6
11.6083,6314.63,3185.53,9500.17
11.708,7382.94,2696.27,10079.2
11.8075,8050.2,3083.9,11134.1
11.9087,4189.78,1926.31,6116.09
12.0086,8480.06,3101.86,11581.9
12.1083,4743.57,1694.64,6438.22
12.2092,7467.56,3387.95,10855.5
12.3089,9225.96,3602.59,12828.5
12.4086,5186.14,2375.9,7562.04
12.5083,7696.16,2740.03,10436.2
12.609,8273.44,3228.69,11502.1
12.7087,3849.68,1965.45,5815.13
12.8095,8655.5,3371.16,12026.7
12.909,6830.4,3156.96,9987.36
13.0098,5476.32,2008.09,7484.41
13.1096,8378.79,3190.48,11569.3
13.2105,3230.73,1683.11,4913.84
13.3102,8447.96,3099.08,11547
13.4111,5062.64,1549,6611.64
13.5108,4076.82,2128.67,6205.49
13.6105,2379.05,218.734,2597.78
13.7102,146.287,119.47,265.757
13.8108,2445.73,326.918,2772.65
13.9104,2521.37,186.36,2707.73
14.0112,165.377,143.023,308.399
14.1111,1199.69,752.062,1951.75
14.2105,1842.63,1530.14,3372.77
14.31,333.391,316.825,650.216
14.4106,4146.84,3018.62,7165.47
14.5114,6215.67,3510.93,9726.6
14.6111,11536.8,5935.16,17472
14.7119,16018.1,7157.03,23175.1
14.8116,11388.5,4677.32,16065.8
14.9122,6995.04,3593.91,10588.9
15.0119,8711.31,3324.16,12035.5
15.1126,7281.72,3178.07,10459.8
15.2122,5054.21,2013.17,7067.38
15.312,8161.75,3132.34,11294.1
15.4117,4524.87,2322.53,6847.4
