Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
0.000129969,376.3,309.959,686.259
0.0990425,138.234,123.519,261.753
0.199858,747.242,544.09,1291.33
0.300064,739.436,601.804,1341.24
0.399962,977.992,781.987,1759.98
0.500597,459.289,388.207,847.496
0.600236,333.86,278.953,612.813
0.701019,498.968,379.471,878.439
0.800776,349.545,284.641,634.186
0.901616,397.135,329.508,726.643
1.00142,363.123,296.312,659.435
1.10117,340.92,276.212,617.131
1.20092,373.585,303.724,677.309
1.30067,340.31,276.888,617.198
1.40042,401.305,331.707,733.012
1.50018,290.985,236.836,527.821
1.59996,376,305.524,681.524
1.69973,345.21,284.129,629.338
1.80044,414.875,340.299,755.174
1.90021,427.869,350.36,778.23
2.00095,337.639,280.593,618.232
2.10068,374.052,315.617,689.67
2.20143,322.858,264.87,587.729
2.30118,410.411,342.922,753.333
2.40194,335.607,278.266,613.873
2.50168,338.923,284.122,623.044
2.60248,369.932,305.839,675.77
2.70227,339.28,273.095,612.375
2.80296,417.684,350.802,768.486
2.90273,347.929,289.798,637.727
3.00352,388.979,326.689,715.668
3.1033,303.675,249.94,553.615
3.20408,347.069,288.665,635.734
3.30384,345.148,283.16,628.308
3.40361,352.514,300.803,653.316
3.50339,379.477,312.027,691.503
3.60314,315.025,260.832,575.857
3.70287,427.809,348.205,776.014
3.80255,359.045,299.735,658.779
3.90229,417.178,341.006,758.184
4.00203,438.674,353.663,792.337
4.10178,413.028,336.74,749.768
4.20153,394.455,323.011,717.467
4.30127,318.446,258.436,576.882
4.40101,438.33,354.702,793.032
4.50077,326.9,268.599,595.5
4.6005,363.21,304.394,667.603
4.70024,314.231,255.898,570.129
4.79993,403.264,329.667,732.931
4.90068,390.435,319.773,710.209
5.00043,328.104,270.837,598.941
5.10014,592.086,518.322,1110.41
5.1999,317.969,268.069,586.039
5.29972,469.188,392.651,861.839
5.39954,385.411,319.377,704.788
5.50027,350.253,295.349,645.602
5.60008,356.944,301.61,658.554
5.70085,376.33,311.73,688.06
5.80051,448.477,351.35,799.827
5.90124,356.851,300.627,657.478
6.00096,410.518,342.141,752.659
6.10167,314.719,264.226,578.945
6.20137,354.312,290.088,644.399
6.3021,356.399,298.384,654.783
6.40184,336.726,282.008,618.733
6.50257,344.796,290.653,635.45
6.60228,323.97,265.388,589.358
6.70301,343.571,289.91,633.481
6.80266,344.731,292.619,637.35
6.9034,407.008,345.377,752.385
7.00314,293.574,245.689,539.263
7.10289,373.051,308.481,681.532
7.20262,315.425,263.896,579.321
7.30335,336.808,282.929,619.738
7.40309,343.796,286.961,630.757
7.50386,321.569,270.403,591.972
7.60359,352.624,302.26,654.884
7.70431,308.662,256.193,564.855
7.80401,354.993,305.511,660.504
7.90475,362.659,300.369,663.028
8.00449,335.176,287.734,622.909
8.10425,324.125,270.592,594.717
8.20397,329.63,270.122,599.752
8.30469,327.272,274.415,601.688
8.40452,325.05,269.494,594.543
8.50427,345.592,287.627,633.219
8.60401,296.634,248.321,544.955
8.70474,418.015,339.895,757.91
8.80442,350.5,301.211,651.711
8.90518,405.819,338.041,743.86
9.00494,334.577,281.978,616.555
9.10571,372.792,307.176,679.967
9.20544,378.33,316.13,694.46
9.30617,309.06,256.476,565.537
9.4059,348.027,291.823,639.851
9.50663,298.864,249.177,548.041
9.60635,366.474,299.297,665.771
9.70711,319.438,269.191,588.629
9.80679,410.916,344.732,755.647
9.90755,400.288,328.634,728.922
10.0073,326.688,270.623,597.311
10.1081,383.649,326.829,710.479
10.2078,314.659,262.077,576.737
10.3086,695.353,567.253,1262.61
10.4084,406.196,332.817,739.013
10.5092,381.681,315.034,696.714
10.609,335.509,276.783,612.293
10.7088,312.654,256.14,568.793
10.8085,413.532,338.867,752.399
10.9082,420.936,312.154,733.09
11.0078,392.772,318.193,710.964
11.1086,341.513,291.39,632.903
11.2084,368.431,298.726,667.157
11.3081,348.873,295.861,644.734
11.4079,307.834,256.151,563.985
11.5077,365.96,298.857,664.816
11.6075,319.256,263.966,583.222
11.7072,386.467,319.465,705.932
11.8069,327.625,277.304,604.929
