Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
0.000103572,1033.53,831.759,1865.29
0.0998328,562.632,463.511,1026.14
0.20045,593.797,407.08,1000.88
0.300041,482.988,362.929,845.917
0.399806,574.84,481.318,1056.16
0.500259,459.235,324.835,784.069
0.599899,282.874,226.778,509.652
0.700619,463.985,430.552,894.537
0.8002,249.789,202.98,452.769
0.899725,301.445,312.68,614.125
1.0004,283.954,251.139,535.092
1.10005,222.739,204.309,427.048
1.19953,205.158,215.963,421.121
1.30013,416.447,335.258,751.706
1.39973,1038.2,568.051,1606.25
1.50018,363.29,351.095,714.385
1.60079,314.996,243.506,558.502
1.70039,247.215,220.759,467.974
1.79983,249.156,257.635,506.791
1.90037,301.004,246.57,547.573
2.00094,167.164,190.182,357.347
2.10058,282.129,279.724,561.853
2.20116,482.827,393.083,875.91
2.30073,922.621,867.005,1789.63
2.40046,1985.66,1223.47,3209.12
2.50111,980.895,364.026,1344.92
2.60069,271.729,249.022,520.751
2.70134,334.424,283.9,618.324
2.80095,661.854,404.377,1066.23
2.90055,368.22,356.102,724.322
3.00109,221.625,162.063,383.688
3.10071,294.65,230.26,524.909
3.20019,361.601,323.88,685.482
3.30078,442.209,292.669,734.879
3.40043,373.506,271.981,645.487
3.50007,365.484,327.076,692.561
3.60067,424.266,320.27,744.536
3.70023,257.896,217.956,475.852
3.80088,4467.5,3597.49,8064.99
3.9006,717.645,614.245,1331.89
4.00028,327.753,297.528,625.281
4.10086,251.137,249.537,500.675
4.20054,342.355,287.722,630.077
4.30124,285.624,249.857,535.481
4.40099,292.33,329.861,622.191
4.50169,553.793,543.169,1096.96
4.60135,388.58,312.957,701.537
4.70202,406.268,370.913,777.181
4.80169,438.475,391.794,830.269
4.90131,307.303,316.884,624.187
5.00203,439.227,439.12,878.347
5.10165,327.849,253.565,581.414
5.20222,295.741,319.096,614.837
5.30172,382.758,384.414,767.173
5.40124,285.116,214.431,499.547
5.50334,202.172,205.814,407.986
5.60332,328.458,351.767,680.226
5.70299,251.199,268.755,519.955
5.80357,366.212,318.514,684.726
5.90317,536.712,468.744,1005.46
6.0028,560.571,529.894,1090.47
6.10361,389.441,270.099,659.54
6.20742,563.285,424.439,987.724
6.3081,506.744,502.922,1009.67
6.40777,336.486,239.281,575.767
6.50837,569.109,486.299,1055.41
6.61121,487.745,474.449,962.195
6.71531,372.03,317.758,689.788
6.81532,390.031,375.881,765.912
6.91942,403.056,328.705,731.76
7.02431,189.91,181.235,371.145
7.12501,496.586,421.558,918.144
7.22474,245.916,198.095,444.012
7.32548,151.653,157.289,308.942
7.42506,262.264,267.853,530.117
7.52573,186.076,175.198,361.274
7.62538,321.59,337.998,659.589
7.72501,317.041,245.366,562.408
7.82554,367.679,350.493,718.172
7.92516,508.43,421.42,929.85
8.02578,259.45,220.609,480.059
8.12532,623.367,470.727,1094.09
8.22494,308.746,294.24,602.986
8.32546,412.643,388.399,801.042
8.42758,679.955,525.971,1205.93
8.5314,490.433,440.797,931.23
8.6355,478.566,413.255,891.822
8.73539,1074.91,978.172,2053.08
8.83551,767.949,778.421,1546.37
