CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,1567.26,2218.74,17.6
105,240,1574.45,2237.56,17.65
105,220,1542.19,2232.92,17.33
105,200,1537.68,2251.08,17.31
105,180,1533.36,2237.9,17.37
105,160,1556.57,2266.7,17.45
105,140,1563.04,2134.24,17.53
105,120,1629.36,1964.8,18.25
105,100,1724.99,1809.72,19.39
100,260,1505.59,2214.75,17.71
100,240,1501.85,2231.12,17.57
100,220,1511.89,2275.79,17.85
100,200,1568.79,2323.22,18.4
100,180,1498.57,2248.54,17.52
100,160,1499.59,2256.66,17.53
100,140,1505.24,2137.83,17.59
100,120,1574.36,1967.04,18.38
100,100,1663.35,1851.9,19.78
95,260,1441.44,2234.09,17.72
95,240,1410.6,2233.21,17.36
95,220,1435.73,2273.08,17.7
95,200,1412.62,2255.1,17.43
95,180,1432.36,2271.81,17.69
95,160,1427.78,2294.68,17.81
95,140,1453.4,2171.92,18.0
95,120,1511.15,1986.39,18.65
95,100,1603.8,1839.45,19.82
90,260,1361.91,2240.65,17.65
90,240,1371.47,2261.65,17.77
90,220,1368.82,2271.39,17.75
90,200,1397.96,2304.11,18.16
90,180,1458.76,2354.41,18.7
90,160,1394.85,2301.41,18.07
90,140,1433.98,2217.74,18.61
90,120,1480.08,2039.74,19.19
90,100,1556.08,1866.62,20.17
85,260,1380.41,2293.91,18.49
85,240,1345.44,2314.77,18.41
85,220,1345.86,2297.35,18.3
85,200,1342.77,2296.58,18.27
85,180,1358.35,2356.05,18.68
85,160,1362.25,2317.27,18.33
85,140,1373.52,2216.65,18.7
85,120,1414.81,2056.92,19.5
85,100,1491.15,1882.15,20.26
80,260,1264.33,2294.43,18.43
80,240,1270.16,2318.13,18.54
80,220,1274.38,2328.91,18.5
80,200,1266.84,2310.45,18.42
80,180,1266.34,2327.11,18.44
80,160,1277.16,2338.73,18.54
80,140,1287.43,2213.37,18.73
80,120,1338.13,2056.71,19.43
80,100,1407.54,1895.61,20.5
75,260,1292.98,2368.76,19.21
75,240,1269.4,2401.25,19.6
75,220,1253.46,2396.99,19.27
75,200,1243.37,2387.1,19.23
75,180,1242.33,2381.37,19.12
75,160,1243.63,2377.52,19.17
75,140,1284.6,2241.12,19.04
75,120,1326.32,2122.23,20.41
75,100,1376.38,1943.74,21.16
70,260,1245.7,2471.78,20.57
70,240,1220.23,2436.24,20.18
70,220,1218.34,2453.87,20.15
70,200,1252.08,2496.38,20.73
70,180,1324.35,2536.58,21.25
70,160,1241.27,2476.85,20.5
70,140,1277.44,2391.65,21.12
70,120,1307.02,2227.46,21.67
70,100,1364.27,2067.14,22.65
65,260,1299.98,2606.19,22.34
65,240,1243.2,2469.22,20.75
65,220,1310.18,2627.43,22.5
65,200,1290.99,2608.6,22.19
65,180,1312.63,2633.53,22.53
65,160,1248.19,2486.62,20.81
65,140,1319.81,2523.27,22.69
65,120,1355.15,2350.73,23.26
65,100,1418.78,2188.73,24.37
105,260,1596.98,2270.18,17.97
105,240,1544.06,2232.59,17.33
105,220,1546.34,2236.39,17.38
105,200,1538.14,2240.31,17.27
105,180,1539.2,2247.56,17.3
105,160,1531.22,2242.21,17.21
105,140,1553.26,2122.82,17.47
105,120,1620.98,1965.94,18.24
105,100,1724.77,1824.59,19.4
100,260,1489.22,2245.42,17.45
100,240,1485.73,2249.77,17.43
100,220,1488.01,2251.29,17.45
100,200,1478.35,2238.19,17.34
100,180,1487.85,2253.8,17.49
100,160,1488.62,2259.27,17.46
100,140,1507.09,2130.0,17.67
100,120,1562.39,1978.33,18.41
100,100,1660.23,1811.02,19.42
95,260,1434.53,2254.53,17.67
95,240,1424.7,2251.09,17.55
95,220,1434.58,2269.79,17.67
95,200,1443.93,2273.44,17.79
95,180,1436.96,2268.97,17.71
95,160,1438.27,2278.85,17.75
95,140,1472.63,2168.94,18.14
95,120,1497.0,1976.44,18.43
95,100,1591.64,1826.99,19.59
90,260,1403.14,2283.06,18.17
90,240,1407.33,2311.08,18.23
90,220,1367.57,2274.68,17.75
90,200,1407.2,2313.54,18.21
90,180,1408.04,2323.09,18.27
90,160,1394.78,2310.79,18.06
90,140,1405.57,2181.56,18.21
90,120,1444.82,1995.07,18.7
90,100,1517.03,1839.13,19.65
85,260,1343.13,2302.57,18.28
85,240,1348.01,2309.05,18.34
85,220,1348.18,2321.39,18.3
85,200,1356.95,2338.57,18.5
85,180,1343.58,2329.76,18.3
85,160,1352.06,2367.75,18.6
85,140,1348.22,2184.7,18.39
85,120,1406.41,2038.01,19.15
85,100,1496.13,1885.52,20.34
80,260,1272.19,2316.03,18.57
80,240,1271.36,2319.36,18.42
80,220,1268.38,2322.45,18.4
80,200,1284.5,2345.11,18.67
80,180,1277.86,2359.09,18.57
80,160,1283.12,2360.04,18.65
80,140,1291.23,2220.81,18.77
80,120,1332.07,2049.27,19.38
80,100,1402.26,1888.37,20.45
75,260,1260.46,2383.61,19.42
75,240,1247.66,2388.26,19.22
75,220,1232.65,2366.7,19.07
75,200,1265.33,2342.03,18.72
75,180,1236.47,2369.58,19.07
75,160,1248.09,2392.07,19.21
75,140,1254.67,2258.55,19.33
75,120,1300.83,2094.84,20.01
75,100,1382.48,1956.24,21.27
70,260,1280.58,2468.5,20.59
70,240,1248.18,2500.62,20.74
70,220,1277.68,2535.11,21.14
70,200,1322.71,2532.15,21.2
70,180,1285.76,2487.14,20.56
70,160,1235.77,2475.3,20.47
70,140,1233.54,2348.6,20.48
70,120,1337.51,2224.74,21.62
70,100,1336.67,2032.77,22.15
65,260,1309.18,2611.13,22.52
65,240,1298.92,2596.85,22.36
65,220,1308.2,2624.48,22.49
65,200,1301.48,2604.82,22.39
65,180,1239.46,2479.86,20.67
65,160,1308.38,2633.05,22.5
65,140,1287.53,2422.3,21.52
65,120,1365.72,2360.73,23.44
65,100,1422.36,2194.12,24.4
105,260,1588.63,2260.46,17.84
105,240,1560.5,2256.83,17.59
105,220,1541.27,2227.86,17.3
105,200,1536.66,2231.11,17.26
105,180,1547.21,2264.51,17.52
105,160,1550.35,2264.99,17.43
105,140,1585.0,2140.8,17.84
105,120,1633.17,1970.18,18.34
105,100,1745.88,1831.57,19.65
100,260,1491.28,2254.3,17.59
100,240,1502.37,2258.36,17.68
100,220,1482.06,2231.66,17.37
100,200,1485.68,2261.28,17.46
100,180,1490.95,2269.57,17.58
100,160,1488.93,2259.86,17.44
100,140,1508.02,2136.75,17.68
100,120,1568.04,1971.86,18.37
100,100,1652.25,1797.84,19.33
95,260,1429.66,2248.67,17.66
95,240,1414.98,2235.97,17.44
95,220,1427.81,2253.51,17.59
95,200,1434.18,2279.07,17.69
95,180,1433.22,2260.67,17.61
95,160,1431.58,2272.75,17.6
95,140,1446.65,2151.23,17.88
95,120,1500.7,1985.83,18.51
95,100,1603.86,1842.54,19.73
90,260,1405.55,2277.85,18.2
90,240,1396.18,2293.76,18.09
90,220,1394.09,2312.99,18.32
90,200,1413.39,2313.51,18.27
90,180,995.24,1851.96,17.95
90,160,1398.17,2311.53,18.1
90,140,1439.07,2221.93,18.65
90,120,1473.99,2020.43,19.06
90,100,1570.46,1879.02,20.36
85,260,1351.99,2298.07,18.39
85,240,1367.87,2320.47,18.59
85,220,1336.4,2317.46,18.24
85,200,1376.76,2325.09,18.48
85,180,1351.27,2331.85,18.35
85,160,1344.63,2325.75,18.31
85,140,1370.4,2208.94,18.57
85,120,1419.64,2060.95,19.53
85,100,1536.55,1910.02,20.71
80,260,1278.16,2312.68,18.52
80,240,1269.22,2324.5,18.54
80,220,1273.4,2329.88,18.47
80,200,1274.32,2330.16,18.5
80,180,1326.41,2337.2,18.69
80,160,1278.4,2336.64,18.53
80,140,1289.57,2225.52,18.73
80,120,1343.86,2064.09,19.49
80,100,1414.76,1894.59,20.53
75,260,1242.57,2356.65,19.12
75,240,1239.46,2362.02,19.05
75,220,1305.41,2398.05,19.53
75,200,1245.44,2386.76,19.14
75,180,1237.9,2415.66,19.68
75,160,1240.25,2386.72,19.1
75,140,1283.45,2233.75,18.99
75,120,1301.83,2097.56,20.01
75,100,1384.61,1967.36,21.32
70,260,1285.74,2470.79,20.67
70,240,1274.29,2517.31,21.13
70,220,1247.03,2478.87,20.58
70,200,1216.12,2437.95,20.11
70,180,1251.04,2499.86,20.72
70,160,1256.99,2516.31,20.77
70,140,1259.94,2353.96,20.72
70,120,1324.66,2249.81,21.92
70,100,1413.34,2075.49,22.78
65,260,1309.17,2613.47,22.47
65,240,1305.36,2610.53,22.42
65,220,1310.29,2616.31,22.49
65,200,1309.56,2621.12,22.47
65,180,1307.18,2626.17,22.48
65,160,1309.89,2635.5,22.51
65,140,1316.72,2511.01,22.65
65,120,1366.85,2365.79,23.47
65,100,1404.15,2168.36,24.11
