CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,14.850504875183105
65,120,14.069792985916138
65,140,14.438524723052979
65,160,14.54974627494812
65,180,14.485004186630249
65,200,14.358083009719849
65,220,14.428811073303223
65,240,14.503511428833008
65,260,14.029093503952026
70,100,12.415381669998169
70,120,12.902028560638428
70,140,12.885497093200684
70,160,12.870053768157959
70,180,12.5439932346344
70,200,12.848199844360352
70,220,12.86635947227478
70,240,12.396547317504883
70,260,12.567084550857544
75,100,11.282831907272339
75,120,11.331212520599365
75,140,11.156664609909058
75,160,10.850728273391724
75,180,10.922826290130615
75,200,11.495455741882324
75,220,11.396970987319946
75,240,11.57349944114685
75,260,11.20330810546875
80,100,10.317365169525146
80,120,10.479911804199219
80,140,10.287108182907104
80,160,10.452187299728394
80,180,10.28218936920166
80,200,10.587152004241943
80,220,10.330566644668579
80,240,10.283203601837158
80,260,10.363675355911255
85,100,10.279572010040283
85,120,10.190898656845093
85,140,10.302513360977173
85,160,10.109082460403442
85,180,10.325034856796265
85,200,10.347044467926025
85,220,10.200306415557861
85,240,10.09213924407959
85,260,10.236120223999023
90,100,9.610809087753296
90,120,9.73147702217102
90,140,9.746665716171265
90,160,9.644474029541016
90,180,9.643898010253906
90,200,9.955050706863403
90,220,9.583261728286743
90,240,9.708668231964111
90,260,9.84170413017273
95,100,8.425833225250244
95,120,8.641579866409302
95,140,8.636146545410156
95,160,9.116764783859253
95,180,8.507668256759644
95,200,8.416004657745361
95,220,8.713087797164917
95,240,8.539382696151733
95,260,9.272698879241943
100,100,8.48860764503479
100,120,8.343570232391357
100,140,8.331127405166626
100,160,8.184148788452148
100,180,8.256997346878052
100,200,8.11747145652771
100,220,8.138930559158325
100,240,8.188328981399536
100,260,8.257057428359985
105,100,8.07858681678772
105,120,8.046109914779663
105,140,8.02256727218628
105,160,8.048924684524536
105,180,8.011847496032715
105,200,8.008714199066162
105,220,8.029778957366943
105,240,7.9282097816467285
105,260,8.100605010986328
110,100,7.903249263763428
110,120,7.678211450576782
110,140,7.646497011184692
110,160,7.929346561431885
110,180,7.904552936553955
110,200,7.934579372406006
110,220,7.9153571128845215
110,240,7.8840651512146
110,260,7.652217864990234
115,100,7.505384683609009
115,120,7.582255601882935
115,140,7.526199817657471
115,160,7.596484422683716
115,180,7.563927412033081
115,200,7.59906530380249
115,220,7.584989309310913
115,240,7.5946831703186035
115,260,7.513916254043579
120,100,7.389836072921753
120,120,7.419363021850586
120,140,7.388005018234253
120,160,7.479519367218018
120,180,7.48089861869812
120,200,7.405379772186279
120,220,7.462921857833862
120,240,7.409477233886719
120,260,7.467068195343018
125,100,7.3784565925598145
125,120,7.410886526107788
125,140,7.402779579162598
125,160,7.422490358352661
125,180,7.418690919876099
125,200,7.421161651611328
125,220,7.188318490982056
125,240,7.45543909072876
125,260,7.39625096321106
