CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,67.63777589797974
65,120,47.74298095703125
65,140,44.999295473098755
65,160,43.80418133735657
65,180,43.14329791069031
65,200,42.838281869888306
65,220,42.79847550392151
65,240,42.93997550010681
65,260,42.75681495666504
70,100,72.20709085464478
70,120,48.09692311286926
70,140,44.86920785903931
70,160,43.65597581863403
70,180,43.35985064506531
70,200,42.88254499435425
70,220,42.78515887260437
70,240,42.63112807273865
70,260,42.74946165084839
75,100,72.61058163642883
75,120,48.154871225357056
75,140,44.83098244667053
75,160,43.64910960197449
75,180,42.955639362335205
75,200,42.62711453437805
75,220,42.76723122596741
75,240,42.67301940917969
75,260,42.55825090408325
80,100,73.25546979904175
80,120,47.85663104057312
80,140,44.730316400527954
80,160,43.92342567443848
80,180,42.96229958534241
80,200,42.956525802612305
80,220,42.71986746788025
80,240,42.821765661239624
80,260,42.779468059539795
85,100,72.59778070449829
85,120,48.06913232803345
85,140,44.47155976295471
85,160,43.611990213394165
85,180,43.14301085472107
85,200,42.810333251953125
85,220,42.65927577018738
85,240,42.75177979469299
85,260,42.702879905700684
90,100,73.49304556846619
90,120,48.124393701553345
90,140,44.973798513412476
90,160,43.64267158508301
90,180,42.8342764377594
90,200,42.98061013221741
90,220,42.59703350067139
90,240,42.658106565475464
90,260,42.88118839263916
95,100,72.87869334220886
95,120,47.984143018722534
95,140,44.83900165557861
95,160,43.50753974914551
95,180,43.0080451965332
95,200,42.756667137145996
95,220,42.828004598617554
95,240,42.78047204017639
95,260,42.83545756340027
100,100,73.68520998954773
100,120,47.93595361709595
100,140,44.82821345329285
100,160,43.546828269958496
100,180,43.372188568115234
100,200,42.67360305786133
100,220,42.86517000198364
100,240,42.638909578323364
100,260,42.67677092552185
105,100,73.33916306495667
105,120,48.18898916244507
105,140,44.74142289161682
105,160,43.433737993240356
105,180,42.956787109375
105,200,42.68064022064209
105,220,42.66878318786621
105,240,42.52300238609314
105,260,42.72196435928345
110,100,73.57328224182129
110,120,48.270646810531616
110,140,44.703792333602905
110,160,43.516881704330444
110,180,43.02727556228638
110,200,42.68971252441406
110,220,42.81205368041992
110,240,43.0129611492157
110,260,42.60645055770874
115,100,73.23493099212646
115,120,48.459826946258545
115,140,44.6562614440918
115,160,43.62401366233826
115,180,43.08764171600342
115,200,42.691877126693726
115,220,42.835747957229614
115,240,42.721030712127686
115,260,42.73918390274048
120,100,73.54956007003784
120,120,48.21771788597107
120,140,44.84686040878296
120,160,43.67627549171448
120,180,43.0958194732666
120,200,42.85200119018555
120,220,42.73174238204956
120,240,43.008225202560425
120,260,42.85291862487793
125,100,74.38382124900818
125,120,48.09764814376831
125,140,44.848570585250854
125,160,43.964080572128296
125,180,43.156639099121094
125,200,43.028504371643066
125,220,42.73143482208252
125,240,42.65677332878113
125,260,42.85285210609436
