CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,357.43,276.04,4.05
105,240,353.47,276.37,4.01
105,220,347.46,276.1,3.93
105,200,347.81,276.57,3.95
105,180,330.06,267.2,3.79
105,160,339.31,266.33,3.84
105,140,339.05,266.56,3.87
105,120,336.27,265.85,3.81
105,100,331.74,266.35,3.75
100,260,336.16,265.9,3.96
100,240,340.19,276.97,4.0
100,220,346.13,288.2,4.11
100,200,330.26,276.15,3.9
100,180,331.22,276.9,3.93
100,160,417.7,352.14,4.96
100,140,377.24,319.24,4.48
100,120,329.97,276.12,3.92
100,100,345.08,286.46,4.09
95,260,339.4,298.4,4.21
95,240,328.91,276.52,4.07
95,220,336.97,288.1,4.18
95,200,340.4,298.24,4.24
95,180,343.04,297.99,4.25
95,160,322.47,287.47,4.01
95,140,356.68,308.82,4.43
95,120,315.91,276.98,3.91
95,100,334.69,298.86,4.14
90,260,320.88,287.67,4.16
90,240,320.32,298.99,4.15
90,220,335.77,297.64,4.33
90,200,331.29,298.51,4.29
90,180,327.26,298.89,4.24
90,160,340.87,310.23,4.41
90,140,333.02,298.94,4.32
90,120,338.3,310.09,4.38
90,100,331.15,298.16,4.28
85,260,331.76,310.2,4.48
85,240,330.29,321.29,4.47
85,220,388.97,383.5,5.37
85,200,329.69,320.53,4.47
85,180,334.99,320.9,4.52
85,160,326.48,308.3,4.4
85,140,327.6,308.95,4.43
85,120,326.4,297.99,4.38
85,100,378.37,370.26,5.21
80,260,379.42,386.37,5.5
80,240,358.81,362.73,5.1
80,220,370.5,374.1,5.31
80,200,361.66,372.91,5.16
80,180,388.49,396.52,5.56
80,160,383.3,396.93,5.5
80,140,350.13,345.95,5.0
80,120,368.7,375.05,5.27
80,100,376.51,384.0,5.38
75,260,420.67,452.37,6.43
75,240,400.1,441.54,6.14
75,220,395.68,436.16,6.13
75,200,378.39,395.25,5.76
75,180,398.72,435.61,6.06
75,160,376.79,409.06,5.72
75,140,396.59,428.23,6.04
75,120,432.1,480.29,6.64
75,100,393.34,418.23,5.98
70,260,436.91,507.62,7.13
70,240,437.14,505.31,7.11
70,220,414.75,476.83,6.74
70,200,427.96,490.58,6.94
70,180,423.88,494.79,6.88
70,160,404.71,456.11,6.55
70,140,410.77,469.85,6.66
70,120,423.15,487.69,6.89
70,100,431.62,501.9,7.02
65,260,500.27,618.71,8.57
65,240,497.5,615.27,8.53
65,220,497.25,608.44,8.5
65,200,395.73,467.93,6.7
65,180,419.78,499.24,7.09
65,160,446.24,532.08,7.53
65,140,493.98,608.94,8.47
65,120,499.39,610.82,8.54
65,100,499.78,618.37,8.55
105,260,342.12,282.42,3.86
105,240,348.78,285.33,3.99
105,220,334.52,270.55,3.79
105,200,335.17,269.86,3.8
105,180,341.5,281.84,3.87
105,160,336.53,269.92,3.8
105,140,338.05,269.48,3.82
105,120,335.58,270.29,3.8
105,100,336.91,270.95,3.81
100,260,326.03,270.65,3.85
100,240,328.78,270.95,3.88
100,220,337.47,281.22,3.98
100,200,343.17,280.8,4.05
100,180,332.73,280.76,3.93
100,160,329.5,270.58,3.89
100,140,338.37,281.44,3.99
100,120,375.6,325.0,4.45
100,100,349.73,281.2,4.11
95,260,376.17,335.05,4.67
95,240,322.8,282.38,4.01
95,220,333.89,292.53,4.13
95,200,326.65,292.25,4.04
95,180,362.48,325.09,4.49
95,160,374.95,335.46,4.66
95,140,325.71,292.32,4.04
95,120,321.92,282.28,3.99
95,100,331.37,292.25,4.11
90,260,328.65,303.91,4.26
90,240,396.53,370.47,5.13
90,220,378.32,357.72,4.91
90,200,336.05,308.72,4.36
90,180,321.39,293.32,4.15
90,160,332.47,304.58,4.31
90,140,381.03,359.39,4.93
90,120,398.8,377.07,5.25
90,100,328.24,305.67,4.25
85,260,359.6,348.45,4.89
85,240,332.14,329.21,4.51
85,220,320.59,305.06,4.34
85,200,323.3,305.76,4.35
85,180,328.59,315.59,4.44
85,160,318.78,304.56,4.31
85,140,317.38,305.13,4.3
85,120,376.3,371.14,5.09
85,100,317.75,304.69,4.29
80,260,356.88,371.57,5.1
80,240,360.44,371.23,5.11
80,220,375.33,394.15,5.39
80,200,371.54,394.35,5.34
80,180,359.04,371.31,5.12
80,160,336.91,338.31,4.77
80,140,347.82,349.89,4.96
80,120,365.07,382.57,5.22
80,100,360.8,371.15,5.13
75,260,409.47,461.16,6.28
75,240,409.29,455.41,6.24
75,220,389.73,428.67,5.92
75,200,404.52,449.82,6.16
75,180,388.22,432.22,5.91
75,160,383.5,429.78,5.83
75,140,414.41,461.48,6.35
75,120,388.47,427.99,5.9
75,100,387.85,427.99,5.92
70,260,438.57,517.39,7.14
70,240,398.92,468.22,6.43
70,220,427.65,505.84,6.94
70,200,438.55,528.27,7.15
70,180,424.13,496.85,6.9
70,160,441.88,509.63,7.11
70,140,425.38,494.67,6.91
70,120,425.48,497.13,6.92
70,100,412.13,480.39,6.67
65,260,496.5,629.12,8.5
65,240,494.58,622.29,8.48
65,220,497.13,625.11,8.5
65,200,495.42,622.94,8.5
65,180,490.6,615.66,8.39
65,160,496.28,622.47,8.48
65,140,498.51,625.02,8.54
65,120,495.13,621.9,8.49
65,100,406.82,489.13,6.88
