CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,23.239819288253784
65,120,22.037384510040283
65,140,21.14193892478943
65,160,20.83570623397827
65,180,20.90204119682312
65,200,20.824059009552002
65,220,20.995238065719604
65,240,20.842698335647583
65,260,20.912423133850098
70,100,22.609514474868774
70,120,21.125380992889404
70,140,20.15421223640442
70,160,20.66398286819458
70,180,20.14347767829895
70,200,19.589610815048218
70,220,19.64563798904419
70,240,19.697612047195435
70,260,19.514530658721924
75,100,20.750865697860718
75,120,19.54504132270813
75,140,18.814391374588013
75,160,18.599427223205566
75,180,18.58727502822876
75,200,18.55015993118286
75,220,18.55431604385376
75,240,18.577990293502808
75,260,18.600022077560425
80,100,20.566415071487427
80,120,19.587730169296265
80,140,18.86652159690857
80,160,18.32457399368286
80,180,18.749232053756714
80,200,18.309516429901123
80,220,18.29300332069397
80,240,18.266574144363403
80,260,18.33206343650818
85,100,20.950128316879272
85,120,19.516904592514038
85,140,18.95617175102234
85,160,18.683396100997925
85,180,18.566827535629272
85,200,18.48666477203369
85,220,18.119062900543213
85,240,18.5152325630188
85,260,18.449265480041504
90,100,20.48930525779724
90,120,19.249140977859497
90,140,18.59446954727173
90,160,18.19269561767578
90,180,18.449580430984497
90,200,18.41106653213501
90,220,18.24629855155945
90,240,18.33979821205139
90,260,18.4067165851593
95,100,19.53267240524292
95,120,18.366593599319458
95,140,17.89559841156006
95,160,17.41322088241577
95,180,17.470812559127808
95,200,17.40135955810547
95,220,17.307692289352417
95,240,17.481062650680542
95,260,17.331660270690918
100,100,19.800990104675293
100,120,18.992324352264404
100,140,18.07810139656067
100,160,17.900136709213257
100,180,17.92768120765686
100,200,17.79363751411438
100,220,17.614235162734985
100,240,17.94934391975403
100,260,17.83404803276062
105,100,19.436344623565674
105,120,18.46122694015503
105,140,17.6375789642334
105,160,17.47817587852478
105,180,17.521198987960815
105,200,17.529065370559692
105,220,17.26834011077881
105,240,17.20434331893921
105,260,17.266998052597046
110,100,19.217573165893555
110,120,18.0358464717865
110,140,17.353675365447998
110,160,17.046152353286743
110,180,17.071507692337036
110,200,17.073709726333618
110,220,17.06164050102234
110,240,17.113184928894043
110,260,17.05909776687622
115,100,19.180442094802856
115,120,17.96016240119934
115,140,17.258341312408447
115,160,16.942555904388428
115,180,16.95685648918152
115,200,16.934457778930664
115,220,16.98586893081665
115,240,16.938424110412598
115,260,16.916523933410645
120,100,19.17618680000305
120,120,17.964479684829712
120,140,17.241546869277954
120,160,16.95907759666443
120,180,16.928980112075806
120,200,16.927985191345215
120,220,16.912933349609375
120,240,16.950610399246216
120,260,16.922302961349487
125,100,19.157340049743652
125,120,17.92252230644226
125,140,17.283568143844604
125,160,16.954768657684326
125,180,16.94347381591797
125,200,16.965755224227905
125,220,16.896162509918213
125,240,16.93707537651062
125,260,16.969838619232178
