CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,7.83807373046875
65,120,7.561570644378662
65,140,6.660651922225952
65,160,6.543492794036865
65,180,6.644482851028442
65,200,9.87387490272522
65,220,6.655636548995972
65,240,6.620746612548828
65,260,8.445992708206177
70,100,6.861455678939819
70,120,8.545838594436646
70,140,6.994112253189087
70,160,6.923656225204468
70,180,6.6739959716796875
70,200,8.299777030944824
70,220,6.762683391571045
70,240,7.685063362121582
70,260,10.110025644302368
75,100,10.604979515075684
75,120,11.443246364593506
75,140,6.782764911651611
75,160,8.149259567260742
75,180,10.214471817016602
75,200,10.246914148330688
75,220,10.384504318237305
75,240,7.251444101333618
75,260,10.571061372756958
80,100,10.949753761291504
80,120,10.658064365386963
80,140,10.394833087921143
80,160,8.5095853805542
80,180,7.50423789024353
80,200,10.452606678009033
80,220,11.019356489181519
80,240,10.732385158538818
80,260,9.286161422729492
85,100,11.986080169677734
85,120,10.48579454421997
85,140,10.78366756439209
85,160,10.60118818283081
85,180,9.804206609725952
85,200,6.340033769607544
85,220,10.738824605941772
85,240,10.962005138397217
85,260,10.229363441467285
90,100,7.281064033508301
90,120,10.588940382003784
90,140,7.021472215652466
90,160,10.621050357818604
90,180,8.324752807617188
90,200,9.72970724105835
90,220,10.454800128936768
90,240,7.950369834899902
90,260,7.191543102264404
95,100,6.7532525062561035
95,120,6.098423957824707
95,140,5.431863784790039
95,160,7.3078391551971436
95,180,5.432386875152588
95,200,10.293944358825684
95,220,5.800658226013184
95,240,5.44281005859375
95,260,8.792118310928345
100,100,10.693716049194336
100,120,10.502729654312134
100,140,10.132535457611084
100,160,5.258233070373535
100,180,10.191858768463135
100,200,10.29041075706482
100,220,6.520221710205078
100,240,7.307699918746948
100,260,10.01428508758545
105,100,10.752596139907837
105,120,10.153014659881592
105,140,9.761702537536621
105,160,9.669405460357666
105,180,9.741284608840942
105,200,9.867896556854248
105,220,9.948769807815552
105,240,9.768711566925049
105,260,10.05681037902832
110,100,10.768190860748291
110,120,10.144833326339722
110,140,9.75360107421875
110,160,9.778334856033325
110,180,10.135571479797363
110,200,10.003982067108154
110,220,9.860020399093628
110,240,9.363751888275146
110,260,9.663830518722534
115,100,10.60023045539856
115,120,10.174732208251953
115,140,9.895522594451904
115,160,9.69237995147705
115,180,9.636821031570435
115,200,9.646897554397583
115,220,9.896283626556396
115,240,9.423580408096313
115,260,9.825840711593628
120,100,10.586283683776855
120,120,10.123901128768921
120,140,9.673629760742188
120,160,9.720414161682129
120,180,9.74877381324768
120,200,9.586628675460815
120,220,9.609899997711182
120,240,9.604725122451782
120,260,9.253793239593506
125,100,10.549059391021729
125,120,9.270057201385498
125,140,9.886603116989136
125,160,9.639061450958252
125,180,9.66563105583191
125,200,9.43356990814209
125,220,9.70522427558899
125,240,9.692678928375244
125,260,9.756257772445679
