CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,260,2273.4,1762.12,24.04
250,240,2264.81,1789.39,23.96
250,220,2303.53,1765.36,24.38
250,200,2276.09,1773.95,24.06
250,180,2263.53,1802.86,23.91
250,160,2274.49,1789.59,24.07
250,140,2263.88,1807.59,23.93
250,120,2267.47,1777.04,23.97
250,100,2284.22,1826.92,24.1
110,260,2289.04,1814.7,24.28
110,240,2289.02,1831.9,24.29
110,220,2294.58,1829.78,24.29
110,200,2292.85,1845.11,24.29
110,180,2287.84,1799.62,24.28
110,160,2287.82,1811.62,24.25
110,140,2295.31,1820.47,24.3
110,120,2287.18,1823.25,24.25
110,100,2287.81,1770.81,24.23
95,260,2244.91,1863.81,27.67
95,240,2216.15,1815.85,27.4
95,220,2195.82,1852.2,27.04
95,200,2252.04,1834.01,27.82
95,180,2316.07,1862.39,28.62
95,160,2226.84,1859.91,27.81
95,140,2078.68,1767.32,25.46
95,120,2120.59,1825.42,26.09
95,100,2078.07,1809.83,25.45
90,260,2162.93,1875.44,27.96
90,240,-259919.92,1867.35,28.73
90,220,2206.23,1833.74,28.51
90,200,2363.79,1891.13,30.18
90,180,2207.6,1893.57,28.53
90,160,2263.26,1905.86,29.27
90,140,2168.34,1840.8,28.04
90,120,2188.94,1843.34,28.26
90,100,2244.96,1953.4,29.12
85,260,2188.11,1905.72,29.75
85,240,2204.08,1929.23,29.93
85,220,2176.72,1917.06,29.63
85,200,2205.26,1883.48,30.02
85,180,2142.26,1906.34,29.03
85,160,2190.62,1895.89,29.79
85,140,2238.26,1886.28,30.51
85,120,2209.52,1865.72,30.11
85,100,2179.46,1903.36,29.7
80,260,2132.32,1916.33,31.0
80,240,2137.41,1905.92,30.98
80,220,2136.29,1945.06,31.0
80,200,2146.53,1913.09,31.17
80,180,2129.1,1925.77,30.91
80,160,2143.83,1896.47,31.05
80,140,2140.36,1938.83,30.99
80,120,2146.25,1903.77,31.17
80,100,2142.13,1930.01,31.06
75,260,2230.12,1981.31,34.49
75,240,2241.56,1975.33,34.65
75,220,2245.44,2045.51,34.7
75,200,2251.13,2015.07,34.85
75,180,2262.4,2013.04,35.05
75,160,2256.79,2019.88,34.95
75,140,2223.87,1968.3,34.28
75,120,2226.72,2004.61,34.34
75,100,2233.5,2028.36,34.45
70,260,2455.12,2113.25,40.6
70,240,2531.31,2098.87,42.03
70,220,2552.05,2054.84,42.35
70,200,2540.54,2090.74,42.15
70,180,2391.66,2012.24,37.98
70,160,2499.54,2052.91,41.35
70,140,2529.67,2084.54,41.96
70,120,2536.83,2120.85,42.11
70,100,2473.98,2043.38,40.85
65,260,2496.33,2129.41,41.57
65,240,2840.33,2241.45,48.93
65,220,2837.97,2209.95,48.97
65,200,2845.46,2248.75,49.0
65,180,2842.69,2208.85,49.0
65,160,2856.09,2265.42,49.21
65,140,2838.67,2185.67,48.96
65,120,2841.24,2240.47,49.02
65,100,2884.26,2206.63,49.79
250,260,2298.04,1784.57,24.3
250,240,2263.42,1800.35,23.92
250,220,2275.19,1773.65,23.99
250,200,2266.85,1738.48,23.95
250,180,2270.88,1793.53,23.99
250,160,2276.56,1754.19,24.06
250,140,2265.32,1778.83,23.92
250,120,2267.61,1759.84,23.95
250,100,2285.07,1801.45,24.09
110,260,2294.82,1767.16,24.32
110,240,2286.85,1793.36,24.26
110,220,2294.6,1793.46,24.3
110,200,2288.91,1758.01,24.3
110,180,2292.91,1770.15,24.31
110,160,2285.84,1769.43,24.22
110,140,2288.1,1803.68,24.25
110,120,2286.1,1826.87,24.25
110,100,2289.37,1760.57,24.24
95,260,2108.42,1785.28,25.5
95,240,2166.72,1851.54,26.7
95,220,2400.96,1877.34,29.67
95,200,2107.84,1805.05,25.84
95,180,2173.72,1795.85,26.8
95,160,2169.91,1846.4,26.79
95,140,2175.35,1829.84,26.72
95,120,2252.83,1815.36,27.8
95,100,2188.75,1784.9,26.94
90,260,2220.71,1890.2,28.78
90,240,2243.58,1864.88,29.12
90,220,2195.0,1900.79,28.35
90,200,2192.7,1850.2,28.38
90,180,2222.99,1862.8,28.77
90,160,2238.91,1846.69,28.99
90,140,2168.17,1852.51,28.07
90,120,2241.19,1815.91,28.98
90,100,2228.67,1890.59,28.9
85,260,2166.68,1869.95,29.44
85,240,2211.22,1890.71,30.08
85,220,2248.98,1939.33,30.72
85,200,2255.98,1907.55,30.66
