CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,12.532557487487793
65,120,12.760671854019165
65,140,12.6366446018219
65,160,12.567773818969727
65,180,12.432299137115479
65,200,12.568176507949829
65,220,12.64888596534729
65,240,12.497929334640503
65,260,12.517019748687744
70,100,11.2979097366333
70,120,11.094976902008057
70,140,11.491265296936035
70,160,11.648882150650024
70,180,11.55785083770752
70,200,11.72656512260437
70,220,11.724744319915771
70,240,11.306221008300781
70,260,10.767881155014038
75,100,10.070860385894775
75,120,10.101828813552856
75,140,9.789926052093506
75,160,10.10930609703064
75,180,9.75778341293335
75,200,10.268298387527466
75,220,9.927993535995483
75,240,9.92145037651062
75,260,10.004042863845825
80,100,9.270648002624512
80,120,9.127748489379883
80,140,9.250821113586426
80,160,8.99602484703064
80,180,9.01768708229065
80,200,9.116559982299805
80,220,9.255398750305176
80,240,9.233495712280273
80,260,9.245712757110596
85,100,9.504643440246582
85,120,8.82603669166565
85,140,9.004220247268677
85,160,8.986887454986572
85,180,8.723731517791748
