CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,-259689.8,2205.7,27.46
105,240,2444.63,2166.17,27.39
105,220,2448.43,2180.29,27.44
105,200,2435.27,2162.51,27.32
105,180,2478.58,2194.2,27.76
105,160,2472.78,2191.43,27.75
105,140,2469.73,2179.93,27.72
105,120,2822.93,2501.31,31.74
105,100,2470.5,2159.01,27.7
100,260,2332.21,2154.28,27.37
100,240,2343.16,2169.1,27.49
100,220,2331.67,2181.75,27.4
100,200,2336.79,2179.92,27.43
100,180,2347.02,2174.84,27.54
100,160,2359.09,2193.35,27.75
100,140,2341.23,2169.19,27.52
100,120,2335.2,2138.2,27.35
100,100,2337.33,2172.09,27.7
95,260,2273.29,2201.95,28.02
95,240,2314.35,2264.69,28.58
95,220,2318.44,2256.31,28.6
95,200,2272.12,2201.3,28.03
95,180,2308.4,2237.13,28.47
95,160,2345.79,2276.13,28.96
95,140,2675.42,2596.99,33.18
95,120,2272.22,2152.45,28.02
95,100,2510.56,2379.12,31.01
90,260,2467.29,2457.85,31.92
90,240,2350.96,2346.36,30.44
90,220,2349.77,2357.23,30.47
90,200,2469.19,2447.13,32.0
90,180,2346.65,2352.65,30.37
90,160,2335.24,2344.51,30.26
90,140,2383.28,2378.95,30.89
90,120,2361.93,2321.55,30.55
90,100,2357.02,2326.83,30.51
85,260,2334.29,2430.39,31.78
85,240,2309.76,2327.28,31.36
85,220,2456.13,2510.72,33.34
85,200,2299.79,2374.55,31.22
85,180,2313.72,2427.98,31.38
85,160,2300.81,2350.12,31.28
85,140,2286.99,2358.92,31.03
85,120,2272.34,2375.77,30.83
85,100,2305.11,2368.84,31.22
80,260,2337.56,2588.53,33.85
80,240,2223.04,2402.0,32.12
80,220,2371.8,2539.36,34.41
80,200,2172.91,2326.15,31.32
80,180,2703.35,2789.94,39.4
80,160,2661.1,2639.51,37.17
80,140,2364.59,2587.3,34.27
80,120,2385.1,2524.6,34.6
80,100,2369.8,2582.28,34.39
75,260,2397.12,2627.53,36.86
75,240,2403.14,2614.98,36.95
75,220,2412.86,2640.97,37.04
75,200,2406.05,2649.32,36.97
75,180,2400.73,2629.8,36.93
75,160,2420.59,2618.14,37.24
75,140,2394.87,2574.27,36.82
75,120,2399.61,2624.05,36.96
75,100,2410.33,2613.94,37.01
70,260,2739.45,2889.37,45.02
70,240,2499.95,2635.23,41.05
70,220,2518.51,2672.43,41.31
70,200,2550.36,2609.54,41.87
70,180,2412.78,2522.8,38.36
70,160,2525.36,2656.96,41.46
70,140,2850.03,2983.43,47.37
70,120,2543.77,2610.92,41.79
70,100,2517.33,2632.81,41.4
65,260,2874.71,3026.66,47.73
65,240,3056.08,3136.05,52.22
65,220,2864.47,3057.29,47.52
65,200,3052.59,3112.57,52.09
65,180,3050.6,3107.46,52.09
65,160,3285.57,3395.81,56.65
65,140,3050.82,3123.51,52.09
65,120,3044.29,3125.25,52.1
65,100,3047.07,3112.89,52.16
