CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,1992.42,3936.97,22.47
105,240,1987.34,4004.36,22.43
105,220,1995.23,3849.89,22.28
105,200,2022.47,3729.73,22.79
105,180,2053.09,3473.47,22.86
105,160,2103.92,3205.45,23.52
105,140,2208.81,3030.71,24.68
105,120,2352.83,2816.97,26.4
105,100,2524.88,2627.58,28.57
100,260,1953.72,3915.15,22.58
100,240,1936.12,3999.9,22.46
100,220,1937.86,3886.29,22.73
100,200,1934.16,3714.52,22.66
100,180,2002.0,3508.78,23.4
100,160,2054.92,3256.3,23.73
100,140,2124.5,3021.1,24.79
100,120,2292.08,2844.68,26.53
100,100,2495.73,2647.02,28.93
95,260,1842.35,3919.31,22.53
95,240,1887.56,4036.39,23.29
95,220,1888.19,3923.47,22.95
95,200,1860.71,3715.14,22.73
95,180,1913.07,3525.58,23.47
95,160,1960.32,3270.22,24.04
95,140,2073.01,3058.29,25.51
95,120,2166.12,2838.3,26.78
95,100,2343.31,2621.98,28.82
90,260,1773.16,3926.5,22.84
90,240,1850.0,4073.92,24.0
90,220,1807.79,3900.62,23.46
90,200,1796.69,3745.92,23.15
90,180,1854.82,3539.39,24.02
90,160,1897.44,3255.04,24.53
90,140,1973.08,3082.22,25.66
90,120,2102.44,2873.35,27.11
90,100,2282.25,2673.67,29.35
85,260,1759.34,4020.43,24.02
85,240,1774.16,4095.74,24.26
85,220,1719.78,3910.95,23.34
85,200,1818.7,3835.87,24.69
85,180,1759.43,3510.26,23.77
85,160,1871.8,3363.43,25.54
85,140,1906.01,3075.96,25.94
85,120,2025.85,2888.47,27.55
85,100,2166.68,2673.65,29.35
80,260,1648.56,3993.21,23.75
80,240,1669.04,4065.33,24.0
80,220,1712.08,3994.92,24.71
80,200,1652.81,3769.01,23.86
80,180,1697.74,3558.6,24.4
80,160,1735.29,3317.3,25.0
80,140,1797.67,3071.5,25.93
80,120,1921.19,2901.5,27.62
80,100,2130.18,2748.94,30.79
75,260,1588.18,4020.45,24.43
75,240,1567.72,4052.99,24.13
75,220,1572.85,3936.74,24.13
75,200,1619.46,3846.04,24.75
75,180,1626.45,3578.11,24.89
75,160,1677.15,3384.28,25.9
75,140,1755.36,3136.55,26.87
75,120,1841.76,2926.12,28.1
75,100,2002.99,2754.08,30.81
70,260,1567.33,4095.16,25.76
70,240,1554.23,4139.86,25.88
70,220,1573.33,4020.79,25.65
70,200,1574.84,3875.72,25.62
70,180,1618.94,3704.51,26.64
70,160,1638.33,3428.16,26.94
70,140,1733.69,3242.59,28.32
70,120,1800.19,2990.77,29.68
70,100,1963.87,2823.21,31.95
65,260,1555.37,4111.83,26.73
65,240,1573.24,4193.04,27.01
65,220,1570.61,4113.28,27.2
65,200,1585.18,3956.75,27.19
65,180,1588.41,3690.17,26.78
65,160,1641.06,3503.37,28.35
65,140,1698.75,3265.55,29.14
65,120,1769.12,3039.05,30.64
65,100,1926.36,2885.84,33.2
105,260,1979.77,3945.3,22.42
105,240,1981.23,4002.8,22.24
105,220,2001.63,3908.32,22.51
105,200,2017.84,3717.32,22.69
105,180,2060.96,3509.76,23.02
105,160,2106.92,3250.99,23.77
105,140,2215.94,3032.71,24.73
105,120,2333.36,2803.18,26.1
105,100,2538.49,2615.1,28.61
100,260,1937.03,3930.25,22.47
100,240,-260215.14,3982.82,22.54
100,220,-260204.56,3868.83,22.57
100,200,1943.71,3684.83,22.63
100,180,1992.86,3541.6,23.4
100,160,2058.39,3267.21,24.0
100,140,2121.73,3025.21,24.73
100,120,2248.27,2801.54,26.17
100,100,2452.78,2641.2,28.69
95,260,1864.21,3919.71,22.67
95,240,1841.87,3974.0,22.72
95,220,1903.12,3921.33,23.47
95,200,1888.88,3705.91,22.99
95,180,1946.9,3539.87,24.08
95,160,2006.37,3306.75,24.82
95,140,2075.91,3073.09,25.6
95,120,2209.5,2885.45,27.24
95,100,2355.51,2670.8,29.21
90,260,1818.68,3991.0,23.38
90,240,1803.93,4056.01,23.34
90,220,1830.91,3947.9,23.74
90,200,1810.47,3742.78,23.21
90,180,1864.84,3553.84,24.11
90,160,1886.42,3290.11,24.51
90,140,2009.19,3079.9,25.85
90,120,2085.44,2846.19,26.84
90,100,2294.94,2694.91,29.73
85,260,1712.18,3967.95,23.2
85,240,1793.94,4048.28,24.52
85,220,1716.57,3915.05,23.36
85,200,1803.5,3816.41,24.53
85,180,1800.75,3552.0,24.37
85,160,1801.85,3286.44,24.4
85,140,1906.95,3092.22,25.78
85,120,2008.31,2879.64,27.13
85,100,2159.16,2672.57,29.31
80,260,1638.76,3977.3,23.6
80,240,1639.2,3973.43,23.65
80,220,1651.08,3932.6,23.77
80,200,1682.93,3794.73,24.21
80,180,1708.13,3553.35,24.42
80,160,1725.34,3300.94,24.79
80,140,1787.31,3084.59,25.95
80,120,1928.21,2884.9,27.59
80,100,2097.72,2728.1,30.16
75,260,1581.1,4031.32,24.52
75,240,1596.36,4011.99,24.31
75,220,1607.92,3991.28,24.54
75,200,1607.49,3801.7,24.53
75,180,1656.66,3655.96,26.07
75,160,1671.43,3337.4,25.52
75,140,1739.75,3122.14,26.59
75,120,1841.76,2904.0,28.17
75,100,1980.48,2731.17,30.65
70,260,1562.87,4111.46,25.96
70,240,1549.74,4085.38,25.14
70,220,1582.63,4084.8,26.14
70,200,1592.57,3941.3,26.62
70,180,1600.19,3628.76,26.08
70,160,1640.48,3420.25,26.95
70,140,1688.98,3193.35,28.07
70,120,1792.05,2960.44,29.04
70,100,1937.1,2856.03,32.39
65,260,1569.7,4152.4,26.9
65,240,1554.87,4140.61,26.21
65,220,1577.21,4131.31,26.99
65,200,1585.01,3931.64,27.13
65,180,1612.51,3712.86,27.56
65,160,1654.15,3500.95,28.38
65,140,1713.75,3304.67,29.51
65,120,1781.43,3058.36,30.57
65,100,1937.26,2889.34,33.21
105,260,1971.84,3927.13,22.31
105,240,1966.93,4004.25,22.22
105,220,2007.95,3914.85,22.68
105,200,2033.02,3743.05,22.86
105,180,2049.65,3457.14,22.9
105,160,2109.16,3255.63,23.74
105,140,2213.45,3029.73,24.74
105,120,2345.36,2824.95,26.21
105,100,2561.35,2638.22,28.85
100,260,1898.61,3932.64,22.37
100,240,1931.51,3950.2,22.45
100,220,1945.93,3913.09,22.79
100,200,1944.84,3747.8,22.86
100,180,1990.63,3476.15,23.07
100,160,2043.29,3254.61,23.75
100,140,2132.71,3029.43,24.8
100,120,2259.25,2814.54,26.18
100,100,2495.16,2639.96,28.84
95,260,1848.88,3942.34,22.65
95,240,1840.74,3965.53,22.46
95,220,1915.72,3971.38,23.6
95,200,1876.62,3730.73,22.94
95,180,1920.41,3498.4,23.67
95,160,1965.73,3260.38,24.06
95,140,2078.99,3049.1,25.47
95,120,2171.38,2857.19,26.84
95,100,2354.37,2629.09,28.77
90,260,1775.41,3969.33,22.92
90,240,1824.27,4007.88,23.45
90,220,1795.79,3908.67,23.32
90,200,1818.37,3755.13,23.62
90,180,1839.11,3513.24,23.94
90,160,1949.87,3349.6,24.98
