CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,23.541186571121216
65,120,22.181580066680908
65,140,21.047769784927368
65,160,20.75598430633545
65,180,20.76019597053528
65,200,20.76418948173523
65,220,20.827884435653687
65,240,21.278594493865967
65,260,21.044862031936646
70,100,22.168213367462158
70,120,20.936824560165405
70,140,20.08109450340271
70,160,20.134795427322388
70,180,19.935092449188232
70,200,19.603453397750854
70,220,19.807872533798218
70,240,20.221169471740723
70,260,20.031513214111328
75,100,20.582507848739624
75,120,20.072832584381104
75,140,19.033007383346558
75,160,18.47940683364868
75,180,18.80735421180725
75,200,18.495725393295288
75,220,18.54120421409607
75,240,18.572768688201904
75,260,18.465900659561157
80,100,20.516204357147217
80,120,19.573986053466797
80,140,18.630988359451294
80,160,18.434619426727295
80,180,18.528438568115234
80,200,18.334431648254395
80,220,18.334308385849
80,240,18.306110858917236
80,260,18.45388960838318
85,100,21.147112607955933
85,120,19.947227716445923
85,140,18.76102638244629
85,160,18.861409664154053
85,180,18.884610652923584
85,200,18.652132749557495
85,220,18.659220695495605
85,240,19.036544799804688
85,260,18.467963457107544
90,100,20.223186254501343
90,120,19.027257680892944
90,140,19.10395312309265
90,160,18.169737577438354
90,180,18.472012042999268
90,200,18.17949104309082
90,220,17.995695114135742
90,240,18.493781566619873
90,260,18.259688138961792
95,100,19.62505602836609
95,120,18.401225805282593
95,140,17.81231188774109
95,160,17.45071816444397
95,180,17.51347017288208
95,200,17.52577829360962
95,220,17.449450969696045
95,240,17.354645013809204
95,260,17.44436287879944
100,100,19.64218235015869
100,120,18.643158674240112
100,140,18.010779857635498
100,160,17.830716133117676
100,180,17.47269868850708
100,200,17.61383557319641
100,220,17.695448637008667
100,240,17.455402612686157
100,260,17.530186891555786
105,100,19.590899229049683
105,120,18.19309663772583
105,140,17.62253761291504
105,160,17.24641227722168
105,180,17.32411241531372
105,200,17.379278659820557
105,220,17.404192209243774
105,240,17.28809690475464
105,260,17.195467472076416
110,100,19.23715877532959
110,120,18.037562131881714
110,140,17.33037805557251
110,160,17.076268196105957
110,180,17.060746669769287
110,200,17.053196907043457
110,220,17.066991806030273
110,240,17.082753896713257
110,260,17.034165382385254
115,100,19.184948444366455
115,120,17.95410943031311
115,140,17.243874073028564
115,160,16.965702533721924
115,180,16.97834873199463
115,200,16.998037815093994
115,220,16.974320650100708
115,240,17.009905338287354
115,260,16.96414852142334
120,100,19.140430450439453
120,120,17.927228450775146
120,140,17.262043952941895
120,160,16.932888746261597
120,180,16.966080904006958
120,200,16.933944940567017
120,220,16.98789620399475
120,240,16.940181016921997
120,260,16.96749782562256
125,100,19.17561411857605
125,120,17.93397617340088
125,140,17.262666702270508
125,160,16.962772130966187
125,180,16.945068836212158
125,200,16.976542234420776
125,220,16.937029600143433
125,240,16.97670865058899
125,260,16.936153650283813
