CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,646.48,826.87,7.33
105,240,884.62,1241.03,9.98
105,220,840.76,1176.73,9.5
105,200,905.57,1273.69,10.23
105,180,800.85,1126.51,9.06
105,160,786.01,1088.11,8.87
105,140,820.76,1138.79,9.29
105,120,923.89,1153.05,10.43
105,100,916.58,987.76,10.37
100,260,428.32,541.74,5.09
100,240,812.38,1222.0,9.63
100,220,809.72,1213.16,9.62
100,200,634.28,908.84,7.53
100,180,877.07,1284.24,10.39
100,160,651.69,928.96,7.71
100,140,619.22,861.02,7.36
100,120,811.35,1070.99,9.63
100,100,931.71,1020.71,10.99
95,260,797.81,1209.49,9.82
95,240,822.46,1286.34,10.17
95,220,675.34,1022.52,8.41
95,200,565.39,806.36,7.05
95,180,608.17,911.27,7.54
95,160,755.2,1178.87,9.49
95,140,813.22,1216.08,10.05
95,120,793.35,1088.71,9.85
95,100,487.47,553.95,6.08
90,260,739.8,1176.15,9.61
90,240,651.92,1019.19,8.5
90,220,761.87,1222.92,9.94
90,200,545.32,794.53,7.13
90,180,786.51,1202.64,10.1
90,160,788.89,1242.04,10.25
90,140,776.8,1212.66,10.12
90,120,773.33,1097.45,10.04
90,100,841.31,1032.71,10.98
85,260,747.16,1211.29,10.2
85,240,489.27,738.18,6.69
85,220,725.65,1170.71,9.89
85,200,717.75,1176.8,9.79
85,180,656.15,1044.21,8.95
85,160,712.41,1139.64,9.74
85,140,528.24,775.86,7.18
85,120,701.43,977.76,9.41
85,100,795.98,997.97,10.83
80,260,398.87,586.91,5.73
80,240,694.49,1198.81,10.1
80,220,642.08,1105.58,9.31
80,200,439.86,684.03,6.41
80,180,424.26,639.1,6.18
80,160,689.19,1156.05,9.97
80,140,658.74,1107.15,9.58
80,120,638.59,993.4,9.26
80,100,602.64,781.91,8.75
75,260,565.38,970.06,8.78
75,240,669.31,1201.05,10.38
75,220,642.82,1177.08,9.99
75,200,598.68,1072.95,9.18
75,180,526.09,899.56,8.16
75,160,556.37,960.34,8.57
75,140,626.89,1103.84,9.6
75,120,656.4,1051.67,10.19
75,100,708.34,949.33,10.55
70,260,583.36,1061.04,9.49
70,240,474.84,777.16,7.52
70,220,417.56,674.14,6.85
70,200,626.29,1176.48,10.28
70,180,387.34,641.19,6.33
70,160,501.35,874.44,8.25
70,140,518.08,885.29,8.53
70,120,393.67,588.19,6.51
70,100,398.48,545.5,6.68
65,260,393.27,639.05,6.9
65,240,479.37,854.39,8.37
65,220,531.31,979.72,9.26
65,200,495.44,884.26,8.63
65,180,429.61,739.96,7.52
65,160,503.53,887.43,8.76
65,140,472.49,843.6,8.24
65,120,426.76,674.79,7.45
65,100,453.4,635.2,7.71
105,260,751.48,1013.89,8.48
105,240,908.2,1276.89,10.25
105,220,689.95,923.88,7.8
105,200,708.29,979.49,8.02
105,180,768.26,1070.97,8.69
105,160,893.68,1274.01,10.11
105,140,727.43,987.51,8.24
105,120,806.81,1011.4,9.13
105,100,813.96,860.79,9.23
100,260,694.83,985.85,8.22
100,240,515.59,696.76,6.12
100,220,837.16,1258.33,9.91
100,200,803.44,1212.22,9.52
100,180,791.34,1173.85,9.38
100,160,857.99,1288.53,10.15
100,140,823.03,1187.9,9.76
100,120,835.55,1091.52,9.92
100,100,770.1,850.47,9.13
95,260,730.86,1123.12,9.12
95,240,768.04,1207.93,9.56
95,220,627.87,949.23,7.8
95,200,805.84,1255.3,10.02
95,180,765.17,1174.59,9.49
95,160,609.96,897.31,7.6
95,140,522.84,723.67,6.52
95,120,640.45,854.08,7.97
95,100,499.93,555.56,6.25
90,260,684.46,1075.39,8.91
90,240,758.41,1216.09,9.86
90,220,735.45,1182.02,9.55
90,200,766.53,1230.42,9.95
90,180,708.42,1085.5,9.11
90,160,759.76,1157.78,9.76
90,140,735.68,1141.3,9.56
90,120,479.13,623.31,6.25
90,100,877.35,1076.6,11.36
85,260,523.8,821.99,7.15
85,240,730.48,1217.12,9.95
85,220,474.19,719.23,6.49
85,200,583.64,936.57,7.98
85,180,664.48,1029.11,8.98
85,160,422.9,607.2,5.81
85,140,748.06,1195.1,10.22
85,120,647.77,945.82,8.82
85,100,630.06,784.85,8.59
80,260,546.45,908.64,7.92
80,240,650.48,1110.14,9.43
80,220,569.33,928.29,8.24
80,200,632.9,1053.24,9.17
80,180,420.42,638.91,6.12
80,160,547.9,900.15,7.94
80,140,690.66,1182.99,10.02
80,120,698.34,1069.5,10.16
80,100,682.56,878.79,9.7
75,260,666.38,1209.68,10.23
75,240,540.73,953.06,8.31
75,220,544.49,941.67,8.38
75,200,633.13,1114.45,9.69
75,180,503.4,842.86,7.75
75,160,635.35,1124.1,9.79
75,140,568.21,992.84,8.78
75,120,662.58,1067.93,10.18
75,100,674.27,946.18,10.32
70,260,520.21,889.56,8.31
70,240,521.99,903.37,8.52
70,220,633.67,1169.5,10.33
70,200,455.9,794.28,7.45
70,180,612.89,1127.37,10.0
70,160,390.01,637.75,6.37
70,140,557.68,998.03,9.12
70,120,622.54,1037.67,10.17
70,100,402.03,544.53,6.56
65,260,481.71,847.91,8.16
65,240,472.02,822.2,7.91
65,220,506.18,916.12,8.7
65,200,470.27,804.15,7.91
65,180,478.5,868.87,8.26
65,160,507.62,917.67,8.75
65,140,494.53,869.18,8.49
65,120,497.46,830.45,8.57
65,100,536.64,803.34,9.24
