Time (s),GPU 0 Power (W),GPU 1 Power (W),GPU 2 Power (W),GPU 3 Power (W)
0.0,149.6,213.36,159.82,108.42
0.1956484317779541,176.16,199.81,147.01,127.56
0.37125134468078613,175.0,189.24,184.58,113.59
0.6029531955718994,186.75,158.24,108.76,142.37
0.7983372211456157,144.43,152.75,128.03,172.02
1.0014946460723735,197.08,149.16,127.01,170.18
1.2003452777862549,157.98,133.25,123.46,212.47
1.3972125053405762,191.33,154.58,124.36,202.29
1.5894701480865336,149.61,124.17,131.14,192.2
1.7777121067046977,197.2,121.48,130.23,182.62
1.971059799194336,184.31,124.96,157.57,165.59
2.1576759815216064,154.39,129.88,95.14,139.16
2.3497917652130127,142.69,132.52,96.46,147.88
2.547572135925293,161.91,126.05,98.05,136.62
2.747084617614746,140.04,151.71,106.96,109.62
2.943490505218506,129.69,101.68,103.99,110.22
3.130959987640381,149.82,134.7,162.98,135.8
3.3224198818206787,105.96,136.57,147.01,113.5
3.5153274536132812,104.42,180.34,201.68,123.87
3.713913917541504,106.49,207.48,143.99,130.3
3.911982774734497,98.22,193.45,122.02,176.32
4.0935356616973735,136.08,147.82,144.61,200.79
4.2827537059783936,136.91,112.95,137.09,166.04
4.474282979965224,141.57,122.99,113.05,114.93
4.6711695194244385,112.31,159.5,134.92,109.11
4.865809917449937,139.59,160.75,123.35,105.17
5.054988861083984,134.43,199.09,140.7,108.49
5.243940114974976,108.29,198.29,129.22,98.8
5.437203884124756,110.74,180.42,121.44,139.77
5.631711721420302,188.97,145.94,133.53,196.99
5.8252646923065186,192.04,110.39,144.72,166.23
6.022058963775635,131.3,117.81,135.48,155.2
6.211850881576538,158.41,119.93,97.54,149.53
6.393788814544678,184.26,117.77,146.37,170.4
6.587853908538818,175.02,111.7,135.13,180.32
6.783190488815293,199.27,150.18,122.78,206.28
6.970309734344482,138.44,142.18,115.15,203.81
7.1661577224731445,136.13,115.27,135.83,164.93
7.362948656082139,163.18,116.91,132.78,158.35
7.558753252029419,185.68,134.27,131.39,196.05
7.753993034362793,163.54,119.74,140.75,186.82
7.954821586608901,137.68,116.59,92.87,169.09
8.152202129364014,121.78,120.18,144.01,158.5
8.344020366668701,145.45,121.35,100.75,146.14
8.534589529037476,144.67,128.8,98.27,156.02
8.726086139678955,142.25,127.08,109.6,143.37
8.922822475433335,123.3,147.53,96.88,120.0
9.114826202392578,123.55,93.16,119.58,113.51
9.306505441665664,128.78,97.96,128.66,120.82
9.502350330352783,131.54,96.2,107.05,116.6
9.701064825057983,142.3,105.77,125.59,122.11
9.894096851348877,145.19,115.53,206.49,123.8
10.08484959602356,132.07,100.98,113.26,122.18
10.278069734573364,144.25,108.48,100.34,111.14
10.465911865234375,146.58,112.42,152.6,126.58
10.659268140792861,120.96,110.24,111.13,120.44
10.848365545272813,130.5,98.07,127.92,117.65
11.040426254272461,144.09,112.11,145.39,118.8
11.233482837677002,89.67,130.86,189.6,134.41
11.431560039520264,92.86,146.82,182.17,137.36
11.629520893096924,109.49,122.17,115.28,129.58
11.826928853988662,94.06,157.07,198.2,140.22
12.016615867614746,103.71,147.03,174.11,108.48
12.207633018493667,111.76,186.92,180.15,93.58
12.398262739181519,102.77,174.67,149.85,122.32
12.593283653259277,148.88,158.04,180.84,133.65
12.784077644348145,160.19,164.16,137.62,144.89
12.98021388053894,179.91,148.08,122.94,181.62
13.177250146865859,126.2,162.17,127.92,144.28
13.373389959335341,193.7,149.63,121.71,176.38
13.568409919738784,163.6,140.99,121.86,158.86
13.76007890701294,152.95,116.46,151.84,158.84
13.950608253479004,139.83,120.04,125.69,149.84
14.142362833023057,145.01,117.03,158.41,142.58
14.329270601272583,136.22,118.53,122.77,145.99
