Time (s),DRAM Power (W),IPC
0.0,0.0,1.9364980998050778
0.42,736.4486999998917,1.111901339327665
0.77,611.0360999999102,1.4539009347038891
1.14,629.0059000006295,0.6751184862427975
1.46,550.3883999997925,1.0402816734544484
1.78,548.0507000000216,0.7296744001739771
2.11,556.5252000000328,0.8996840970170319
2.43,563.7590999998793,0.30630430020992666
2.8,679.9732999999833,0.2765375422095264
3.16,668.5978000001342,0.2669420966655464
3.52,690.4215999995358,0.27032159846684456
3.88,663.8670000000275,0.27799458041523734
4.23,642.5174000003608,0.22114291834447233
4.58,632.9396000000997,0.3273300722267256
4.92,664.3519999997807,0.26337175699510024
5.28,678.4647000000405,0.27439919613924785
5.63,656.2568000001193,0.23841970341313226
6.13,1131.699700000172,2.1713221786630785
6.5,641.4356999994197,1.2930445725048896
6.84,585.8829000004334,1.2942636263621128
7.11,479.052199999569,1.2153294162643453
7.45,612.6471000003221,1.2158918591790888
7.8,613.3372999996936,1.0601082781413131
8.2,760.283000000345,0.8663666365621381
8.58,685.3925999996136,1.3593218902326387
8.92,623.5851000004914,1.2131387702711989
9.25,588.7761999998474,1.2852655543125155
9.58,580.9179999996559,2.1138151220757044
9.94,628.732100000343,1.4190826064835786
10.33,718.3503000000201,1.604099483531088
10.72,707.2761000003084,1.786762442757295
11.11,725.5366999997932,1.3993953794862517
11.5,730.3638999997929,1.4079918165598022
11.93,791.6754999998375,1.4573995583636374
12.35,777.1941999999399,1.6217893018198422
12.72,684.4883000005211,1.4565251670472001
13.12,737.7016999998887,1.706730611019644
13.5,702.3175000002084,1.6644321616670141
13.88,695.874499999627,1.453958084588213
14.27,724.1015999999945,2.3857027666361272
14.64,628.9019000003464,1.9475315138673313
15.04,691.0152999997081,1.2751851148146394
15.41,687.3234999999113,1.558690886770767
15.8,753.7208000001556,1.7706234034631096
16.16,661.4343000001099,1.5704257462065103
16.48,592.8933999995934,1.6933388241726268
16.89,748.736099999951,1.6808706165484077
17.28,712.10640000063,1.934302466377457
17.68,742.4156999994011,1.354700564627986
18.08,733.4788000000117,1.3824618245322582
18.48,753.5480000005919,1.2889130200703998
18.91,797.0871999998053,1.2762374695194358
19.33,790.8188000001246,1.7214821946180014
19.72,725.1310999999987,1.6269608963631037
20.12,735.6041999999434,2.110989483111205
20.45,561.1320999996678,1.5721458843175422
20.81,631.9083000002138,1.1492478310920242
21.18,683.8168000002042,1.6950220531697888
21.57,730.8778999999049,1.6730749096995037
21.98,772.2949999995762,1.644281508737082
22.41,797.7664999998524,1.5538083449470015
22.8,719.5528000003833,1.4177363531923668
23.23,797.6456999997026,1.5576866911623501
23.6,695.2978000001167,1.6073174482297738
23.93,595.9946000002674,1.4868211809333507
24.29,663.8899999998102,1.340876014080959
24.73,855.5515000000014,1.3995545402041247
25.15,785.7300000003306,1.485179180376805
25.55,743.835499999841,1.7953455391009272
25.92,658.2563999996637,2.142413685787449
26.26,569.9939000005543,1.6450673547827996
26.62,623.3051999995951,1.1073816890630863
26.96,596.5224999999919,2.554000706674759
27.29,569.3589000002248,1.0761569956037123
27.62,544.1168999997899,0.6430914532700612
27.98,616.3681999998516,2.2314637044340797
28.32,596.3176000004751,1.6182311155173044
