CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,1326.96,3489.12,14.44
105,240,1291.11,3354.09,14.58
105,220,1298.77,3091.23,14.64
105,200,1283.8,2789.04,14.49
105,180,1297.29,2526.72,14.59
105,160,1314.74,2301.59,14.86
105,140,1370.94,2071.73,15.34
105,120,1445.28,1906.99,16.38
105,100,1977.52,2167.26,22.12
100,260,1225.29,3502.93,14.48
100,240,1223.94,3312.7,14.47
100,220,1244.04,3071.12,14.51
100,200,1233.53,2800.3,14.57
100,180,1240.81,2543.85,14.65
100,160,1264.1,2286.82,14.89
100,140,1297.55,2064.04,15.25
100,120,1394.42,1913.39,16.45
100,100,1885.84,2176.21,22.24
95,260,1166.94,3508.59,14.55
95,240,1195.53,3359.65,14.65
95,220,1173.13,3057.92,14.57
95,200,1167.53,2802.16,14.51
95,180,1184.12,2521.23,14.54
95,160,1212.08,2278.42,14.85
95,140,1217.93,2056.06,15.18
95,120,1315.27,1888.79,16.33
95,100,1812.02,2180.94,22.24
90,260,1129.33,3549.74,14.53
90,240,1117.57,3334.92,14.64
90,220,1103.07,3042.45,14.43
90,200,1126.07,2780.23,14.53
90,180,1130.69,2544.57,14.73
90,160,1148.17,2309.19,15.02
90,140,1181.77,2055.96,15.35
90,120,1247.47,1892.92,16.23
90,100,1731.48,2166.64,22.28
85,260,1067.62,3514.59,14.56
85,240,1054.22,3315.8,14.5
85,220,1075.61,3090.85,14.58
85,200,1074.14,2802.96,14.6
85,180,1069.22,2542.03,14.72
85,160,1090.71,2283.11,14.76
85,140,1117.53,2071.14,15.35
85,120,1201.29,1901.89,16.33
85,100,1624.0,2171.77,22.32
80,260,995.13,3503.47,14.49
80,240,1007.2,3344.05,14.54
80,220,1007.53,3077.83,14.54
80,200,1037.0,2806.02,14.62
80,180,1000.52,2540.01,14.73
80,160,1008.14,2280.28,14.87
80,140,1073.16,2076.95,15.42
80,120,1152.25,1901.98,16.33
80,100,1591.84,2188.94,22.51
75,260,927.54,3520.82,14.66
75,240,942.3,3300.35,14.49
75,220,981.39,3070.43,14.63
75,200,912.6,2802.35,14.72
75,180,961.08,2520.0,14.73
75,160,976.12,2295.98,14.95
75,140,967.75,2068.49,15.37
75,120,1043.37,1904.78,16.49
75,100,1447.55,2161.17,22.2
70,260,874.97,3478.84,14.6
70,240,874.95,3324.69,14.63
70,220,872.83,3067.51,14.69
70,200,873.43,2789.78,14.7
70,180,891.79,2536.89,14.79
70,160,893.3,2287.3,15.02
70,140,928.31,2039.96,15.31
70,120,994.75,1900.06,16.54
70,100,1349.74,2165.99,22.41
65,260,852.18,3476.2,14.71
65,240,840.65,3292.14,14.62
65,220,852.68,3054.2,14.66
65,200,876.28,2770.29,14.72
65,180,849.38,2507.29,14.81
65,160,875.94,2294.41,15.05
65,140,893.56,2058.26,15.39
65,120,949.77,1885.45,16.44
65,100,1305.92,2172.4,22.47
