System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
19:59:51.952,0.0,1.14,0.0,0.0,2.71,12.99,4.17,0.26,0.71
19:59:52.053,0.0,1.0,0.0,0.0,5.6,23.62,2.31,0.08,0.14
19:59:52.153,0.0,1.0,0.0,0.0,5.5,25.52,2.16,0.11,0.07
19:59:52.253,0.0,1.0,0.0,0.0,6.81,23.34,2.3,0.11,0.14
19:59:52.353,0.0,1.0,0.0,0.0,6.07,21.28,2.32,0.14,0.14
19:59:52.454,0.01,1.84,0.01,0.02,176.68,5.83,6.32,0.78,1.24
19:59:52.554,0.44,2.71,0.87,0.78,5501.59,23.26,16.3,1.54,2.07
19:59:52.654,1.04,2.34,2.68,1.98,12930.37,57.93,19.81,2.24,2.4
19:59:52.754,1.1,2.43,2.48,1.86,13719.57,59.13,20.22,2.19,2.41
19:59:52.854,1.09,2.41,2.42,1.82,13457.99,58.95,19.83,2.15,2.39
19:59:52.953,1.08,2.4,2.41,1.81,13289.01,58.6,19.84,2.14,2.4
19:59:53.052,1.06,2.36,2.42,1.81,13120.31,58.96,19.57,2.15,2.4
19:59:53.152,1.07,2.39,2.43,1.83,13357.21,58.69,19.93,2.17,2.4
19:59:53.252,1.08,2.41,2.45,1.84,13519.0,58.95,19.91,2.17,2.4
19:59:53.353,1.04,2.36,2.4,1.8,12989.43,57.7,19.69,2.16,2.41
19:59:53.452,1.07,2.39,2.39,1.79,13196.32,58.41,19.78,2.16,2.4
19:59:53.551,1.07,2.37,2.42,1.81,13228.35,59.14,19.6,2.15,2.4
19:59:53.651,1.09,2.4,2.44,1.83,13423.59,59.15,19.89,2.16,2.4
19:59:53.751,1.09,2.41,2.46,1.84,13561.5,59.02,20.2,2.18,2.4
19:59:53.851,1.08,2.4,2.34,1.74,13491.46,58.95,19.75,2.13,2.39
19:59:53.951,1.08,2.41,2.35,1.75,13434.19,58.62,19.8,2.12,2.4
19:59:54.051,1.1,2.42,2.46,1.84,13668.04,59.21,20.11,2.17,2.4
19:59:54.151,1.06,2.35,2.44,1.82,13270.36,59.24,19.78,2.17,2.4
19:59:54.252,1.09,2.43,2.46,1.84,13642.32,58.88,20.19,2.18,2.4
19:59:54.352,1.07,2.4,2.48,1.86,13353.51,58.14,19.99,2.16,2.4
19:59:54.452,1.08,2.42,2.32,1.73,13377.41,58.1,19.9,2.14,2.4
19:59:54.552,0.91,2.54,2.18,1.67,11299.6,46.64,20.0,2.09,2.4
19:59:54.651,1.05,2.39,2.38,1.82,12929.42,57.2,19.72,2.15,2.4
19:59:54.751,1.06,2.39,2.44,1.88,13176.67,57.66,19.92,2.2,2.4
19:59:54.852,1.07,2.39,2.42,1.86,13401.12,58.7,19.87,2.18,2.4
19:59:54.952,1.08,2.4,2.43,1.87,13493.76,58.85,20.17,2.21,2.4
19:59:55.052,1.07,2.39,2.42,1.86,13339.37,58.64,19.85,2.18,2.4
19:59:55.153,1.09,2.42,2.43,1.86,13582.08,58.79,20.15,2.19,2.4
19:59:55.253,1.07,2.41,2.4,1.84,13288.0,57.85,19.98,2.17,2.4
19:59:55.353,1.07,2.42,2.41,1.85,13384.8,58.1,20.0,2.17,2.39
19:59:55.453,1.06,2.42,2.39,1.83,13236.49,57.42,19.81,2.17,2.4
19:59:55.553,1.09,2.43,2.43,1.87,13511.83,58.4,20.33,2.19,2.4
19:59:55.653,1.07,2.39,2.43,1.87,13346.26,58.49,19.98,2.19,2.4
19:59:55.753,1.07,2.4,2.43,1.87,13422.69,58.67,19.91,2.18,2.4
19:59:55.853,1.07,2.42,2.41,1.85,13384.16,58.0,20.06,2.18,2.4
19:59:55.954,1.06,2.44,2.59,1.98,13149.83,56.64,20.08,2.22,2.4
19:59:56.053,1.06,2.4,2.46,1.88,13142.12,57.71,19.98,2.21,2.4
19:59:56.155,1.06,2.43,2.54,1.94,13357.68,57.14,20.26,2.24,2.4
19:59:56.254,1.04,2.35,2.39,1.84,12891.7,57.85,19.61,2.17,2.4
19:59:56.355,1.04,2.42,2.42,1.86,12983.04,56.15,20.0,2.18,2.41
19:59:56.454,1.05,2.39,2.45,1.89,13026.91,57.58,19.75,2.21,2.39
19:59:56.554,1.06,2.37,2.4,1.84,13140.27,58.4,19.73,2.18,2.41
19:59:56.654,1.08,2.41,2.42,1.86,13569.15,58.93,20.05,2.19,2.39
19:59:56.755,1.08,2.41,2.45,1.88,13495.65,58.7,20.14,2.2,2.4
19:59:56.855,1.07,2.39,2.41,1.85,13380.23,58.64,19.84,2.18,2.4
19:59:56.955,1.05,2.36,2.39,1.83,13134.54,58.31,19.74,2.18,2.4
19:59:57.055,1.06,2.37,2.4,1.85,13289.45,58.87,19.9,2.18,2.4
