Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
5.692e-05,968.464,604.706,1573.17
0.0998571,571.552,337.288,908.839
0.199473,438.07,323.539,761.609
0.300007,317.482,189.86,507.342
0.400574,777.31,515.343,1292.65
0.500086,523.524,338.216,861.741
0.600597,228.252,145.129,373.381
0.701085,1044.1,597.109,1641.21
0.800604,506.519,309.092,815.611
0.900144,376.022,247.076,623.099
1.00066,331.053,207.219,538.273
1.10119,262.837,179.948,442.785
1.20075,583.376,465.097,1048.47
1.30128,1854.81,1344.33,3199.13
1.40182,85.3542,65.2269,150.581
1.50136,1332.63,1040.93,2373.57
1.60095,1994.26,1701.96,3696.21
1.70148,2112.66,1771.25,3883.91
1.801,2223.21,1762.26,3985.46
1.90055,1670.67,1303.75,2974.42
2.00112,2976.17,2814.98,5791.15
2.10075,3080.83,3085.92,6166.76
2.20032,3176.63,3355.8,6532.43
2.30088,3211.74,3335.38,6547.11
2.40045,1358.35,1432.36,2790.72
2.50001,339.426,327.663,667.089
2.60057,191.092,185.777,376.869
2.70012,138.415,112.627,251.042
2.79967,319.626,269.085,588.711
2.90019,209.56,204.54,414.1
3.00074,109.312,105.117,214.429
3.10028,172.908,153.391,326.298
3.20109,4160.53,3580.49,7741.03
3.30072,1209.24,609.58,1818.82
3.40138,117.472,93.3978,210.87
3.50188,84.1594,63.1507,147.31
3.60138,380.541,223.08,603.621
3.70192,158.486,96.0563,254.542
3.80245,130.435,88.487,218.922
3.90193,175.505,149.602,325.107
4.00148,70.6381,54.1555,124.794
4.10201,63.5552,51.2992,114.854
4.20261,54.7123,45.8381,100.55
4.30216,295.106,178.099,473.204
4.40273,152.04,115.589,267.629
4.50228,185.189,121.987,307.177
4.60181,1047.71,364.546,1412.26
4.70234,91.193,55.1635,146.356
4.80289,171.775,95.3958,267.171
4.90239,131.354,98.1939,229.548
5.00285,144.214,71.824,216.038
5.1034,93.833,62.1952,156.028
5.20292,103.756,73.7674,177.523
5.30247,155.724,110.013,265.737
5.40303,100.934,69.1808,170.115
5.50354,93.5008,78.071,171.572
5.60307,88.1466,72.3565,160.503
5.70362,96.1613,75.5136,171.675
5.80423,88.8826,75.6448,164.527
5.90376,171.813,130.799,302.612
6.00431,100.086,83.561,183.647
6.10486,82.3501,71.7779,154.128
6.20442,77.8783,54.0761,131.954
6.30397,81.6269,68.0538,149.681
6.40452,175.259,129.345,304.604
6.50406,144.529,118.565,263.094
6.60362,876.835,525.603,1402.44
6.70418,446.113,313.627,759.74
6.80373,663.814,471.871,1135.69
6.90327,1605.2,712.887,2318.09
7.00377,81.0029,50.8749,131.878
7.10433,107.664,80,187.664
7.20389,94.9216,72.5024,167.424
7.30444,116.5,84.7546,201.255
7.40496,68.9594,56.4774,125.437
7.50452,97.6122,77.2051,174.817
7.60505,93.4182,74.1011,167.519
7.70556,125.066,70.919,195.985
7.8051,110.308,95.2333,205.541
7.90462,152.139,124.159,276.298
8.0051,101.88,80.775,182.655
8.10578,87.1942,71.097,158.291
8.20531,74.2317,54.848,129.08
8.30586,45.9418,43.8029,89.7446
8.40641,45.1642,43.7882,88.9523
8.50599,51.9629,47.5059,99.4688
8.60654,18.8384,21.0227,39.8611
8.70708,40.608,38.1466,78.7546
8.80661,82.8768,78.135,161.012
8.90716,75.4592,73.3421,148.801
9.00772,19.9226,22.6464,42.569
9.1073,40.0979,40.7795,80.8774
9.20685,103.458,65.9297,169.387
9.30741,77.559,54.2957,131.855
9.40694,880.162,485.863,1366.02
9.5065,205.791,161.921,367.713
9.60703,214.782,148.339,363.121
9.70657,112.191,93.7322,205.924
9.8061,95.5296,85.8842,181.414
9.90663,164.037,147.517,311.554
10.0072,117.634,104.99,222.624
10.1067,110.276,91.8944,202.171
10.2072,66.9062,56.5184,123.425
10.3078,100.036,87.4989,187.535
10.4073,110.143,90.5231,200.666
10.5068,1803.51,617.428,2420.94
10.6074,257.763,81.9123,339.675
10.7069,152.07,88.406,240.476
10.8064,162.801,95.7939,258.595
10.9068,186.61,112.703,299.313
11.0073,120.493,76.6182,197.112
11.1067,158.836,108.942,267.778
11.2063,912.773,508.943,1421.72
11.3068,478.328,341.713,820.041
11.4073,484.556,311.005,795.562
11.5069,160.441,137.599,298.04
11.6064,160.833,123.594,284.427
11.7069,116.168,101.076,217.245
11.8067,91.6896,84.3117,176.001
11.9073,151.049,137.245,288.294
12.0078,93.7811,80.3251,174.106
12.1074,90.0506,83.4957,173.546
12.208,62.2586,52.4314,114.69
12.3085,104.346,91.136,195.482
12.4081,103.343,95.8771,199.22
12.5087,88.6893,79.0886,167.778
12.6092,133.434,94.3738,227.807
12.7088,61.7619,58.5126,120.275
12.8094,82.8838,83.6256,166.509
12.9099,54.0422,57.6538,111.696
13.0094,22.2598,25.6666,47.9264
13.109,33.3627,36.0482,69.4109
13.2095,37.0176,35.6154,72.633
13.309,34.1838,34.2497,68.4335
13.4086,18.423,21.7709,40.1939
13.5091,73.7606,60.6106,134.371
13.6096,44.8109,42.0787,86.8896
13.7092,131.585,81.5488,213.134
13.8097,127.759,89.4502,217.21
13.9102,969.469,568.328,1537.8
14.0097,208.495,150.137,358.632
14.1092,559.628,306.192,865.819
14.2097,725.514,401.685,1127.2
14.3102,1250.95,639.32,1890.27
14.4097,425.36,224.125,649.485
14.5092,797.86,441.952,1239.81
14.6096,153.341,93.4509,246.792
14.7102,218.716,155.3,374.015
14.8097,225.813,158.294,384.107
14.9102,81.2928,72.0531,153.346
15.0106,481.868,272.72,754.588
15.1112,617.492,346.308,963.8
15.2108,202.257,138.766,341.023
15.3114,591.272,334.991,926.264
15.411,402.896,233.761,636.656
15.5105,601.03,382.933,983.963
15.611,391.032,222.122,613.154
15.7116,658.968,366.984,1025.95
15.8111,525.038,287.814,812.852
15.9116,656.438,397.677,1054.12
16.0121,685.305,413.09,1098.39
16.1117,449.599,263.644,713.243
16.2113,712.408,420.972,1133.38
16.3118,322.788,228.289,551.078
16.4113,565.068,323.217,888.284
16.5109,862.903,519.839,1382.74
16.6114,516.525,270.58,787.105
16.7122,2761.82,2017.75,4779.58
16.8117,6303.02,4683.55,10986.6
16.9124,6358.04,4220.72,10578.8
17.012,6252.63,3506.01,9758.64
17.1126,5932.49,3568.56,9501.05
17.2123,6186.82,3827.3,10014.1
17.3118,8582.19,6717.15,15299.3
17.4124,5801.49,5035.18,10836.7
17.5122,10612.7,9192.93,19805.7
17.6117,3730.42,3720,7450.43
17.7123,16661.7,16785.4,33447.1
17.8118,6233.4,6199.02,12432.4
17.9123,3745.05,3743.51,7488.56
18.0127,3770.29,3725.11,7495.4
18.1131,6849.87,7084.29,13934.2
18.2129,20804.1,24655.5,45459.6
18.3125,12347.8,13924,26271.8
18.412,3885.63,3773.48,7659.11
18.5115,3551.06,3531.71,7082.77
18.612,3806.69,3758.14,7564.83
18.7124,3802.71,3791.93,7594.64
18.812,3586.26,3554.04,7140.31
18.9115,3908.14,3616.41,7524.55
19.0122,7839.13,8664.25,16503.4
19.1124,24488.1,29324.6,53812.7
19.2118,25618.8,30619.9,56238.7
19.3105,21836.3,25339.4,47175.6
19.411,3784.2,3743.33,7527.54
19.5114,3930.14,3848.31,7778.44
19.6109,3666.84,3635.17,7302.01
19.7113,3897.48,3839.05,7736.53
19.8119,3902.11,3836.04,7738.16
19.9123,4009.71,3841.89,7851.6
20.0117,3731.15,3864.48,7595.63
20.1113,3802.31,3737.45,7539.76
20.2118,3856.12,3796.24,7652.36
20.3123,3812.81,3736.48,7549.29
20.4118,3686.43,3634.18,7320.61
20.5123,3803.58,3746.94,7550.52
20.6129,3675.63,2760.67,6436.3
20.7125,2523.25,2314.67,4837.92
20.8131,20291.7,23858.9,44150.6
20.9138,25868.5,31497.7,57366.2
21.0135,26135,31536.4,57671.4
21.1141,26574.9,32221.3,58796.1
21.2136,29691.3,35635.5,65326.8
21.3137,27991.6,34213.2,62204.9
21.4133,11608.5,12860.3,24468.7
21.5138,3998.76,3901.08,7899.85
21.6143,3719.95,3681.93,7401.88
21.7138,3954.74,3895.36,7850.1
21.8133,3886.44,3808.35,7694.79
21.9138,3920.61,3840.48,7761.09
22.0142,3717.27,3653.68,7370.95
22.1136,3920.43,3849.12,7769.55
22.2131,3825.61,3760.42,7586.03
22.3136,3781.59,3709.2,7490.79
22.4141,3864.07,3738.57,7602.64
22.5137,3917.39,3843.74,7761.13
22.6132,3772.73,3693.46,7466.19
22.7138,3779.52,3709.06,7488.58
22.8144,3787.87,3732.52,7520.39
22.9138,3871.28,3802.21,7673.48
23.0143,3834.56,3774.44,7609
23.1148,3626.38,3551,7177.38
23.2144,3901.2,3824.02,7725.22
23.3139,3888.96,3958.96,7847.91
23.4145,3605.92,3548.7,7154.62
23.514,3880.42,3791.69,7672.11
23.6135,3769.76,3720.86,7490.62
23.7141,3770.69,3719.1,7489.79
23.8146,3914.17,3832.82,7746.99
23.9142,4563.27,3128.81,7692.08
24.0148,2413.08,1879.52,4292.6
24.1144,454.055,316.951,771.006
24.214,4943.68,4039.86,8983.54
24.3146,24360,28011.3,52371.3
24.4143,28676,34096.2,62772.3
24.5142,28992.6,34982.9,63975.5
24.6136,14272.9,16646.7,30919.5
24.7137,3250.88,2836.62,6087.49
24.8142,4370.63,5146.73,9517.35
24.9145,5509.3,6062.47,11571.8
25.0148,2243.37,2047.44,4290.82
25.1151,2333.23,2928.73,5261.96
25.2156,2341.51,3223.99,5565.5
25.316,1983.62,2787.32,4770.94
25.4154,2487.69,3420.93,5908.61
25.5148,2177.58,2591.71,4769.29
25.6152,2082.7,2273.62,4356.32
25.7155,2170.04,2430.1,4600.14
25.8159,1783.03,1893.46,3676.49
25.9165,2848.77,2553.76,5402.54
26.0221,2725.83,2479.34,5205.16
26.1168,1615.89,1441.32,3057.22
26.2173,2329.64,2019.3,4348.94
26.3169,1768.32,1653.55,3421.88
26.4174,1012.58,950.859,1963.44
26.518,4003.68,3774.13,7777.82
26.6175,3625.79,3488.95,7114.74
26.7245,4753.14,4482.18,9235.32
26.8181,5648.89,5434.86,11083.7
26.9186,5578.86,5268.07,10846.9
27.0191,3353.53,3192.08,6545.62
27.1184,3615.02,3412.55,7027.58
27.219,5328.75,5106.66,10435.4
27.3196,3076.24,2876.18,5952.42
27.4193,2545.09,2432.02,4977.11
27.5189,3114.53,2955.16,6069.69
27.6195,2672.44,1565.21,4237.65
27.7191,1829.61,1187.63,3017.24
27.8196,2890.52,1196.48,4087
27.9201,1936.94,1252.99,3189.93
28.0197,2654.78,2479.28,5134.06
28.1192,4188.85,4003.88,8192.73
28.2197,2952.8,2819.22,5772.01
28.3202,2349.53,2178.19,4527.72
28.4198,3475.46,3329.07,6804.53
28.5203,5787.35,5485.72,11273.1
28.6208,4068.79,3867.65,7936.45
28.7204,4267.01,4064.61,8331.62
28.821,4989.08,4696.09,9685.17
28.9214,2915.27,2814.36,5729.64
29.0209,5200.6,4904.13,10104.7
29.1205,5400.97,5180.68,10581.6
29.2266,5766.3,5506.47,11272.8
29.3212,5423.44,5170.24,10593.7
29.4217,4327.08,4110.81,8437.89
29.5212,6566.61,6219.95,12786.6
29.6209,3760.38,3614.68,7375.06
29.7214,4850.45,4640.99,9491.44
29.8209,4762.28,4539.9,9302.18
29.9206,2716.2,2543.51,5259.71
30.0209,5685.18,5432.62,11117.8
30.1215,5764.88,5477,11241.9
30.221,3618.65,3478.45,7097.1
30.3216,5749.71,5492.55,11242.3
30.4222,4175.25,3719.17,7894.42
30.5217,5088.85,4826.68,9915.53
30.6223,2516.2,2368.45,4884.65
30.7229,3073.97,2953.33,6027.3
30.8225,4562.15,4362.2,8924.35
30.923,3535.39,3259.68,6795.06
31.0236,679.293,601.232,1280.52
31.1232,400.097,267.779,667.876
31.2238,211.287,139.67,350.957
31.3234,296.969,216.77,513.739
31.423,287.333,225.711,513.045
31.5236,214.557,151.62,366.177
31.6232,322.088,247.251,569.339
31.7227,561.238,404.556,965.794
31.8233,776.821,459.395,1236.22
31.9229,579.512,374.072,953.584
32.0224,427.981,269.526,697.507
32.1229,269.968,188.75,458.718
32.2225,139.113,101.193,240.306
32.322,189.416,129.466,318.882
32.4225,133.729,106.395,240.124
32.5231,109.444,88.6394,198.084
32.6228,90.5331,69.1219,159.655
32.7235,113.175,89.3056,202.481
32.8229,142.037,122.322,264.359
32.9235,139.988,104.828,244.817
33.0241,92.5901,60.3878,152.978
33.1236,135.71,102.203,237.913
33.223,135.251,103.617,238.868
33.3235,112.066,83.7235,195.789
33.4242,149.69,105.754,255.444
33.5238,91.6077,63.7382,155.346
33.6244,216.767,128.276,345.043
33.725,110.409,71.0643,181.473
33.8246,138.126,110.343,248.469
33.9251,125.956,77.9142,203.871
34.0256,98.6381,70.4275,169.066
34.1252,100.463,68.3322,168.796
34.2259,113.248,67.5667,180.815
34.3254,213.025,110.831,323.856
34.4322,100.257,72.3987,172.655
34.5258,117.594,88.9536,206.548
34.6254,86.5715,66.359,152.931
