Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 21:08:12,579.219,551.349,1130.57
2024-09-18 21:08:12,2123.81,877.332,3001.14
2024-09-18 21:08:12,895.755,568.073,1463.83
2024-09-18 21:08:12,577.306,648.993,1226.3
2024-09-18 21:08:13,399.827,475.683,875.51
2024-09-18 21:08:13,1571.99,1229.99,2801.98
2024-09-18 21:08:13,2112.68,2000.46,4113.14
2024-09-18 21:08:13,2258.81,2141.02,4399.83
2024-09-18 21:08:13,2195.11,2050.33,4245.45
2024-09-18 21:08:13,2210.84,2088.04,4298.88
2024-09-18 21:08:13,2183.03,2077.99,4261.02
2024-09-18 21:08:13,2186.96,2079.17,4266.13
2024-09-18 21:08:13,2199.36,2091.06,4290.43
2024-09-18 21:08:13,2159.55,2055.31,4214.86
2024-09-18 21:08:14,2189.68,2091.36,4281.04
2024-09-18 21:08:14,2170.61,2068.61,4239.22
2024-09-18 21:08:14,2186.8,2080.73,4267.53
2024-09-18 21:08:14,2204.66,2087.07,4291.74
2024-09-18 21:08:14,2177.59,2063.43,4241.02
2024-09-18 21:08:14,2224.74,2114.15,4338.9
2024-09-18 21:08:14,2187.75,2077.84,4265.58
2024-09-18 21:08:14,2189.58,2085.48,4275.05
2024-09-18 21:08:14,2165.86,2063.65,4229.51
2024-09-18 21:08:14,2174.86,2066.64,4241.5
2024-09-18 21:08:15,2197.05,2087.16,4284.21
2024-09-18 21:08:15,2174.35,2070.1,4244.45
2024-09-18 21:08:15,2161.92,2056.15,4218.07
2024-09-18 21:08:15,2228.9,2076.63,4305.52
2024-09-18 21:08:15,2174.81,2060.92,4235.73
2024-09-18 21:08:15,2201.23,2093.85,4295.08
2024-09-18 21:08:15,2184.67,2077.1,4261.77
2024-09-18 21:08:15,2193.08,2073.51,4266.59
2024-09-18 21:08:15,2163.47,2056.75,4220.22
2024-09-18 21:08:15,2212.32,2109.62,4321.94
2024-09-18 21:08:16,391.767,408.977,800.744
2024-09-18 21:08:16,1552.57,1042.84,2595.41
2024-09-18 21:08:16,10663.3,5397.83,16061.1
2024-09-18 21:08:16,20872.8,10261.1,31133.9
2024-09-18 21:08:16,20859.1,10250.2,31109.3
2024-09-18 21:08:16,21113.6,10384.8,31498.4
2024-09-18 21:08:16,20703.6,10151.3,30854.9
2024-09-18 21:08:16,21085.9,10361,31446.8
2024-09-18 21:08:16,4659.68,2325.69,6985.36
2024-09-18 21:08:17,552.073,178.97,731.042
2024-09-18 21:08:17,827.932,512.053,1339.99
2024-09-18 21:08:17,278.516,218.03,496.547
