Time (s),IPC
0.0,1.28
0.2,2.8
0.4,2.79
0.6000000000000001,2.72
0.8,2.8
1.0,2.8
1.2000000000000002,2.78
1.4000000000000001,2.78
1.6,2.8
1.8,2.79
2.0,2.79
2.2,2.8
2.4000000000000004,2.78
2.6,2.79
2.8000000000000003,2.78
3.0,2.8
3.2,2.79
3.4000000000000004,2.79
3.6,2.79
3.8000000000000003,2.79
4.0,2.79
4.2,2.78
4.4,2.78
4.6000000000000005,2.79
4.800000000000001,2.79
5.0,2.78
5.2,2.79
5.4,2.8
5.6000000000000005,2.72
5.800000000000001,2.8
6.0,2.8
6.2,2.77
6.4,2.79
6.6000000000000005,2.79
6.800000000000001,2.78
7.0,2.78
7.2,2.78
7.4,2.79
7.6000000000000005,2.78
7.800000000000001,2.8
8.0,2.77
8.200000000000001,2.78
8.4,2.79
8.6,2.78
8.8,2.79
9.0,2.79
9.200000000000001,2.79
9.4,2.79
9.600000000000001,2.78
9.8,2.8
10.0,2.79
10.200000000000001,2.8
10.4,2.79
10.600000000000001,2.79
10.8,2.79
11.0,2.78
11.200000000000001,2.79
11.4,2.71
11.600000000000001,2.79
11.8,2.79
12.0,2.8
12.200000000000001,2.79
12.4,2.79
12.600000000000001,2.78
12.8,2.79
13.0,2.8
13.200000000000001,2.8
13.4,2.78
13.600000000000001,2.8
13.8,2.79
14.0,2.78
14.200000000000001,2.79
14.4,2.79
14.600000000000001,2.79
14.8,2.79
15.0,2.81
15.200000000000001,2.8
15.4,2.79
15.600000000000001,2.8
15.8,2.78
16.0,2.8
16.2,2.78
16.400000000000002,2.79
16.6,2.72
16.8,2.79
17.0,2.79
17.2,2.79
17.400000000000002,2.8
17.6,2.8
17.8,2.79
18.0,2.77
18.2,2.79
18.400000000000002,2.78
18.6,2.79
18.8,2.79
19.0,2.78
19.200000000000003,2.8
19.400000000000002,2.79
19.6,2.8
19.8,2.78
20.0,2.79
20.200000000000003,2.76
20.400000000000002,2.79
20.6,2.79
20.8,2.79
21.0,2.78
21.200000000000003,2.79
21.400000000000002,2.79
21.6,2.79
21.8,2.79
22.0,2.79
22.200000000000003,2.78
22.400000000000002,2.79
22.6,2.78
22.8,2.8
23.0,2.8
23.200000000000003,2.8
23.400000000000002,2.79
23.6,2.78
23.8,2.78
24.0,2.72
24.200000000000003,2.79
24.400000000000002,2.79
24.6,2.79
24.8,2.78
25.0,2.78
25.200000000000003,2.78
25.400000000000002,2.79
25.6,2.65
25.8,2.79
26.0,2.75
26.200000000000003,2.78
26.400000000000002,2.76
26.6,2.78
26.8,0.98
