Time (s),DRAM Power (W),IPC
0.0003,0.00,1.25
0.8646,49.54,0.53
1.7559,50.14,0.99
2.6669,50.24,0.35
3.4791,57.16,0.39
4.4177,72.38,0.37
5.3174,73.47,0.27
6.4953,114.14,1.10
7.4191,56.30,2.05
8.3495,57.91,1.73
9.2975,70.39,1.22
10.2468,64.54,1.17
11.0451,49.87,1.63
11.9995,69.46,1.44
12.9090,68.61,1.68
13.8610,73.07,1.45
14.8007,74.83,2.07
15.6866,68.78,0.96
16.6217,70.82,1.57
17.5592,76.43,1.46
18.4171,71.42,1.38
19.2725,67.52,1.78
20.2024,79.81,2.02
21.1159,72.35,1.36
22.0072,57.07,1.50
22.9447,72.52,1.62
23.9129,72.96,1.71
24.8455,69.66,1.51
25.6849,64.08,1.69
26.4908,64.18,0.88
27.4083,64.64,0.81
28.3031,65.38,2.19
