Time (s),DRAM Power (W),IPC
0.0001,0.00,1.08
0.9737,65.39,1.21
1.8583,49.75,1.98
2.7410,48.43,2.29
3.6300,48.54,1.46
4.4500,46.44,1.39
5.3739,52.68,1.83
6.2754,48.74,1.75
7.0504,41.84,1.20
7.9027,59.10,1.81
8.7771,64.31,1.67
9.6615,58.43,1.29
10.5498,52.16,2.32
11.3638,48.84,0.54
12.2414,49.17,0.75
13.1214,50.92,1.37
14.0220,55.35,1.27
14.9217,55.59,1.57
15.8287,52.48,1.03
16.7305,49.82,1.06
17.5065,43.25,1.05
18.2760,52.07,1.20
19.1332,63.80,0.94
19.9955,64.59,1.09
20.8554,63.67,2.10
21.6280,57.08,2.27
22.5172,65.93,1.00
23.3757,63.37,1.01
24.2472,65.16,1.02
25.0188,56.67,0.87
25.9456,51.47,1.67
26.8378,49.26,1.03
27.7113,51.90,0.88
28.4936,59.11,0.83
29.3798,66.73,1.06
30.2598,66.02,0.97
31.1590,68.00,0.92
31.9522,55.57,0.95
32.8665,49.92,1.05
33.7587,48.91,1.05
34.6495,49.07,1.00
35.4418,43.44,1.00
36.3301,49.09,1.02
37.2170,50.98,0.85
38.0009,53.98,0.90
38.8683,64.95,1.17
39.7419,50.90,1.11
40.6117,47.60,1.15
41.3999,43.49,1.06
42.1629,54.82,1.06
42.9035,55.60,1.03
43.7684,64.60,0.86
44.6255,64.86,0.93
45.3989,57.32,0.95
46.2846,65.73,1.09
47.1342,63.12,0.97
47.8883,56.05,0.93
48.6635,57.68,0.97
49.4604,59.44,0.95
50.2316,57.52,0.94
51.0022,57.34,0.93
51.7888,58.74,0.83
52.6794,67.70,1.04
53.5460,64.52,0.94
54.3275,58.25,0.97
55.1879,63.96,1.09
56.0461,63.76,1.05
56.8821,62.18,0.96
57.6640,58.10,0.94
58.5275,64.27,1.06
59.3770,63.35,1.00
60.1476,57.30,0.93
60.9180,57.13,0.93
61.6887,58.71,0.97
62.4485,56.34,0.92
63.2287,57.88,0.96
64.0082,57.95,0.95
64.7868,57.80,0.94
65.5599,57.26,0.93
66.3658,59.69,1.41
67.2385,64.78,1.22
68.1196,48.40,1.21
68.7327,40.94,1.16
69.4965,45.19,1.13
70.3548,67.48,0.79
71.2142,66.80,1.47
71.9986,59.55,2.06
72.8685,66.74,1.83
73.7218,66.06,0.58
74.5979,70.58,1.75
75.4959,69.39,2.01
76.3580,66.51,1.86
77.2519,68.69,1.44
78.1134,67.45,1.42
78.9107,60.84,1.26
79.7842,64.78,1.25
80.6470,63.81,1.11
81.4131,56.84,1.51
82.3122,67.09,1.18
83.1770,66.43,1.17
84.0296,63.15,1.03
84.9304,67.07,1.14
85.7723,62.88,1.27
86.6528,68.80,0.80
87.5089,67.04,0.93
88.3695,67.06,0.48
89.1409,60.25,0.57
90.0265,69.88,1.07
90.8866,67.74,3.09
91.6630,58.89,2.81
92.5334,67.17,3.07
93.3938,63.79,1.73
94.2977,67.52,1.78
95.1565,66.37,1.64
95.9292,57.46,1.73
96.7245,60.43,1.35
97.5970,67.19,1.71
98.4699,64.65,1.77
99.2366,57.85,1.66
100.1173,68.02,1.62
100.9694,63.17,0.97
101.8515,67.95,1.08
102.7238,64.71,0.81
103.5067,57.67,0.89
104.3783,64.01,1.11
105.2351,63.19,1.09
106.0859,62.59,0.84
106.8401,55.47,1.09
107.6304,60.71,1.41
108.5219,69.09,1.56
109.3923,68.16,1.58
110.2652,68.07,1.33
111.0553,61.38,1.29
111.9296,67.83,1.60
112.7911,67.17,1.76
113.5825,60.10,1.41
114.4639,66.80,0.97
115.3317,65.84,1.54
116.2227,67.42,1.69
116.9882,58.00,1.01
117.7602,58.38,0.88
118.6288,65.82,1.25
119.5102,69.42,1.44
120.3007,63.86,1.20
121.1024,54.29,1.06
121.9945,58.22,1.24
122.8401,56.01,0.81
123.5380,56.41,0.89
124.3041,62.94,2.17
125.2051,71.12,1.25
125.8983,56.42,1.25
126.6699,61.87,1.40
127.5553,65.03,1.38
128.2853,56.00,1.51
129.1753,62.27,2.74
129.9154,54.91,0.75
130.7690,66.81,1.32
131.6184,66.67,1.32
132.4759,65.92,1.26
133.2578,59.57,0.95
134.1340,66.77,1.25
134.9913,63.98,1.27
135.7696,61.37,1.12
136.6456,69.04,1.59
137.5130,67.04,1.36
138.3830,66.68,0.85
139.1635,59.56,1.21
140.0437,67.78,0.95
140.9301,68.44,0.55
141.7227,62.60,0.41
142.6223,71.52,1.75
143.4832,65.86,1.52
144.2538,58.98,2.12
145.1340,65.59,2.06
145.9933,63.97,2.39
146.8763,65.85,2.27
147.6638,58.49,2.21
148.5388,65.29,2.32
149.4269,66.40,2.33
150.3130,66.02,2.33
151.0914,58.01,2.12
151.9622,64.84,2.39
152.8211,63.98,2.37
153.6377,60.76,2.19
154.4071,57.58,2.22
155.2772,65.09,2.17
