Time (s),DRAM Power (W),IPC
0.0001,0.00,1.54
0.3102,27.51,1.44
0.6339,28.53,0.75
0.9816,30.42,0.58
1.3488,31.55,1.87
1.8875,51.09,2.46
2.3662,49.03,1.51
2.8775,52.28,1.51
3.4003,68.45,1.20
3.9044,73.05,1.57
4.3807,67.32,1.74
4.8601,64.91,1.21
5.3678,71.29,1.14
5.8327,65.80,1.48
6.3167,65.83,1.18
6.7600,65.61,1.55
7.2442,64.90,1.19
7.7216,67.43,1.44
8.2042,66.73,1.13
8.7318,76.69,1.04
9.2308,69.48,1.43
9.7867,75.74,1.14
10.2621,69.90,1.23
10.7693,73.42,1.34
11.3267,77.67,1.14
11.8347,73.23,1.14
12.1732,50.18,1.62
12.6582,65.39,1.24
13.1071,63.22,1.28
13.6189,75.71,1.39
14.1307,70.28,1.44
14.4811,51.17,1.25
14.9774,71.68,1.47
15.4938,69.32,1.12
15.9701,70.81,1.16
16.4492,67.58,1.64
16.9664,68.31,1.39
17.4583,68.39,1.17
17.9661,75.33,1.14
18.4413,69.06,1.27
18.9579,72.17,1.41
19.4634,73.16,1.21
19.9512,69.62,1.25
20.4614,71.68,1.21
20.9984,78.85,1.17
21.5131,73.13,1.24
22.0248,69.78,1.22
22.5464,75.76,1.23
23.0377,69.81,1.21
23.5569,73.67,1.20
24.0404,70.45,1.12
24.5330,69.99,1.20
25.0188,64.24,1.14
25.4891,64.59,1.21
25.9731,71.58,1.32
26.5108,75.03,1.16
27.0264,76.87,1.17
27.5141,72.55,1.59
27.9907,66.67,1.20
28.5301,75.93,1.55
29.0419,74.10,1.61
29.5240,66.08,1.17
29.8651,50.29,1.18
30.2334,54.22,1.16
30.5931,52.54,1.10
31.0859,68.61,1.16
31.4572,55.34,1.20
31.9406,70.60,1.47
32.4557,71.29,1.14
32.9491,72.03,1.19
33.4279,70.97,1.39
33.9063,66.00,1.11
34.4345,77.63,1.18
34.9140,71.11,1.53
35.4010,68.43,1.22
35.8846,71.86,1.22
36.3622,66.52,1.62
36.9095,75.16,1.19
37.4383,76.86,1.26
37.9113,70.13,1.40
38.4329,72.40,1.18
38.9347,74.57,1.15
39.4095,70.24,1.55
39.9426,74.93,1.20
40.4891,80.66,1.18
40.9695,68.76,1.72
41.4091,43.41,1.69
41.6700,22.76,0.38
