Time (s),IPC
0.0,0.8
0.2,1.34
0.4,1.33
0.6000000000000001,1.34
0.8,1.34
1.0,1.33
1.2000000000000002,1.33
1.4000000000000001,1.35
1.6,1.34
1.8,1.34
2.0,0.64
2.2,1.66
2.4000000000000004,2.73
2.6,2.72
2.8000000000000003,2.65
3.0,2.15
3.2,2.48
3.4000000000000004,1.48
3.6,0.98
3.8000000000000003,1.38
4.0,2.23
4.2,1.77
4.4,0.82
4.6000000000000005,1.39
4.800000000000001,2.44
5.0,1.57
5.2,0.85
5.4,1.81
5.6000000000000005,2.16
5.800000000000001,1.33
6.0,0.96
6.2,1.86
6.4,2.07
6.6000000000000005,1.21
6.800000000000001,0.86
7.0,1.68
7.2,2.29
7.4,1.7
7.6000000000000005,1.24
7.800000000000001,0.86
8.0,1.58
8.200000000000001,2.36
8.4,1.6
8.6,0.79
8.8,1.67
9.0,2.21
9.200000000000001,1.19
9.4,0.82
9.600000000000001,2.11
9.8,2.11
10.0,1.53
