Time (s),IPC
0.0,0.84
0.2,1.33
0.4,1.37
0.6000000000000001,1.34
0.8,1.33
1.0,1.34
1.2000000000000002,1.34
1.4000000000000001,1.33
1.6,1.33
1.8,1.33
2.0,1.33
2.2,1.34
2.4000000000000004,1.34
2.6,1.39
2.8000000000000003,1.34
3.0,1.34
3.2,1.33
3.4000000000000004,1.35
3.6,1.33
3.8000000000000003,1.33
4.0,1.33
4.2,1.33
4.4,1.33
4.6000000000000005,1.35
4.800000000000001,1.38
5.0,1.33
5.2,1.35
5.4,1.33
5.6000000000000005,1.33
5.800000000000001,1.33
6.0,1.33
6.2,1.33
6.4,1.33
6.6000000000000005,1.34
6.800000000000001,1.33
7.0,1.38
7.2,1.33
7.4,1.33
7.6000000000000005,1.33
7.800000000000001,0.71
8.0,0.68
8.200000000000001,0.95
8.4,0.65
8.6,0.65
8.8,0.66
9.0,3.42
