Time (s),IPC
0.0,1.07
0.2,2.34
0.4,2.34
0.6000000000000001,2.34
0.8,2.34
1.0,2.3
1.2000000000000002,2.34
1.4000000000000001,2.34
1.6,2.34
1.8,2.34
2.0,2.34
2.2,2.34
2.4000000000000004,2.34
2.6,2.34
2.8000000000000003,2.34
3.0,2.33
3.2,2.34
3.4000000000000004,2.34
3.6,2.34
3.8000000000000003,2.31
4.0,2.34
4.2,2.34
4.4,2.34
4.6000000000000005,2.34
4.800000000000001,2.34
5.0,2.34
5.2,2.34
5.4,2.34
5.6000000000000005,2.34
5.800000000000001,2.34
6.0,2.34
6.2,2.34
6.4,2.34
6.6000000000000005,2.3
6.800000000000001,2.34
7.0,2.34
7.2,2.29
7.4,2.34
7.6000000000000005,2.34
7.800000000000001,2.34
8.0,2.36
8.200000000000001,2.34
8.4,2.33
8.6,2.34
8.8,2.34
9.0,2.34
9.200000000000001,2.34
9.4,2.31
9.600000000000001,2.34
9.8,2.34
10.0,2.34
10.200000000000001,2.34
10.4,2.34
10.600000000000001,2.34
10.8,2.34
11.0,2.33
11.200000000000001,2.34
11.4,2.34
11.600000000000001,2.34
11.8,2.34
12.0,2.34
12.200000000000001,2.31
12.4,2.33
12.600000000000001,2.33
12.8,2.34
13.0,2.34
13.200000000000001,2.34
13.4,2.34
13.600000000000001,2.34
13.8,2.34
14.0,2.34
14.200000000000001,2.34
14.4,2.34
14.600000000000001,2.33
14.8,2.34
15.0,2.34
15.200000000000001,2.31
15.4,2.34
15.600000000000001,2.34
15.8,2.34
16.0,2.34
16.2,2.34
16.400000000000002,2.34
16.6,2.31
16.8,2.32
17.0,2.34
17.2,2.34
17.400000000000002,2.35
17.6,2.34
17.8,2.34
18.0,2.31
18.2,2.34
18.400000000000002,2.34
18.6,2.34
18.8,2.34
19.0,2.34
19.200000000000003,2.34
19.400000000000002,2.34
19.6,2.34
19.8,2.34
20.0,2.34
20.200000000000003,2.34
20.400000000000002,2.34
20.6,2.34
20.8,2.31
21.0,2.34
21.200000000000003,2.34
21.400000000000002,2.34
21.6,2.34
21.8,2.34
22.0,2.33
22.200000000000003,2.33
22.400000000000002,2.34
22.6,2.34
22.8,2.34
23.0,2.34
23.200000000000003,2.34
23.400000000000002,2.34
23.6,2.31
23.8,2.34
24.0,2.34
24.200000000000003,2.34
24.400000000000002,2.34
24.6,2.34
24.8,2.34
25.0,2.34
25.200000000000003,2.34
25.400000000000002,2.34
25.6,2.34
25.8,2.34
26.0,2.33
26.200000000000003,2.29
26.400000000000002,2.32
26.6,1.58
26.8,0.74
27.0,0.66
27.200000000000003,0.67
27.400000000000002,0.77
27.6,2.51
27.8,2.49
28.0,1.47
