Time (s),IPC
0.0,0.91
0.2,1.6
0.4,1.6
0.6000000000000001,1.6
0.8,1.6
1.0,1.6
1.2000000000000002,1.6
1.4000000000000001,1.6
1.6,1.61
1.8,1.6
2.0,1.61
2.2,1.6
2.4000000000000004,1.6
2.6,1.6
2.8000000000000003,1.6
3.0,1.6
3.2,1.61
3.4000000000000004,1.62
3.6,1.68
3.8000000000000003,1.67
4.0,1.67
4.2,1.67
4.4,1.67
4.6000000000000005,1.67
4.800000000000001,1.67
5.0,1.68
5.2,1.67
5.4,1.67
5.6000000000000005,1.66
5.800000000000001,1.67
6.0,1.67
6.2,1.67
6.4,1.68
6.6000000000000005,1.67
6.800000000000001,1.7
7.0,1.67
7.2,1.66
7.4,1.66
7.6000000000000005,1.67
7.800000000000001,1.67
8.0,1.66
8.200000000000001,1.67
8.4,1.67
8.6,1.67
8.8,1.66
9.0,1.67
9.200000000000001,1.67
9.4,1.67
9.600000000000001,1.67
9.8,1.66
10.0,1.66
10.200000000000001,1.67
10.4,1.69
10.600000000000001,1.67
10.8,1.67
11.0,1.67
11.200000000000001,1.67
11.4,1.67
11.600000000000001,1.67
11.8,1.67
12.0,1.68
12.200000000000001,1.66
12.4,1.67
12.600000000000001,1.67
12.8,1.67
13.0,1.66
13.200000000000001,1.67
13.4,1.63
13.600000000000001,1.63
13.8,1.64
14.0,1.1
14.200000000000001,1.08
14.4,1.06
14.600000000000001,0.68
14.8,0.66
15.0,0.67
15.200000000000001,0.66
15.4,0.67
15.600000000000001,1.81
15.8,1.46
16.0,1.18
