Time (s),IPC
0.0,1.38
0.2,3.29
0.4,1.4
0.6000000000000001,1.4
0.8,1.4
1.0,1.4
1.2000000000000002,1.4
1.4000000000000001,1.4
1.6,1.43
1.8,1.4
2.0,1.4
2.2,1.4
2.4000000000000004,1.41
2.6,1.46
2.8000000000000003,1.46
3.0,1.5
3.2,1.54
3.4000000000000004,0.71
3.6,1.36
3.8000000000000003,2.77
4.0,2.75
4.2,2.02
4.4,2.64
4.6000000000000005,2.97
4.800000000000001,1.4
5.0,1.4
5.2,1.4
5.4,1.39
5.6000000000000005,1.4
5.800000000000001,1.4
6.0,1.41
6.2,1.39
6.4,1.39
6.6000000000000005,1.4
6.800000000000001,1.42
7.0,1.51
7.2,1.47
7.4,1.52
7.6000000000000005,1.45
7.800000000000001,0.68
8.0,1.81
8.200000000000001,2.78
8.4,2.76
8.6,1.84
8.8,3.63
9.0,2.05
9.200000000000001,1.4
9.4,1.4
9.600000000000001,1.4
9.8,1.4
10.0,1.4
10.200000000000001,1.43
10.4,1.41
10.600000000000001,1.4
10.8,1.4
11.0,1.4
11.200000000000001,1.44
11.4,1.46
11.600000000000001,1.47
11.8,1.53
12.0,1.14
12.200000000000001,0.67
12.4,2.72
12.600000000000001,2.77
12.8,2.71
13.0,2.35
13.200000000000001,3.14
13.4,1.4
13.600000000000001,1.4
13.8,1.39
14.0,1.4
14.200000000000001,1.4
14.4,1.41
14.600000000000001,1.4
14.8,1.4
15.0,1.4
15.200000000000001,1.4
15.4,1.42
15.600000000000001,1.46
15.8,1.49
16.0,1.51
16.2,1.53
16.400000000000002,0.76
16.6,1.81
16.8,2.69
17.0,2.76
17.2,1.92
17.400000000000002,3.63
17.6,1.89
17.8,1.4
18.0,1.4
18.2,1.4
18.400000000000002,1.4
18.6,1.43
18.8,1.4
19.0,1.4
19.200000000000003,1.4
19.400000000000002,1.4
19.6,1.41
19.8,1.44
20.0,1.46
20.200000000000003,1.46
20.400000000000002,1.54
20.6,1.13
20.8,0.96
21.0,2.76
21.200000000000003,2.75
21.400000000000002,2.44
21.6,2.71
21.8,2.78
22.0,1.4
22.200000000000003,1.4
22.400000000000002,1.4
22.6,1.39
22.8,1.4
23.0,1.39
23.200000000000003,1.4
23.400000000000002,1.4
23.6,1.39
23.8,1.4
24.0,1.42
24.200000000000003,1.46
24.400000000000002,1.5
24.6,1.5
24.8,1.55
25.0,0.68
25.200000000000003,2.29
25.400000000000002,2.74
25.6,2.74
25.8,2.22
26.0,3.48
26.200000000000003,1.39
26.400000000000002,1.4
26.6,1.39
26.8,1.39
27.0,1.4
27.200000000000003,1.44
27.400000000000002,1.4
27.6,1.4
27.8,1.4
28.0,1.4
28.200000000000003,1.4
28.400000000000002,1.46
28.6,1.46
28.8,1.48
29.0,1.53
29.200000000000003,0.94
29.400000000000002,1.84
29.6,2.74
29.8,2.74
30.0,1.93
30.200000000000003,3.62
30.400000000000002,1.84
30.6,1.4
30.8,1.4
31.0,1.4
31.200000000000003,1.39
31.400000000000002,1.4
31.6,1.4
31.8,1.4
32.0,1.4
32.2,1.4
32.4,1.41
32.6,1.45
32.800000000000004,1.49
33.0,1.48
33.2,1.53
33.4,1.03
33.6,1.59
33.800000000000004,2.75
34.0,2.74
34.2,1.76
34.4,3.66
34.6,2.22
34.800000000000004,1.4
35.0,1.4
35.2,1.44
35.4,1.4
35.6,1.4
35.800000000000004,1.41
36.0,1.4
36.2,1.39
36.4,1.39
36.6,1.4
36.800000000000004,1.43
37.0,1.46
37.2,1.46
37.4,1.52
37.6,1.29
37.800000000000004,1.19
38.0,2.73
38.2,2.74
38.400000000000006,2.17
38.6,3.02
38.800000000000004,2.67
39.0,1.4
39.2,1.4
39.400000000000006,1.4
39.6,1.4
39.800000000000004,1.4
40.0,1.4
40.2,1.39
40.400000000000006,1.4
40.6,1.39
40.800000000000004,1.4
41.0,1.42
41.2,1.46
41.400000000000006,1.49
41.6,1.51
41.800000000000004,1.42
42.0,0.94
42.2,2.75
42.400000000000006,2.74
42.6,2.49
42.800000000000004,1.41
