Time (s),IPC
0.0,0.97
0.2,2.27
0.4,2.28
0.6000000000000001,2.28
0.8,2.27
1.0,2.25
1.2000000000000002,2.27
1.4000000000000001,2.27
1.6,2.28
1.8,2.25
2.0,1.61
2.2,2.71
2.4000000000000004,2.71
2.6,2.72
2.8000000000000003,2.71
3.0,2.71
3.2,2.69
3.4000000000000004,2.71
3.6,2.71
3.8000000000000003,2.67
4.0,2.7
4.2,2.71
4.4,2.71
4.6000000000000005,2.72
4.800000000000001,2.71
5.0,2.7
5.2,2.71
5.4,2.71
5.6000000000000005,2.71
5.800000000000001,2.71
6.0,2.72
6.2,2.71
6.4,2.71
6.6000000000000005,2.71
6.800000000000001,2.67
7.0,2.71
7.2,2.71
7.4,2.65
7.6000000000000005,2.71
7.800000000000001,2.73
8.0,2.71
8.200000000000001,2.71
8.4,2.71
8.6,2.71
8.8,2.71
9.0,2.71
9.200000000000001,2.71
9.4,2.71
9.600000000000001,2.68
9.8,2.72
10.0,2.72
10.200000000000001,2.71
10.4,2.71
10.600000000000001,2.72
10.8,2.71
11.0,2.71
11.200000000000001,2.71
11.4,2.71
11.600000000000001,2.71
11.8,2.71
12.0,2.71
12.200000000000001,2.71
12.4,2.02
