Time (s),IPC
0.0,1.22
0.2,2.97
0.4,2.98
0.6000000000000001,2.98
0.8,2.97
1.0,2.97
1.2000000000000002,2.97
1.4000000000000001,2.98
1.6,2.97
1.8,2.97
2.0,2.97
2.2,2.95
2.4000000000000004,2.68
2.6,2.98
2.8000000000000003,2.97
3.0,2.97
3.2,2.97
3.4000000000000004,2.97
3.6,2.97
3.8000000000000003,2.98
4.0,2.97
4.2,2.97
4.4,2.96
4.6000000000000005,2.97
4.800000000000001,2.25
5.0,2.97
5.2,2.98
5.4,2.97
5.6000000000000005,2.98
5.800000000000001,2.97
6.0,2.98
6.2,2.97
6.4,2.97
6.6000000000000005,2.97
6.800000000000001,2.98
7.0,2.96
7.2,1.97
7.4,2.96
7.6000000000000005,2.97
7.800000000000001,2.97
8.0,2.96
8.200000000000001,2.98
8.4,2.98
8.6,2.99
8.8,2.99
9.0,2.97
9.200000000000001,2.98
9.4,2.98
9.600000000000001,1.04
