Time (s),IPC
0.0,1.39
0.2,2.9
0.4,2.88
0.6000000000000001,2.9
0.8,2.89
1.0,2.89
1.2000000000000002,2.89
1.4000000000000001,2.9
1.6,2.89
1.8,2.89
2.0,2.9
2.2,2.9
2.4000000000000004,2.89
2.6,2.89
2.8000000000000003,2.88
3.0,2.9
3.2,2.88
3.4000000000000004,2.89
3.6,2.89
3.8000000000000003,2.89
4.0,2.9
4.2,2.9
4.4,2.89
4.6000000000000005,2.9
4.800000000000001,2.9
5.0,2.88
5.2,2.89
5.4,2.9
5.6000000000000005,2.9
5.800000000000001,2.88
6.0,2.89
6.2,2.89
6.4,2.9
6.6000000000000005,2.89
6.800000000000001,2.9
7.0,2.89
7.2,2.89
7.4,2.9
7.6000000000000005,2.89
7.800000000000001,2.89
8.0,2.89
8.200000000000001,2.89
8.4,2.89
8.6,2.9
8.8,2.89
9.0,2.9
9.200000000000001,2.9
9.4,2.9
9.600000000000001,2.89
9.8,2.89
10.0,2.9
10.200000000000001,2.9
10.4,2.89
10.600000000000001,2.79
10.8,2.82
11.0,2.89
11.200000000000001,2.89
11.4,2.89
11.600000000000001,2.9
11.8,2.89
12.0,2.9
