Time (s),IPC
0.0,1.21
0.2,1.67
0.4,1.7
0.6000000000000001,2.34
0.8,2.34
1.0,2.34
1.2000000000000002,2.34
1.4000000000000001,2.34
1.6,2.34
1.8,2.34
2.0,2.34
2.2,2.31
2.4000000000000004,2.34
2.6,2.34
2.8000000000000003,2.34
3.0,2.34
3.2,2.34
3.4000000000000004,2.34
3.6,2.34
3.8000000000000003,2.34
4.0,2.36
4.2,2.34
4.4,2.34
4.6000000000000005,2.34
4.800000000000001,2.35
5.0,2.69
5.2,2.61
5.4,2.09
5.6000000000000005,2.34
5.800000000000001,2.34
6.0,2.35
6.2,2.34
6.4,2.34
6.6000000000000005,2.34
6.800000000000001,2.34
7.0,2.34
7.2,2.34
7.4,2.34
7.6000000000000005,2.34
7.800000000000001,2.31
8.0,2.34
8.200000000000001,2.34
8.4,2.34
8.6,2.34
8.8,2.34
9.0,2.34
9.200000000000001,2.34
9.4,2.34
9.600000000000001,2.34
9.8,2.29
10.0,2.89
10.200000000000001,2.49
10.4,2.2
10.600000000000001,2.33
10.8,2.36
11.0,2.36
11.200000000000001,2.36
11.4,2.36
11.600000000000001,2.36
11.8,2.36
12.0,2.36
12.200000000000001,2.37
12.4,2.36
12.600000000000001,2.36
12.8,2.36
13.0,2.37
13.200000000000001,2.36
13.4,2.36
13.600000000000001,2.36
13.8,2.36
14.0,2.36
14.200000000000001,2.36
14.4,2.36
14.600000000000001,2.36
14.8,2.53
15.0,2.89
15.200000000000001,2.12
15.4,2.35
15.600000000000001,2.35
15.8,2.35
16.0,2.35
16.2,2.32
16.400000000000002,2.34
16.6,2.35
16.8,2.35
17.0,2.35
17.2,2.35
17.400000000000002,2.35
17.6,2.35
17.8,2.35
18.0,2.35
18.2,2.35
18.400000000000002,2.35
18.6,2.35
18.8,2.35
19.0,2.35
19.200000000000003,2.32
19.400000000000002,2.34
19.6,2.31
19.8,2.88
20.0,2.51
20.200000000000003,2.27
20.400000000000002,2.38
20.6,2.38
20.8,2.38
21.0,2.38
21.200000000000003,2.38
21.400000000000002,2.38
21.6,2.38
21.8,2.38
22.0,2.34
22.200000000000003,2.38
22.400000000000002,2.37
22.6,2.37
22.8,2.4
23.0,2.38
23.200000000000003,2.38
23.400000000000002,2.38
23.6,2.38
23.8,2.37
24.0,2.38
24.200000000000003,2.38
24.400000000000002,2.33
24.6,2.84
24.8,2.62
25.0,2.05
25.200000000000003,2.35
25.400000000000002,2.35
25.6,2.35
25.8,2.36
26.0,2.36
26.200000000000003,2.35
26.400000000000002,2.35
26.6,2.35
26.8,2.35
27.0,2.35
27.200000000000003,2.35
27.400000000000002,2.35
27.6,2.32
27.8,2.35
28.0,2.35
28.200000000000003,2.35
28.400000000000002,2.35
28.6,2.34
28.8,2.35
29.0,2.35
29.200000000000003,2.35
29.400000000000002,2.51
29.6,2.9
29.8,2.17
30.0,2.35
30.200000000000003,2.35
30.400000000000002,2.32
30.6,2.35
30.8,2.35
31.0,2.35
31.200000000000003,2.35
31.400000000000002,2.35
31.6,2.35
31.8,2.35
32.0,2.37
32.2,2.35
32.4,2.35
32.6,2.35
32.800000000000004,2.35
33.0,2.35
33.2,2.33
33.4,2.35
33.6,2.35
33.800000000000004,2.31
34.0,2.35
34.2,2.35
34.4,2.69
34.6,2.9
34.800000000000004,1.98
35.0,2.36
35.2,2.36
35.4,2.36
35.6,2.36
35.800000000000004,2.36
36.0,2.36
36.2,2.34
36.4,2.36
36.6,2.36
36.800000000000004,2.36
37.0,2.36
37.2,2.36
37.4,2.36
37.6,2.36
37.800000000000004,2.36
38.0,2.36
38.2,2.35
38.400000000000006,2.36
38.6,2.36
38.800000000000004,2.36
39.0,2.34
39.2,2.35
39.400000000000006,2.9
39.6,2.42
39.800000000000004,2.22
40.0,2.35
40.2,2.36
40.400000000000006,2.35
40.6,2.35
40.800000000000004,2.35
41.0,2.36
41.2,2.35
41.400000000000006,2.36
41.6,2.35
41.800000000000004,2.32
42.0,2.35
42.2,2.35
42.400000000000006,2.35
42.6,2.34
42.800000000000004,2.36
43.0,2.35
43.2,2.35
43.400000000000006,2.31
43.6,2.35
43.800000000000004,2.35
44.0,2.35
44.2,2.69
44.400000000000006,2.9
44.6,2.03
44.800000000000004,2.34
45.0,2.34
45.2,2.34
45.400000000000006,2.34
45.6,2.34
45.800000000000004,2.34
46.0,2.34
46.2,2.34
46.400000000000006,2.34
46.6,2.34
46.800000000000004,2.35
47.0,2.34
47.2,2.34
47.400000000000006,2.32
47.6,2.33
47.800000000000004,2.34
48.0,2.35
48.2,2.34
48.400000000000006,2.34
48.6,2.34
48.800000000000004,2.34
49.0,2.31
49.2,2.75
49.400000000000006,2.65
49.6,2.07
49.800000000000004,2.36
50.0,2.35
