Time (s),IPC
0.0,0.9
0.2,1.65
0.4,1.62
0.6000000000000001,1.65
0.8,1.68
1.0,1.69
1.2000000000000002,1.69
1.4000000000000001,1.72
1.6,1.68
1.8,1.67
2.0,1.93
2.2,3.07
2.4000000000000004,3.07
2.6,3.07
2.8000000000000003,3.07
3.0,3.07
3.2,3.07
3.4000000000000004,3.07
3.6,3.07
3.8000000000000003,3.07
4.0,3.03
4.2,3.06
4.4,3.06
4.6000000000000005,0.67
4.800000000000001,0.7
5.0,0.67
5.2,0.7
5.4,0.91
5.6000000000000005,0.92
5.800000000000001,0.81
6.0,0.66
6.2,0.66
6.4,0.64
6.6000000000000005,0.66
6.800000000000001,0.66
7.0,0.66
7.2,3.77
7.4,1.51
