Time (s),IPC
0.0,1.15
0.2,2.28
0.4,2.29
0.6000000000000001,2.21
0.8,2.57
1.0,2.63
1.2000000000000002,2.64
1.4000000000000001,2.65
1.6,2.65
1.8,2.65
2.0,2.04
2.2,1.67
2.4000000000000004,1.67
2.6,1.44
2.8000000000000003,1.67
3.0,1.88
3.2,2.39
3.4000000000000004,2.39
3.6,2.32
3.8000000000000003,2.43
4.0,2.4
4.2,2.39
4.4,2.38
4.6000000000000005,2.38
4.800000000000001,2.38
5.0,2.39
5.2,2.39
5.4,2.39
5.6000000000000005,2.39
5.800000000000001,2.38
6.0,2.38
6.2,2.39
6.4,2.38
6.6000000000000005,2.37
6.800000000000001,2.41
7.0,2.39
7.2,2.38
7.4,2.37
7.6000000000000005,2.38
7.800000000000001,2.39
8.0,2.39
8.200000000000001,2.39
8.4,2.39
8.6,2.4
8.8,2.38
9.0,2.41
9.200000000000001,2.39
9.4,2.39
9.600000000000001,2.39
9.8,2.41
10.0,2.39
10.200000000000001,2.37
10.4,2.38
10.600000000000001,2.4
10.8,2.39
11.0,2.39
11.200000000000001,2.39
11.4,2.38
11.600000000000001,2.37
11.8,2.39
12.0,2.39
12.200000000000001,2.37
12.4,2.38
12.600000000000001,2.39
12.8,2.41
13.0,2.38
13.200000000000001,2.37
13.4,2.36
13.600000000000001,2.41
13.8,2.39
14.0,2.4
14.200000000000001,2.4
14.4,2.39
14.600000000000001,2.39
14.8,2.39
15.0,2.39
15.200000000000001,2.4
15.4,2.39
15.600000000000001,2.4
15.8,2.4
16.0,2.38
16.2,2.38
16.400000000000002,2.39
16.6,2.38
16.8,2.39
17.0,2.38
17.2,2.38
17.400000000000002,2.38
17.6,2.39
17.8,2.38
18.0,2.38
18.2,2.38
18.400000000000002,2.39
18.6,2.4
18.8,2.39
19.0,2.38
19.200000000000003,2.39
19.400000000000002,2.39
19.6,2.86
19.8,2.99
20.0,2.98
20.200000000000003,3.0
20.400000000000002,2.98
20.6,2.99
20.8,2.99
21.0,2.98
21.200000000000003,2.99
21.400000000000002,2.93
21.6,3.0
21.8,2.99
22.0,2.98
22.200000000000003,2.98
22.400000000000002,2.99
22.6,3.0
22.8,2.99
23.0,3.0
23.200000000000003,2.92
23.400000000000002,3.01
23.6,2.98
23.8,2.99
24.0,3.01
24.200000000000003,2.94
24.400000000000002,2.99
24.6,2.98
24.8,3.01
25.0,2.61
