Time (s),DRAM Power (W),IPC
0.0,0.0,0.7985797393311094
30.48,59019.98409999978,3.0044212512768533
60.85,53735.06269999998,0.18599010616482908
92.95,52869.76969999996,0.19421735024136663
94.91,3244.4735000000946,0.18723386682214754
96.51,2637.683399999878,0.180978092436025
98.41,3119.927000000098,0.1886918977191494
100.09,2765.981499999907,0.2026467299889944
131.95,52448.25149999997,0.18917882336318503
163.82,52617.693000000145,0.1888275440032898
195.6,52369.519299999956,0.1967314307937096
227.65,52764.55930000011,0.1963674965073122
259.62,52631.504199999836,0.20455286639314382
291.7,52796.8498000002,0.197618189400047
323.75,52874.53720000012,0.2304086360814878
355.32,52029.412500000035,0.19992832889646922
387.44,52888.48929999949,0.20570886085765805
