Time (s),DRAM Power (W),IPC
0.0001,0.00,1.68
0.3196,28.35,1.80
0.6502,30.18,1.55
0.9264,25.32,1.91
1.2250,25.84,1.77
1.4991,23.58,1.71
1.7069,17.82,1.96
1.9805,23.51,1.73
2.2654,24.48,1.86
2.5578,25.02,1.89
2.8349,23.92,1.66
3.0991,22.69,1.67
3.3093,18.01,1.89
3.6021,25.20,1.93
3.8713,23.25,1.87
4.0847,18.28,1.73
4.3527,23.05,1.76
4.5688,18.53,1.95
4.8517,24.28,1.73
5.1259,23.46,1.91
5.4076,24.01,1.88
5.7057,25.64,1.90
5.9979,25.06,1.74
6.2763,23.89,1.82
6.5106,20.23,1.90
11.8221,455.26,1.94
12.1035,24.30,1.71
12.3783,23.64,1.88
12.6579,24.11,1.99
12.9417,24.35,1.88
13.2470,26.18,1.86
13.5379,24.84,1.65
13.8096,23.41,1.73
14.0229,18.36,1.92
14.3080,24.60,1.75
14.5845,23.82,1.70
14.8669,24.87,2.20
15.1483,25.88,1.93
15.4343,25.12,2.03
15.7160,24.40,2.12
15.9354,19.02,1.88
16.2138,23.93,1.92
16.4227,17.70,1.68
16.7002,23.81,1.72
16.9043,17.41,1.79
17.1847,24.02,1.73
17.4542,23.04,1.79
17.7272,23.40,1.88
18.0352,26.34,1.87
18.3129,23.87,1.66
18.5855,23.31,1.71
18.7887,17.45,1.65
18.9885,17.14,2.00
19.2661,23.84,1.95
19.5655,25.78,1.72
19.8335,23.00,1.72
20.1162,24.26,1.64
20.3125,16.82,1.96
20.5878,23.59,1.72
20.8574,23.08,1.94
21.1593,25.90,1.64
21.4401,24.11,1.75
21.7178,23.76,1.91
21.9973,23.98,1.91
22.2728,23.66,2.28
22.5537,25.05,2.18
22.8445,26.43,1.94
23.1364,25.01,1.94
23.4309,25.36,1.83
23.7101,23.95,1.89
23.9211,17.95,1.88
24.1381,18.56,1.72
24.4247,24.51,1.77
24.6446,18.76,1.90
24.9205,23.64,1.69
25.2018,24.10,1.72
25.4801,23.90,1.81
25.7603,24.13,1.96
26.0437,24.34,1.69
26.3467,26.03,1.65
26.6384,25.20,1.69
26.9114,23.50,1.87
27.1986,24.76,1.92
27.4808,24.24,1.73
27.7692,24.71,1.67
28.0657,25.57,1.66
28.3570,25.07,1.82
28.6600,26.12,1.86
28.9423,24.25,1.75
29.1587,18.57,1.99
29.4297,23.34,1.84
29.7024,23.46,1.75
29.9840,25.03,2.10
30.2576,25.23,2.09
30.5438,24.72,1.85
30.8321,25.03,2.12
31.1619,28.33,1.94
31.4581,25.34,1.81
31.7486,24.99,1.90
31.9848,20.24,1.71
32.2489,22.67,1.91
32.5411,25.13,1.90
32.8081,23.05,1.92
33.0087,17.26,2.01
33.2841,23.67,1.97
33.5556,23.28,1.92
33.8546,25.64,1.69
34.1419,24.77,1.72
34.4270,24.49,1.83
34.7419,27.13,1.95
35.0472,26.27,1.94
35.3140,22.88,1.72
35.6134,25.80,1.75
35.9114,25.60,1.67
36.1131,17.30,1.88
36.4067,25.45,1.84
36.6942,24.79,1.66
36.9684,23.59,1.65
37.1852,18.66,1.86
37.4858,26.56,2.03
37.7523,24.02,1.91
37.9647,18.89,2.13
38.2319,23.05,2.09
38.5102,24.03,1.83
38.7981,24.77,0.85
