Time (s),DRAM Power (W),IPC
0.0000,0.00,1.74
0.2252,20.00,3.02
0.5117,24.79,1.30
0.7915,24.06,1.39
1.0603,22.86,1.35
1.2885,19.47,1.28
1.5703,24.26,1.39
1.8488,23.91,1.35
2.1642,27.00,1.34
2.4922,28.11,1.33
2.7694,23.77,1.28
2.9999,19.62,1.37
3.2109,18.11,1.28
3.4338,19.26,1.29
3.6479,19.07,0.69
3.9262,25.12,0.83
4.2093,26.13,2.71
4.4848,24.87,2.55
4.7799,24.86,1.81
5.1342,30.95,1.81
5.4450,27.15,1.23
5.7171,23.25,1.35
5.9841,22.65,1.36
6.2544,23.01,1.33
6.5530,25.43,1.35
6.8330,23.98,1.28
7.0390,17.60,1.39
7.3254,24.43,1.26
7.6151,24.77,1.25
7.8960,23.94,1.25
8.1744,23.82,1.35
8.4551,24.46,1.29
8.7335,24.98,0.58
9.0407,27.72,0.82
9.3236,26.21,2.61
9.6111,24.18,2.56
9.8042,16.30,0.61
10.0873,25.48,3.41
10.3749,24.71,1.35
10.6568,24.10,1.29
10.8460,16.11,1.38
11.0420,16.66,1.39
11.2463,17.39,1.26
11.5283,24.14,1.25
11.7302,17.24,1.39
12.0054,23.53,1.39
12.2877,24.19,1.24
12.5570,22.98,1.25
12.8378,24.21,1.35
13.1163,23.97,1.18
13.4133,26.48,0.62
13.6814,24.43,0.72
13.9717,27.25,2.23
14.2501,23.57,2.41
14.5421,24.80,2.61
14.8076,24.13,2.02
15.0792,23.33,1.19
15.3651,24.41,1.37
15.6333,22.95,1.35
15.8492,18.41,1.22
16.1405,24.91,1.39
16.4158,23.59,1.35
16.7011,24.50,1.21
16.9785,23.86,1.30
17.2646,24.55,1.40
17.5687,26.14,1.41
17.8462,23.97,1.48
18.1241,24.87,0.66
18.4067,26.97,2.54
18.6973,25.33,2.71
18.9837,24.16,2.08
19.2618,24.89,2.05
19.5566,25.37,1.35
19.8497,25.04,1.24
20.1484,25.49,1.19
20.4246,23.55,1.22
20.6396,18.32,1.23
20.8357,16.76,1.34
21.1219,24.36,1.26
21.3946,23.24,1.23
21.6649,23.06,1.20
21.8760,18.13,1.38
22.1818,26.09,1.30
22.4553,23.36,1.41
22.6731,19.54,0.67
22.9537,26.79,2.28
23.2281,24.32,2.68
23.5030,23.28,1.49
23.7906,25.64,2.57
24.0688,23.87,1.34
24.3295,22.20,1.32
24.5428,18.17,1.26
24.8149,23.23,1.25
25.0169,17.31,1.38
25.2850,22.97,1.29
25.5632,23.72,1.20
25.8237,22.20,1.30
26.1163,24.94,1.21
26.4048,24.71,1.39
26.6801,23.50,1.41
26.8874,17.75,1.18
27.1696,25.09,0.75
27.4637,27.61,2.53
27.7619,26.78,2.68
28.0302,22.62,2.59
28.2596,19.62,2.00
28.5993,30.24,1.36
28.8859,24.57,1.25
29.1660,23.79,1.38
29.4405,23.36,1.38
29.7102,23.16,1.22
29.9981,24.62,1.20
30.2776,23.94,1.23
30.5710,25.19,1.35
30.8701,25.73,1.44
31.1406,23.17,1.42
31.3614,18.94,1.36
31.6551,25.55,1.47
31.9223,24.20,0.60
32.2090,27.70,2.34
32.4988,24.45,2.52
32.7600,22.05,0.66
33.0373,24.88,3.05
33.3049,22.90,1.23
33.5985,24.94,1.30
33.8807,24.09,1.27
34.1811,25.58,1.22
34.4694,24.62,1.24
34.7550,24.42,1.20
35.0365,24.17,1.35
35.3315,25.36,1.36
35.6066,23.53,1.26
35.8885,24.27,1.28
36.1773,25.01,1.19
36.4684,26.07,0.61
36.7717,29.39,2.38
37.0476,23.60,2.64
37.3358,24.33,0.76
37.6105,24.71,2.67
37.9062,25.45,1.19
38.1865,23.95,1.37
38.4594,23.12,1.35
38.6726,18.18,1.26
38.9526,23.97,1.39
39.2294,23.64,1.39
39.5079,23.78,1.34
39.8007,25.15,1.34
40.1054,26.11,1.26
40.3943,24.77,1.32
40.6008,17.54,1.49
40.8684,23.55,1.34
41.1603,26.85,2.16
41.4348,25.40,2.70
41.7181,23.90,2.46
41.9979,24.67,3.09
42.2770,24.30,1.35
42.5577,23.97,1.27
42.8392,24.13,1.27
43.1050,22.56,1.23
43.3319,19.43,1.36
43.6197,24.60,1.33
43.9009,24.11,1.21
44.1819,23.89,1.19
44.4640,24.21,1.28
44.7510,24.64,1.22
45.0523,25.80,1.37
45.3443,25.69,1.35
45.6423,27.06,0.56
45.9370,28.04,2.45
46.2228,24.05,2.39
46.4317,17.64,0.71
46.7175,25.73,0.84
