Time (s),DRAM Power (W),IPC
0.0001,0.00,1.55
0.2325,20.23,1.02
0.4447,17.88,1.33
0.6558,17.96,0.94
0.8847,19.12,1.18
1.1147,19.25,1.50
1.3469,19.59,1.15
1.5761,19.17,0.71
1.8054,19.25,1.38
2.0359,19.28,1.15
2.2646,19.02,0.99
2.4945,19.26,1.35
2.7258,19.29,1.04
2.9543,19.08,0.92
3.1866,19.37,0.89
3.4218,19.72,1.42
3.6530,19.45,1.12
3.8845,19.27,1.06
4.1186,19.55,1.27
4.3523,19.60,1.03
4.5863,19.64,1.04
4.8178,19.30,1.05
5.0511,19.61,1.08
5.2835,19.41,1.10
5.5174,19.57,1.05
5.7517,20.01,1.08
5.9846,20.40,1.15
6.2164,20.54,1.27
6.4481,20.32,1.06
6.6822,19.97,1.03
6.9147,19.84,1.16
7.1503,20.07,0.97
7.3838,20.10,1.11
7.6182,20.05,1.23
7.8547,20.29,0.90
8.0903,20.20,1.10
8.3233,19.97,1.31
8.5571,19.96,0.84
8.7842,19.45,1.04
9.0178,21.92,0.93
9.2511,21.50,1.27
9.4824,20.94,0.72
9.7132,21.93,1.01
9.9479,20.48,1.08
10.1822,22.32,1.05
10.4156,20.86,0.97
10.6454,21.93,1.12
10.8755,20.50,0.83
11.1054,21.83,1.14
11.3347,20.53,1.17
11.4850,13.77,0.99
11.7183,22.36,1.34
11.9478,19.77,0.83
12.1811,22.25,1.20
12.4129,20.43,1.19
12.5632,13.76,0.78
12.7950,22.32,1.36
13.0258,19.95,1.30
13.1762,14.39,1.14
13.4072,21.34,1.10
13.6384,20.63,0.89
13.8725,22.50,1.03
14.1030,19.92,1.26
14.3378,21.92,1.14
14.5690,20.86,0.92
14.8019,21.96,1.13
15.0373,21.61,1.11
15.2712,21.15,0.78
15.5012,21.92,0.97
15.7359,20.36,1.14
15.9715,22.74,1.00
16.2030,20.20,1.15
16.3533,14.72,1.07
16.5862,21.08,0.84
16.8195,22.23,1.38
17.0520,20.66,1.04
17.2834,22.07,1.22
17.5171,20.82,1.21
17.6675,13.96,0.88
17.9017,22.42,1.30
18.1343,20.15,1.20
18.3698,22.66,1.29
18.6026,20.24,0.80
18.8348,22.53,0.46
19.0675,20.54,1.16
19.3021,22.37,0.98
19.5361,20.71,1.09
19.7684,22.58,1.34
20.0042,20.62,0.88
20.2376,22.46,0.98
20.4706,20.63,0.96
20.6210,14.06,0.86
20.8546,22.12,1.12
21.0876,20.37,0.78
21.3244,22.67,1.42
21.5541,19.87,1.12
21.7807,21.86,1.01
22.0130,20.48,0.98
22.1633,13.97,1.14
22.3979,21.98,1.19
22.6310,20.81,1.16
22.7813,14.61,0.96
23.0106,19.86,0.89
23.2429,22.81,1.07
23.4732,19.83,0.82
23.7055,22.32,1.25
23.9444,20.90,1.06
24.1729,21.44,0.89
24.4061,21.32,0.95
24.6420,21.39,0.89
24.8740,21.91,0.90
25.1092,20.25,0.93
25.2595,14.34,0.93
25.4099,14.02,1.01
25.6450,20.44,1.16
25.8764,22.76,0.99
26.1062,19.94,1.35
26.3357,22.24,1.34
26.5691,20.65,1.11
26.7963,21.59,0.99
27.0293,20.44,1.28
27.2628,22.23,1.02
27.4946,20.06,1.10
27.7250,22.61,1.55
27.9548,19.89,0.92
28.1889,22.46,1.12
28.4206,20.20,1.07
28.5709,14.20,1.01
28.8038,21.84,1.35
29.0357,20.12,1.05
29.2654,19.94,1.06
29.4157,12.99,1.23
29.6443,19.96,1.17
29.8788,20.30,1.08
30.1112,19.80,1.02
