Time (s),DRAM Power (W),IPC
75.6153,19.28,1.27
75.8431,19.07,0.79
76.0716,19.17,0.94
76.2994,19.11,1.11
76.5277,19.12,0.97
76.7569,19.33,0.91
76.9862,19.23,0.89
77.2132,19.07,0.93
77.4434,19.32,1.03
77.6717,19.24,0.79
77.9011,19.40,0.97
78.1275,18.91,1.52
78.3552,19.07,0.81
78.5837,19.12,0.76
78.8114,19.16,0.95
79.0420,19.35,1.02
79.2694,19.05,1.17
79.4975,19.14,0.89
79.7258,19.18,1.35
79.9512,18.89,1.08
80.1811,19.23,1.01
80.4076,18.92,0.73
80.6333,18.97,0.83
80.8621,19.18,1.03
81.0916,19.26,1.24
81.3179,18.97,0.81
81.5428,18.87,1.06
81.7720,19.31,1.01
81.9995,19.07,1.18
82.2296,19.37,0.83
82.4617,19.40,1.11
82.6916,19.25,1.19
82.9218,19.29,1.20
83.1522,19.24,0.84
83.3795,19.00,0.95
83.6072,19.12,0.89
83.8354,19.08,0.86
84.0636,19.15,0.87
84.2916,19.13,0.89
84.5197,19.21,1.46
84.7491,19.29,1.08
84.9775,19.26,0.79
85.2074,19.39,0.26
85.4356,19.01,0.97
85.6629,19.04,1.12
85.8910,19.19,1.03
86.1123,18.54,1.18
86.3401,19.07,1.09
86.5634,18.73,1.32
86.7917,19.15,0.86
87.0201,19.07,0.90
87.2473,19.06,0.76
87.4761,19.15,0.71
87.7050,19.12,0.80
87.9361,19.30,0.86
88.1652,19.07,0.95
88.3957,19.25,1.07
88.6277,19.33,1.02
88.8570,19.13,0.85
89.0876,19.13,0.89
89.3167,18.98,1.35
89.5457,19.08,1.33
89.7732,19.00,0.73
90.0058,19.33,0.79
90.2342,19.04,1.17
90.4643,19.22,0.85
90.6912,18.97,1.35
90.9163,18.79,0.94
91.1437,19.04,1.25
91.3712,19.06,1.07
91.5972,18.93,1.01
91.8233,18.93,0.40
92.0518,19.08,0.77
92.2743,18.63,0.97
92.5003,18.84,1.09
92.7275,19.10,1.01
92.9596,19.36,0.89
93.1857,18.93,0.97
93.4132,19.03,0.52
93.6399,18.98,0.96
93.8673,19.17,0.76
94.0967,19.28,0.84
94.3240,19.06,1.09
94.5464,18.67,1.23
94.7728,18.99,0.79
94.9999,18.93,1.01
95.2271,19.08,1.44
95.4546,19.03,1.00
95.6844,19.38,0.80
95.9130,19.24,1.07
96.1409,20.50,0.76
96.3701,20.46,1.10
96.5989,18.97,0.64
96.8276,19.13,1.10
97.0606,19.41,0.95
97.2889,18.96,0.93
97.5154,18.80,0.88
97.7448,20.69,0.84
97.9756,19.06,1.00
98.2028,18.82,1.26
98.4288,18.74,1.22
98.6564,18.91,1.14
98.8852,19.00,0.99
99.1151,20.77,1.13
99.3433,19.26,0.96
99.4937,12.65,1.48
99.7212,19.19,1.43
