Time (s),DRAM Power (W),IPC
0.0000,0.00,1.33
0.2318,20.17,1.11
0.4584,20.13,1.24
0.6626,18.37,0.95
0.8881,20.21,0.88
1.1184,20.50,0.73
1.3444,19.84,1.00
1.5727,19.17,0.94
1.8010,19.21,0.89
2.0317,19.39,0.73
2.2620,19.25,0.88
2.4898,19.12,1.00
2.7194,19.19,1.09
2.9525,19.47,0.95
3.1808,19.15,0.89
3.4075,19.05,0.95
3.6354,19.14,1.06
3.8644,19.15,0.99
4.0959,19.40,0.84
4.3269,19.42,1.23
4.5564,19.30,0.90
4.7831,18.96,0.77
5.0114,18.96,0.91
5.2431,19.29,0.92
5.4744,19.35,0.79
5.7069,19.45,0.86
5.9374,19.39,0.93
6.1704,19.49,0.99
6.3994,19.21,0.75
6.6259,19.00,0.98
6.8536,19.07,1.00
7.0833,19.26,1.03
7.3104,18.98,0.90
7.5394,19.12,1.27
7.7683,19.21,1.09
7.9949,18.99,0.86
8.2227,19.12,0.94
8.4517,19.21,1.55
8.6791,19.10,0.87
8.9097,19.34,0.99
9.1354,18.92,1.34
9.3646,19.06,1.17
9.5917,18.99,0.85
9.8199,19.00,0.92
10.0517,19.37,1.17
10.2822,19.23,1.08
10.5093,18.93,1.32
10.7367,19.02,1.25
10.9651,19.08,0.35
11.1913,18.96,0.92
11.4218,19.33,0.82
11.6517,19.21,0.93
11.8820,19.23,0.99
12.1129,19.22,0.84
12.3413,19.04,0.85
12.5715,19.18,0.95
12.8013,19.14,1.04
13.0295,19.03,0.78
13.2583,19.00,1.03
13.4830,18.75,1.00
13.7074,18.72,0.81
13.9359,19.05,0.73
14.1732,19.82,0.88
14.4043,19.19,0.88
14.6298,18.82,0.81
14.8581,19.10,1.21
15.0880,19.20,1.01
15.3149,20.07,0.79
15.5450,18.96,1.09
15.7711,18.73,1.08
16.0020,19.14,1.11
16.2309,18.85,0.18
16.4580,18.73,0.93
16.6890,19.14,1.06
16.9197,19.02,1.12
17.1479,18.87,0.84
17.3748,19.54,0.88
17.6031,18.90,0.96
17.8323,18.93,1.00
18.0574,18.52,1.03
18.2861,18.87,0.97
18.5132,18.73,0.92
18.7409,18.92,0.96
18.9692,18.86,1.03
19.1948,18.60,1.00
19.4241,19.85,1.10
19.6534,19.23,0.98
19.8799,19.92,1.08
20.1083,20.16,0.90
20.3317,19.35,0.77
20.5620,19.56,1.04
20.7900,19.43,0.88
21.0173,19.18,0.88
21.2459,19.36,1.17
21.4713,18.96,1.08
21.6995,19.36,1.00
21.9258,19.09,1.09
22.1552,19.34,1.09
22.3840,19.35,0.95
22.6117,19.23,0.86
22.8378,19.16,0.97
23.0653,19.27,1.39
23.2919,19.13,0.97
23.5250,19.84,1.22
23.7528,19.40,1.07
23.9808,19.74,0.92
24.2088,19.04,1.01
24.4356,19.25,1.04
24.6659,19.74,1.03
24.8939,20.19,1.25
25.1241,20.63,1.07
25.3471,19.89,1.18
25.5706,19.69,1.20
25.7946,19.79,0.98
26.0252,20.58,0.97
26.2519,19.88,1.30
26.4781,20.07,1.27
26.7064,20.36,0.88
26.9416,20.62,1.25
27.1692,18.99,1.16
27.3991,19.12,0.96
27.6261,18.96,1.02
27.8578,19.29,0.97
28.0877,19.16,1.07
28.3179,19.17,0.98
28.5378,18.40,0.97
28.7685,19.35,1.45
28.9975,18.96,0.74
29.2274,19.09,0.84
29.4572,19.13,1.08
29.6854,19.02,1.16
29.9108,18.74,0.86
30.1338,18.61,1.01
30.3611,19.00,0.99
30.5893,19.04,0.83
30.8195,19.28,1.00
31.0487,19.10,1.15
31.2775,19.11,1.15
31.5071,19.18,1.00
31.7364,19.29,0.94
31.9654,19.22,1.29
32.1951,19.16,1.20
32.4276,19.43,1.18
32.6530,18.82,1.15
32.8821,19.11,1.27
33.1086,18.84,1.32
33.3350,18.82,0.98
33.5616,18.82,1.09
33.7881,18.92,0.86
34.0164,19.05,1.07
34.2446,19.01,0.85
34.4744,19.14,1.22
34.7038,19.11,0.93
34.9331,19.10,0.88
35.1616,19.15,0.99
35.3892,19.08,0.86
35.6172,19.08,0.87
35.8458,19.04,0.91
36.0749,19.09,0.92
36.3015,19.03,1.24
36.5282,18.89,0.64
36.7578,19.12,0.99
36.9843,18.92,1.24
37.2113,18.97,0.78
37.4385,18.91,1.00
37.6652,19.00,0.96
37.8935,19.06,1.35
38.1250,19.29,0.92
38.3559,19.25,1.16
38.5847,19.01,0.93
38.8127,19.08,0.96
39.0408,18.90,1.00
39.2671,18.83,1.03
39.4949,18.97,0.98
39.7283,19.43,0.98
39.9561,19.06,1.02
40.1812,18.78,0.85
40.4116,19.13,0.99
40.6392,19.00,1.01
40.8630,18.54,0.86
41.0899,18.88,1.15
41.3172,18.93,0.95
41.5474,19.21,0.79
41.7745,19.00,0.88
42.0036,19.05,0.93
42.2370,19.52,0.76
42.4674,19.19,1.04
42.6946,19.03,1.08
42.9195,18.62,0.95
43.1503,19.29,1.05
43.3794,19.03,1.06
43.6061,18.89,0.86
43.8371,19.18,0.90
44.0671,19.23,0.23
44.2976,19.21,1.09
44.5278,19.10,0.79
44.7563,19.02,0.83
44.9859,19.04,1.23
45.2136,18.92,1.16
45.4414,18.99,0.84
45.6699,19.02,0.94
45.8997,19.24,1.16
46.1282,18.99,0.97
46.3565,19.03,0.92
46.5837,18.96,1.17
46.8125,19.03,1.01
47.0411,19.06,0.82
47.2723,19.25,1.03
47.5020,19.10,0.95
47.7316,19.10,0.88
47.9573,18.90,0.96
48.1865,19.15,1.10
48.4135,18.90,0.97
48.6412,19.03,0.84
48.8692,19.10,1.09
49.0976,19.12,0.98
49.3260,19.10,0.98
49.5528,18.87,1.00
49.7799,18.97,0.97
50.0074,18.95,1.15
50.2356,18.93,1.17
50.4640,18.93,1.28
50.6902,18.93,1.05
50.9173,18.91,0.91
51.1480,19.23,0.99
51.3801,19.29,1.11
51.6079,19.01,0.88
51.8356,19.16,1.06
52.0654,19.18,0.99
52.2939,19.04,0.91
52.5207,19.05,1.04
52.7475,19.02,0.91
52.9775,19.16,1.12
53.2069,19.12,1.28
53.4345,18.97,0.91
53.6631,19.11,1.04
53.8884,18.87,1.21
54.1187,19.23,1.01
54.3502,19.34,0.94
54.5798,19.19,0.92
54.8081,19.07,1.39
55.0377,19.15,0.86
55.2664,19.13,0.99
55.4937,18.98,0.78
55.7224,19.13,0.83
55.9504,19.04,0.93
56.1776,19.02,0.88
56.4052,18.96,0.88
56.6321,18.89,1.03
56.8549,18.69,0.87
57.0833,19.04,0.82
57.3119,19.06,1.01
57.5398,19.04,0.93
57.7692,19.16,1.15
57.9970,18.99,0.95
58.2252,19.08,0.90
58.4531,18.97,0.75
58.6794,18.81,0.89
58.9084,19.08,1.04
59.1347,18.83,0.78
59.3603,18.84,1.03
59.5884,19.02,0.95
59.8165,19.06,0.89
60.0478,19.21,0.85
60.2723,18.64,1.01
60.5030,19.14,0.23
60.7353,19.33,0.78
60.9629,18.92,1.04
61.1938,19.28,1.39
61.4207,18.83,0.69
61.6482,18.94,0.94
61.8752,18.96,1.10
62.1060,19.25,0.88
62.3338,19.04,1.23
62.5621,19.02,0.81
62.7903,19.03,0.92
63.0204,19.07,1.14
63.2483,19.00,0.98
63.4759,18.93,1.19
63.7047,18.94,0.91
63.9379,19.34,0.87
64.1672,19.00,1.13
64.3940,18.86,1.26
64.6243,19.20,0.78
64.8517,18.91,1.01
65.0810,19.07,0.93
65.3098,19.02,1.40
65.5385,19.05,0.95
65.7678,19.13,0.95
65.9980,19.19,1.15
66.2255,18.99,0.72
66.4553,19.24,1.21
66.6855,19.24,0.86
66.9157,19.23,1.14
67.1463,19.28,0.93
67.3737,18.93,1.04
67.6018,19.14,1.09
67.8286,18.94,1.03
68.0553,18.97,1.26
68.2861,19.24,1.02
68.5160,19.22,0.86
68.7490,19.56,0.97
68.9768,19.13,1.13
69.2046,19.02,1.04
69.4345,19.18,0.87
69.6630,19.04,0.87
69.8915,19.05,0.91
70.1185,19.08,1.37
70.3467,19.13,1.03
70.5730,18.91,1.09
70.8012,19.07,1.36
71.0283,18.90,1.33
71.2593,19.40,0.94
71.4872,19.13,0.54
71.7149,19.04,1.40
71.9459,19.38,0.93
72.1778,19.43,1.17
72.4032,18.97,0.98
72.6312,19.18,1.29
72.8614,19.31,1.27
73.0889,19.10,0.90
73.3203,19.32,1.00
73.5496,19.18,0.99
73.7839,19.56,1.15
74.0121,19.03,1.36
74.2393,18.92,0.91
74.4699,19.29,0.93
74.6990,19.06,1.02
74.9280,19.18,1.06
75.1544,18.83,1.05
75.3852,19.11,1.33
