Time (s),DRAM Power (W),IPC
0.0001,0.00,0.65
0.2326,20.15,2.27
0.4593,19.00,1.41
0.6826,18.90,0.90
0.9106,19.17,1.00
1.1414,19.41,0.99
1.3714,19.25,1.15
1.6022,19.42,0.94
1.8346,19.55,0.68
2.0679,19.58,0.91
2.2974,19.14,1.06
2.5305,19.50,0.97
2.7584,19.28,0.98
2.9901,19.35,1.06
3.2229,19.48,0.90
3.4568,19.54,1.04
3.6871,19.45,1.18
3.9228,19.80,0.92
4.1551,19.49,0.82
4.3824,19.14,1.33
4.6162,19.66,1.12
4.8477,19.49,0.96
5.0811,19.53,1.09
5.3124,19.40,1.04
5.5451,19.49,0.89
5.7729,19.09,1.18
6.0025,19.20,0.98
6.2307,19.05,0.88
6.4621,19.34,0.89
6.6894,19.07,0.93
6.9182,19.05,1.09
7.1501,19.39,0.92
7.3771,18.98,1.00
7.6076,19.34,1.12
7.8331,18.87,1.09
8.0632,19.28,0.86
8.2948,19.36,1.12
8.5230,19.10,1.02
8.7540,19.39,0.98
8.9894,19.66,1.09
9.2180,19.25,1.00
9.4457,19.03,1.10
9.6695,18.77,0.90
9.8988,19.20,0.89
10.1275,19.07,1.19
10.3564,19.16,0.80
10.5901,19.43,1.70
10.8200,19.19,1.02
11.0512,19.32,0.88
11.2826,19.23,0.98
11.5136,19.26,1.15
11.7436,19.19,1.04
11.9849,20.14,0.99
12.2145,19.17,1.44
12.4465,19.27,0.95
12.6763,19.33,1.10
12.9064,19.20,1.20
13.1393,19.45,0.91
13.3720,19.45,0.87
13.6028,19.32,0.89
13.8318,19.12,1.04
14.0641,19.43,1.06
14.2940,19.13,1.24
14.5221,19.08,0.91
14.7542,19.53,0.89
14.9835,19.15,1.40
15.2131,19.16,1.33
15.4423,19.14,0.95
15.6745,19.25,0.86
15.9054,19.32,1.09
16.1365,19.35,1.07
16.3685,19.32,0.85
16.5989,19.25,0.93
16.8300,19.32,0.84
17.0629,19.42,0.89
17.2946,19.45,0.99
17.5287,19.49,1.12
17.7544,18.88,1.18
17.9851,19.31,0.88
18.2177,19.51,1.19
18.4502,19.46,0.97
18.6819,19.32,0.89
18.9159,19.59,1.28
19.1478,19.37,0.81
19.3800,19.36,0.89
19.6117,19.30,1.02
19.8409,19.13,0.92
20.0713,19.28,0.88
20.3013,19.26,1.35
20.5312,19.24,1.00
20.7630,19.49,0.94
20.9902,19.00,0.87
21.2232,19.56,1.43
21.4562,19.49,0.87
21.6894,19.70,0.90
21.9212,19.46,1.03
22.1513,19.34,0.90
22.3810,19.35,0.90
22.6129,19.40,0.97
22.8402,19.04,1.00
23.0725,19.31,1.01
23.3027,19.30,1.43
23.5341,19.28,0.93
23.7653,19.45,0.93
23.9973,19.34,1.00
24.2297,19.42,0.82
24.4622,19.52,0.94
24.6929,19.39,0.97
24.9244,19.45,1.00
25.1550,19.28,0.87
25.3870,19.47,0.94
25.6167,19.24,1.16
25.8467,19.38,1.07
26.0783,19.33,1.08
26.3099,19.40,1.20
26.5419,19.47,0.88
26.7710,19.18,0.86
26.9971,18.88,1.37
27.2284,19.23,0.93
27.4575,19.15,0.99
27.6889,19.39,1.28
27.9243,19.67,1.08
28.1584,19.60,0.97
28.3890,19.24,0.65
28.6220,19.58,1.27
28.8535,19.30,0.97
29.0863,19.59,0.93
29.3227,19.77,1.37
29.5555,19.44,0.88
29.7864,19.30,0.95
30.0192,19.37,1.11
30.2510,19.41,0.96
30.4822,19.23,0.81
30.7164,19.55,1.28
30.9459,19.16,1.27
31.1787,19.41,1.04
31.4132,19.62,1.13
31.6463,19.36,0.94
31.8801,19.54,1.00
32.1129,19.36,1.16
32.3459,19.36,0.90
32.5788,19.46,1.05
32.8115,19.40,0.94
33.0443,19.53,0.86
33.2805,19.72,0.96
33.5145,19.56,1.28
33.7453,19.35,0.94
33.9753,19.25,1.17
34.2104,19.60,1.29
34.4426,19.39,0.98
34.6712,19.12,0.98
34.9040,19.58,1.21
35.1377,19.48,0.83
35.3718,19.55,0.94
35.6042,19.56,0.98
35.8379,19.57,0.80
36.0708,19.51,1.00
36.3064,19.67,1.19
36.5391,19.35,1.03
36.7727,19.65,1.06
37.0049,19.59,1.08
37.2384,19.67,0.31
37.4748,19.82,1.06
37.7074,19.66,0.97
37.9386,19.51,1.07
38.1734,19.86,0.82
38.4070,19.75,0.69
38.6412,19.91,0.98
38.8747,19.98,0.92
39.1084,19.91,1.23
39.3420,20.00,0.90
39.5754,20.04,0.78
39.8081,19.88,1.14
40.0404,19.82,1.02
40.2758,20.02,0.84
40.5095,20.10,0.73
40.7434,20.87,1.15
40.9768,20.90,1.27
41.2071,20.52,0.91
41.4374,20.50,1.14
41.6647,20.27,1.04
41.8919,20.22,0.89
42.1261,20.85,0.96
42.3597,20.91,1.05
42.5915,20.64,0.71
42.8241,20.72,1.19
43.0574,20.78,0.75
43.2905,20.63,0.84
43.5241,20.75,1.07
43.7548,20.43,0.93
43.9889,21.46,0.94
44.2197,22.84,1.33
44.4518,20.13,1.14
44.6833,19.19,0.36
44.9142,21.92,1.06
45.1468,19.76,1.09
