System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
20:05:43.827,0.0,1.12,0.0,0.0,2.99,12.36,2.87,0.18,0.27
20:05:43.927,0.0,1.0,0.0,0.0,6.05,25.27,2.54,0.13,0.2
20:05:44.028,0.0,1.0,0.0,0.0,5.5,25.15,2.39,0.14,0.15
20:05:44.128,0.0,1.0,0.0,0.0,5.5,24.6,2.27,0.14,0.13
20:05:44.229,0.0,1.0,0.0,0.0,5.28,25.35,2.26,0.12,0.1
20:05:44.340,0.01,1.53,0.01,0.02,152.25,7.52,5.91,0.84,1.19
20:05:44.429,0.05,2.82,0.01,0.02,615.22,2.5,12.58,1.23,1.67
20:05:44.529,0.33,1.48,1.12,0.68,4157.04,29.76,12.07,1.64,1.98
20:05:44.629,0.34,1.23,1.31,0.67,4253.13,36.27,11.63,1.67,1.98
20:05:44.730,0.33,1.25,1.39,0.67,4152.8,34.89,11.8,1.69,2.0
20:05:44.829,0.34,1.21,1.34,0.65,4169.01,36.43,11.56,1.67,2.0
20:05:44.929,0.35,1.27,1.29,0.68,4283.91,35.68,11.61,1.64,1.99
20:05:45.029,0.33,1.16,1.28,0.71,4081.93,37.0,12.19,1.69,2.13
20:05:45.130,0.34,1.25,1.41,0.69,4201.62,35.23,11.79,1.7,2.0
20:05:45.230,0.33,1.16,1.38,0.68,4132.03,37.39,11.66,1.7,2.02
20:05:45.330,0.31,1.2,1.25,0.62,3825.43,33.48,11.38,1.65,1.99
20:05:45.431,0.26,0.97,0.99,0.68,3207.79,34.53,12.48,1.64,2.33
20:05:45.531,0.25,0.83,0.96,0.57,3160.06,39.92,12.12,1.59,2.33
20:05:45.632,0.26,0.83,1.02,0.6,3248.71,40.62,12.22,1.6,2.34
20:05:45.731,0.26,0.86,0.96,0.57,3194.63,39.35,12.06,1.59,2.33
20:05:45.831,0.26,0.83,0.97,0.58,3196.73,40.73,12.2,1.59,2.37
20:05:45.931,0.27,1.02,1.09,0.66,3404.68,34.63,11.77,1.63,2.15
20:05:46.030,0.35,1.23,1.27,0.65,4324.21,37.2,11.41,1.63,1.98
20:05:46.131,0.33,1.23,1.39,0.72,4142.67,35.09,11.8,1.72,2.0
20:05:46.232,0.35,1.25,1.48,0.73,4328.89,36.53,11.77,1.7,1.99
20:05:46.331,0.24,1.25,0.94,0.57,3005.07,25.28,11.91,1.58,2.16
20:05:46.432,0.31,1.3,1.22,0.61,3834.66,31.01,11.75,1.65,2.0
20:05:46.532,0.33,1.25,1.39,0.67,4107.67,34.56,11.75,1.68,2.0
20:05:46.632,0.36,1.31,1.3,0.64,4514.41,36.49,11.69,1.64,1.98
20:05:46.732,0.28,1.33,1.16,0.62,3514.74,27.76,11.62,1.64,2.0
20:05:46.832,0.31,1.1,1.17,0.68,3818.32,36.51,11.87,1.65,2.15
20:05:46.933,0.29,1.0,1.19,0.63,3699.57,38.63,12.08,1.65,2.2
20:05:47.032,0.31,1.13,1.24,0.65,3844.23,35.89,11.93,1.65,2.14
20:05:47.132,0.31,1.09,1.23,0.64,3885.5,37.6,11.8,1.66,2.1
20:05:47.231,0.26,0.95,1.03,0.7,3272.46,36.46,12.41,1.63,2.35
20:05:47.332,0.26,0.81,0.93,0.57,3239.64,41.57,12.14,1.59,2.36
20:05:47.432,0.26,0.82,0.99,0.6,3298.38,42.11,12.26,1.62,2.35
20:05:47.533,0.26,0.81,0.99,0.6,3259.54,41.88,12.29,1.63,2.36
20:05:47.633,0.26,0.82,0.94,0.57,3209.4,40.85,12.22,1.6,2.36
20:05:47.733,0.25,1.05,0.97,0.57,3089.94,31.15,11.72,1.57,2.21
20:05:47.833,0.36,1.28,1.33,0.64,4523.81,37.31,11.74,1.66,1.98
20:05:47.934,0.35,1.29,1.41,0.7,4432.54,36.02,11.89,1.7,2.0
20:05:48.034,0.34,1.25,1.41,0.67,4264.11,35.95,11.74,1.69,1.98
20:05:48.134,0.31,1.21,1.24,0.67,3857.86,33.7,11.64,1.64,2.04
20:05:48.233,0.36,1.28,1.3,0.62,4507.77,37.22,11.65,1.65,1.98
20:05:48.334,0.35,1.24,1.47,0.72,4376.35,37.18,11.71,1.71,1.98
20:05:48.435,0.34,1.19,1.34,0.64,4209.08,37.17,11.54,1.68,1.99
20:05:48.535,0.28,0.99,1.11,0.68,3491.72,36.53,12.21,1.64,2.24
20:05:48.635,0.26,0.82,1.0,0.56,3242.26,41.52,12.04,1.6,2.33
20:05:48.735,0.26,0.84,1.04,0.58,3263.62,40.65,12.09,1.61,2.31
20:05:48.836,0.27,0.83,1.03,0.57,3333.98,41.98,12.14,1.62,2.33
20:05:48.939,0.23,0.86,0.86,0.48,2873.48,34.84,11.85,1.56,2.3
20:05:49.036,0.17,1.18,0.61,0.39,2158.66,19.19,11.81,1.46,2.27
20:05:49.136,0.34,1.22,1.4,0.73,4206.15,36.46,11.81,1.71,2.02
20:05:49.236,0.35,1.2,1.45,0.7,4322.73,38.06,11.59,1.7,1.99
20:05:49.337,0.34,1.16,1.43,0.69,4222.56,38.17,11.65,1.7,1.99
20:05:49.437,0.34,1.22,1.23,0.69,4245.92,36.49,11.61,1.65,2.0
20:05:49.537,0.32,1.14,1.34,0.72,3995.36,37.11,11.69,1.69,2.05
20:05:49.638,0.32,1.15,1.39,0.7,3998.18,36.52,11.51,1.71,2.01
20:05:49.738,0.32,1.12,1.32,0.67,3977.36,37.29,11.44,1.69,1.99
20:05:49.839,0.33,1.1,1.42,0.72,4124.56,39.16,11.53,1.72,1.99
20:05:49.938,0.27,0.95,1.09,0.71,3341.94,37.14,12.31,1.66,2.31
20:05:50.039,0.27,0.83,1.01,0.58,3363.89,42.36,12.22,1.62,2.35
20:05:50.139,0.26,0.81,1.06,0.61,3290.16,42.62,12.29,1.64,2.35
20:05:50.240,0.27,0.83,1.0,0.57,3440.83,43.02,12.2,1.62,2.33
20:05:50.339,0.24,0.83,1.06,0.64,2980.21,37.59,12.04,1.63,2.33
20:05:50.438,0.34,1.14,1.13,0.61,4169.28,38.65,11.73,1.61,2.1
20:05:50.538,0.35,1.23,1.44,0.73,4318.56,37.17,11.64,1.7,2.0
20:05:50.638,0.33,1.17,1.43,0.69,4145.59,37.42,11.64,1.71,1.99
20:05:50.738,0.34,1.22,1.41,0.69,4268.63,36.78,11.63,1.68,1.99
20:05:50.838,0.34,1.27,1.23,0.68,4287.66,35.3,11.88,1.64,2.04
20:05:50.939,0.34,1.22,1.43,0.72,4282.56,36.95,11.8,1.72,2.0
20:05:51.038,0.34,1.17,1.44,0.7,4255.01,38.3,11.58,1.7,1.98
20:05:51.138,0.33,1.18,1.43,0.7,4170.65,37.21,11.52,1.68,1.98
20:05:51.239,0.35,1.33,1.22,0.73,4444.99,35.03,11.91,1.67,1.99
20:05:51.339,0.34,1.23,1.39,0.72,4172.26,35.78,11.66,1.7,1.99
20:05:51.439,0.34,1.18,1.4,0.71,4227.86,37.53,11.63,1.7,1.99
20:05:51.539,0.33,1.22,1.39,0.75,4138.39,35.83,11.75,1.71,2.0
20:05:51.640,0.36,1.21,1.32,0.75,4558.8,39.47,11.78,1.71,2.01
20:05:51.739,0.33,1.16,1.34,0.69,4100.65,37.43,11.44,1.68,1.98
20:05:51.838,0.34,1.19,1.4,0.71,4184.12,37.07,11.55,1.68,1.99
20:05:51.939,0.33,1.26,1.29,0.7,4112.85,34.06,11.88,1.68,2.02
20:05:52.039,0.34,1.14,1.29,0.73,4222.97,39.14,11.85,1.67,2.1
20:05:52.139,0.33,1.18,1.42,0.72,4165.19,37.04,11.68,1.7,1.99
20:05:52.239,0.33,1.19,1.39,0.69,4122.53,36.22,11.57,1.69,1.99
20:05:52.339,0.33,1.2,1.47,0.74,4152.19,36.35,11.72,1.71,2.0
20:05:52.440,0.37,1.33,1.32,0.77,4658.49,36.67,12.02,1.7,2.01
20:05:52.540,0.34,1.2,1.41,0.7,4175.26,36.61,11.59,1.71,1.99
20:05:52.641,0.35,1.25,1.43,0.71,4339.66,36.32,11.82,1.71,1.99
20:05:52.741,0.31,1.2,1.3,0.7,3909.75,33.95,11.74,1.69,2.01
20:05:52.841,0.29,0.9,0.98,0.67,3527.62,41.39,12.47,1.62,2.39
20:05:52.940,0.27,0.82,0.95,0.59,3327.35,42.45,12.17,1.6,2.34
20:05:53.041,0.26,0.82,0.99,0.62,3303.11,42.03,12.23,1.62,2.34
20:05:53.141,0.27,0.86,1.04,0.66,3352.27,40.85,12.25,1.64,2.34
20:05:53.241,0.25,0.84,0.96,0.62,3121.52,38.8,12.37,1.61,2.37
20:05:53.342,0.32,1.25,1.28,0.66,3984.51,33.29,11.78,1.67,2.03
20:05:53.442,0.34,1.18,1.41,0.67,4214.87,37.66,11.61,1.7,2.0
20:05:53.541,0.34,1.14,1.42,0.68,4267.58,39.54,11.41,1.68,1.99
20:05:53.641,0.28,1.45,1.08,0.53,3504.03,25.85,11.72,1.59,1.97
20:05:53.741,0.04,2.3,0.04,0.03,503.48,2.49,13.12,1.24,2.25
20:05:53.842,0.04,2.49,0.03,0.02,549.89,2.42,13.39,1.24,2.15
20:05:53.942,0.05,2.56,0.04,0.02,594.0,2.48,13.11,1.23,2.07
