CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
540,250,5188.62,3778.69,26.52
400,250,5111.32,3815.3,26.14
300,250,5105.57,4184.61,25.99
280,250,5061.89,4261.02,26.13
260,250,5073.45,4000.25,26.01
240,250,5011.42,4124.68,26.1
220,250,4856.16,4044.94,26.21
200,250,4756.27,4265.97,26.87
180,250,4526.05,4263.04,28.04
160,250,4195.39,4388.15,29.25
140,250,3937.79,4412.8,31.41
120,250,3830.05,4776.5,35.69
540,250,5023.34,3819.23,25.47
400,250,5093.62,3927.18,25.97
300,250,5066.52,4182.19,26.0
280,250,5021.3,4217.34,26.04
260,250,5089.59,4188.96,26.08
240,250,5121.92,4297.94,26.69
