CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,23.344592094421387
65,120,18.977699995040894
65,140,28.51019549369812
65,160,18.581212997436523
65,180,18.532211542129517
65,200,23.869913578033447
65,220,28.502753257751465
65,240,27.195006608963013
65,260,25.25800895690918
70,100,33.054161071777344
70,120,24.545485496520996
70,140,19.624685764312744
70,160,19.069746017456055
70,180,18.157942056655884
70,200,22.30197787284851
70,220,26.68422794342041
70,240,19.376564502716064
70,260,24.174248456954956
75,100,34.118751525878906
75,120,27.50760316848755
75,140,27.511826992034912
75,160,19.962788105010986
75,180,30.08555579185486
75,200,27.613895416259766
75,220,33.00860333442688
75,240,23.930394887924194
75,260,30.732335567474365
80,100,33.605700731277466
80,120,29.855894088745117
80,140,31.666365385055542
80,160,32.60767340660095
80,180,31.499083280563354
80,200,17.730660915374756
80,220,29.217796802520752
80,240,31.49284863471985
80,260,32.05854654312134
85,100,31.737395524978638
85,120,22.221384048461914
85,140,29.050283908843994
85,160,29.266262769699097
85,180,31.736199855804443
85,200,31.719634294509888
85,220,27.4543616771698
85,240,25.72933030128479
85,260,17.78058671951294
90,100,30.241609811782837
90,120,25.360708951950073
90,140,29.062289476394653
90,160,25.9753155708313
90,180,22.940437078475952
90,200,24.249708652496338
90,220,31.906484603881836
90,240,24.41885757446289
90,260,24.80495834350586
95,100,16.815968990325928
95,120,17.036006927490234
95,140,16.15113353729248
95,160,30.95148277282715
95,180,16.288759469985962
95,200,16.553605794906616
95,220,30.66194200515747
95,240,16.223763465881348
95,260,29.492351531982422
100,100,20.420366525650024
100,120,30.159963130950928
100,140,30.71777367591858
100,160,31.09614324569702
100,180,30.074318170547485
100,200,27.223196268081665
100,220,29.911053895950317
100,240,30.131004333496094
100,260,19.803341388702393
105,100,32.77765989303589
105,120,30.595528602600098
105,140,29.978065013885498
105,160,29.613232135772705
105,180,30.04373836517334
105,200,25.127418041229248
105,220,29.090392112731934
105,240,30.435568809509277
105,260,29.412368059158325
110,100,31.387656211853027
110,120,30.79868221282959
110,140,30.548764944076538
110,160,30.228606462478638
110,180,30.281259775161743
110,200,30.14139699935913
110,220,30.563005208969116
110,240,29.81758952140808
110,260,29.83421039581299
115,100,31.573561191558838
115,120,29.200599670410156
115,140,28.934180974960327
115,160,28.475878715515137
115,180,28.76087188720703
115,200,28.425801753997803
115,220,29.037444591522217
115,240,29.164371490478516
115,260,28.858449697494507
120,100,30.19030237197876
120,120,28.869759798049927
120,140,28.4642071723938
120,160,28.12664794921875
120,180,28.908568620681763
120,200,27.65574860572815
120,220,28.57653784751892
120,240,28.9888699054718
120,260,28.85675859451294
125,100,31.73110795021057
125,120,28.362358570098877
125,140,28.839280128479004
125,160,28.67473340034485
125,180,29.121484994888306
125,200,28.97920036315918
125,220,28.833683013916016
125,240,28.86172842979431
125,260,28.68049430847168
