CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,64.19308948516846
65,120,63.74616980552673
65,140,63.28177237510681
65,160,63.6965594291687
65,180,63.43321394920349
65,200,63.182776927948
65,220,63.05921006202698
65,240,63.26318097114563
65,260,63.59887480735779
70,100,57.13658666610718
70,120,55.06544017791748
70,140,54.85568046569824
70,160,53.324005126953125
70,180,55.72414541244507
70,200,54.83977460861206
70,220,55.006911277770996
70,240,58.13315939903259
70,260,55.4975163936615
75,100,47.42500638961792
75,120,47.06789422035217
75,140,46.856515407562256
75,160,47.15034341812134
75,180,47.28679609298706
75,200,46.81027841567993
75,220,46.763761043548584
75,240,46.986294746398926
75,260,46.74467992782593
80,100,44.312716484069824
80,120,44.356322288513184
80,140,44.26845932006836
80,160,44.015886068344116
80,180,43.742278814315796
80,200,44.52172064781189
80,220,44.95659947395325
80,240,44.723809242248535
80,260,44.89118194580078
85,100,50.44870185852051
85,120,47.80596733093262
85,140,47.54223680496216
85,160,48.81812930107117
85,180,48.59244775772095
85,200,48.32817316055298
85,220,49.36398720741272
85,240,47.47371768951416
85,260,48.37652325630188
90,100,42.355255126953125
90,120,46.58907747268677
90,140,46.10280966758728
90,160,46.96225643157959
90,180,45.79175782203674
90,200,46.252540826797485
90,220,44.658143281936646
90,240,45.55660557746887
90,260,45.595210790634155
95,100,37.76458811759949
95,120,38.02428388595581
95,140,37.96666693687439
95,160,37.770029067993164
95,180,37.71266555786133
95,200,37.65244722366333
95,220,37.700379610061646
95,240,37.55963373184204
95,260,37.51197338104248
100,100,38.30102252960205
100,120,37.95277380943298
100,140,38.65986490249634
100,160,38.29202055931091
100,180,37.746761322021484
100,200,37.41827178001404
100,220,37.80932569503784
100,240,37.191139936447144
100,260,38.36044001579285
105,100,39.100274085998535
105,120,39.636841773986816
105,140,38.49307155609131
105,160,37.872217893600464
105,180,38.39293432235718
105,200,37.9191358089447
105,220,37.35860085487366
105,240,39.091578006744385
105,260,39.32685089111328
110,100,35.81197953224182
110,120,35.71675753593445
110,140,35.623211145401
110,160,35.639503479003906
110,180,35.6361825466156
110,200,35.57600498199463
110,220,35.64782691001892
110,240,35.64131426811218
110,260,35.58751201629639
115,100,35.08359456062317
115,120,35.04848289489746
115,140,34.913384675979614
115,160,34.985111713409424
115,180,35.03117918968201
115,200,35.032625913619995
115,220,35.01795172691345
115,240,34.98512506484985
115,260,34.98485064506531
120,100,34.968178510665894
120,120,35.00032830238342
120,140,35.02169156074524
120,160,34.96640491485596
120,180,34.97967481613159
120,200,34.849671840667725
120,220,34.84474968910217
120,240,34.83961033821106
120,260,34.955742835998535
125,100,34.945019483566284
125,120,35.03343749046326
125,140,34.8759982585907
125,160,34.861146211624146
125,180,34.94089984893799
125,200,34.8525664806366
125,220,34.946903705596924
125,240,35.224692821502686
125,260,34.99483060836792
