CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,112.81185364723206
65,120,101.74468493461609
65,140,96.65701222419739
65,160,93.32276368141174
65,180,91.37087535858154
65,200,90.97324514389038
65,220,90.73548221588135
65,240,90.82689642906189
65,260,90.82295322418213
70,100,115.6388099193573
70,120,102.4540421962738
70,140,96.33188724517822
70,160,93.09662818908691
70,180,91.22191858291626
70,200,90.12777328491211
70,220,90.17064428329468
70,240,90.40014982223511
70,260,90.34156084060669
75,100,115.50892782211304
75,120,102.20548939704895
75,140,96.12612867355347
75,160,92.16832828521729
75,180,91.05520129203796
75,200,90.41236615180969
75,220,90.57912802696228
75,240,90.4186601638794
75,260,89.82213759422302
80,100,114.59008002281189
80,120,101.57704710960388
80,140,95.12007737159729
80,160,92.29184174537659
80,180,89.8565411567688
80,200,89.3912034034729
80,220,89.523029088974
80,240,89.65598058700562
80,260,89.63637113571167
85,100,114.47017669677734
85,120,101.12172508239746
85,140,95.22535133361816
85,160,91.60547852516174
85,180,89.84285259246826
85,200,89.27499127388
85,220,89.55867052078247
85,240,89.55158972740173
85,260,89.5536139011383
90,100,114.80406475067139
90,120,101.34432554244995
90,140,95.21801805496216
90,160,91.96279621124268
90,180,90.13720607757568
90,200,89.49702477455139
90,220,90.03078603744507
90,240,89.87161660194397
90,260,89.67014789581299
95,100,114.82557487487793
95,120,100.99137878417969
95,140,95.36731028556824
95,160,92.07561445236206
95,180,90.11709523200989
95,200,89.58050751686096
95,220,89.9925377368927
95,240,89.8015353679657
95,260,89.78573822975159
100,100,114.85987997055054
100,120,100.98778295516968
100,140,95.32902097702026
100,160,91.47072219848633
100,180,89.7092080116272
100,200,89.22941160202026
100,220,89.30911874771118
100,240,89.7728922367096
100,260,89.51849055290222
105,100,114.28683257102966
105,120,100.91081428527832
105,140,94.73318338394165
105,160,91.25438666343689
105,180,89.45698285102844
105,200,88.83862495422363
105,220,89.05683755874634
105,240,89.00930905342102
105,260,89.0787582397461
110,100,114.53413414955139
110,120,100.83485770225525
110,140,94.77737307548523
110,160,91.4077775478363
110,180,89.50850677490234
110,200,88.87841558456421
110,220,89.00990080833435
110,240,89.03164839744568
110,260,89.07612466812134
115,100,114.43403172492981
115,120,100.77050805091858
115,140,94.70937705039978
115,160,91.26830315589905
115,180,89.41159272193909
115,200,88.83165645599365
115,220,88.95948529243469
115,240,88.98582339286804
115,260,88.97435307502747
120,100,114.50794172286987
120,120,100.77637791633606
120,140,94.72130870819092
120,160,91.2052001953125
120,180,89.35334181785583
120,200,88.73618793487549
120,220,88.93424272537231
120,240,88.92834877967834
120,260,88.93070149421692
125,100,114.64043140411377
125,120,100.81439733505249
125,140,94.71627044677734
125,160,91.27297449111938
125,180,89.40060687065125
125,200,88.78892612457275
125,220,88.93643641471863
125,240,88.9620509147644
125,260,88.9476466178894
