CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,57.28189039230347
65,120,26.838597774505615
65,140,26.470940828323364
65,160,26.552605390548706
65,180,26.55232000350952
65,200,26.5921790599823
65,220,26.577688455581665
65,240,26.604976892471313
65,260,26.59612464904785
70,100,56.469818353652954
70,120,26.014667749404907
70,140,25.598968029022217
70,160,25.63128089904785
70,180,25.700133562088013
70,200,25.7675199508667
70,220,25.74453330039978
70,240,25.80547046661377
70,260,25.832393169403076
75,100,55.58866763114929
75,120,25.41523051261902
75,140,24.986796379089355
75,160,25.042762517929077
75,180,25.117475509643555
75,200,25.151874542236328
75,220,25.37009310722351
75,240,25.23051118850708
75,260,25.239752769470215
80,100,55.98076605796814
80,120,25.417723894119263
80,140,25.374682903289795
80,160,25.270525455474854
80,180,25.054734230041504
80,200,25.313329219818115
80,220,25.11036443710327
80,240,25.065298080444336
80,260,25.13180422782898
85,100,56.09284019470215
85,120,25.71062660217285
85,140,25.093695402145386
85,160,25.231351613998413
85,180,25.417970180511475
85,200,25.330731630325317
85,220,25.412442684173584
85,240,25.531672954559326
85,260,25.544132232666016
90,100,55.94184470176697
90,120,25.432575464248657
90,140,25.440109968185425
90,160,25.29429316520691
90,180,25.36297845840454
90,200,25.53866744041443
90,220,25.31931781768799
90,240,25.431880950927734
90,260,25.223577737808228
95,100,55.49032759666443
95,120,25.041255950927734
95,140,25.111823320388794
95,160,24.434011697769165
95,180,24.775569915771484
95,200,25.06096386909485
95,220,24.948252201080322
95,240,25.16130518913269
95,260,24.76494574546814
100,100,54.940932512283325
100,120,24.792703866958618
100,140,24.1019229888916
100,160,24.193227291107178
100,180,24.25645112991333
100,200,24.28458523750305
100,220,24.471293687820435
100,240,24.493057012557983
100,260,24.36911916732788
105,100,55.13476490974426
105,120,24.59216332435608
105,140,24.08738923072815
105,160,24.158122777938843
105,180,24.237157821655273
105,200,24.332119464874268
105,220,24.355543851852417
105,240,24.33155846595764
105,260,24.329063892364502
110,100,54.83501362800598
110,120,24.551862955093384
110,140,24.000377416610718
110,160,24.068066596984863
110,180,24.166964530944824
110,200,24.20607852935791
110,220,24.2631573677063
110,240,24.250287294387817
110,260,24.30749201774597
115,100,54.80058431625366
115,120,24.498226404190063
115,140,23.931061506271362
115,160,24.064767599105835
115,180,24.11238694190979
115,200,24.18406105041504
115,220,24.206640481948853
115,240,24.218870162963867
115,260,24.25077748298645
120,100,54.831571102142334
120,120,24.536163806915283
120,140,23.923710107803345
120,160,24.02680993080139
120,180,24.108105421066284
120,200,24.17060923576355
120,220,24.20362138748169
120,240,24.227600812911987
120,260,24.219433069229126
125,100,54.80938005447388
125,120,24.581729412078857
125,140,23.951982021331787
125,160,24.027017831802368
125,180,24.105963230133057
125,200,24.16151785850525
125,220,24.20213484764099
125,240,24.220977306365967
125,260,24.207226753234863
