CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,2156.16,3744.31,24.22
105,240,2165.13,3818.3,24.26
105,220,2160.97,3879.04,24.26
105,200,2166.82,3901.32,24.29
105,180,2173.88,3894.35,24.39
105,160,2188.63,3821.8,24.56
105,140,2279.18,3486.48,25.59
105,120,2394.65,3159.62,26.86
105,100,2627.3,2896.75,29.46
100,260,2109.8,3894.73,24.77
100,240,2063.58,3898.06,24.31
100,220,2107.6,3897.06,24.66
100,200,2094.36,3909.02,24.51
100,180,2104.3,3938.11,24.6
100,160,2119.53,3849.86,24.76
100,140,2188.59,3492.53,25.62
100,120,2305.95,3169.94,27.02
100,100,2538.05,2909.73,29.63
95,260,1994.97,3888.81,24.6
95,240,1993.21,3928.47,24.61
95,220,2010.26,3947.39,24.72
95,200,1996.5,3931.88,24.62
95,180,2000.8,3932.21,24.62
95,160,1998.12,3821.68,24.65
95,140,2085.91,3495.67,25.7
95,120,2195.56,3173.99,27.05
95,100,2401.68,2908.01,29.55
90,260,1899.39,3894.79,24.59
90,240,1899.68,3919.9,24.57
90,220,1914.56,3933.96,24.78
90,200,1914.86,3945.92,24.78
90,180,1914.39,3953.34,24.74
90,160,1920.91,3853.63,24.91
90,140,1995.57,3530.71,25.87
90,120,2097.78,3177.75,27.13
90,100,2305.09,2936.63,29.85
85,260,1811.72,3870.19,24.69
85,240,1816.17,3918.49,24.66
85,220,1824.28,3922.72,24.81
85,200,1826.52,3934.81,24.83
85,180,1820.75,3938.47,24.76
85,160,1838.27,3879.9,24.98
85,140,1897.23,3524.56,25.77
85,120,2008.79,3201.15,27.28
85,100,2190.36,2911.35,29.76
80,260,1701.84,3884.19,24.71
80,240,1707.12,3931.39,24.75
80,220,1714.21,3917.75,24.8
80,200,1708.82,3928.73,24.81
80,180,1712.72,3949.37,24.83
80,160,1724.96,3865.97,25.01
80,140,1852.52,3533.63,25.99
80,120,1876.88,3197.61,27.24
80,100,2045.92,2917.46,29.72
75,260,1609.41,3916.0,24.9
75,240,1669.76,3924.47,24.93
75,220,1620.55,3944.59,24.96
75,200,1677.83,3938.52,25.04
75,180,1620.36,3919.89,24.97
75,160,1631.18,3895.59,25.16
75,140,1681.48,3530.35,26.04
75,120,1776.56,3206.63,27.39
75,100,1909.08,2965.28,30.25
70,260,1539.25,3961.46,25.62
70,240,1539.15,4004.84,25.63
70,220,1543.46,3996.33,25.65
70,200,1587.93,4014.96,25.88
70,180,1550.94,3993.62,25.66
70,160,1547.77,3946.21,25.67
70,140,1604.44,3592.02,26.62
70,120,1690.84,3253.07,27.88
70,100,1843.38,2986.04,30.6
65,260,1519.35,3911.6,25.33
65,240,1489.67,3992.33,25.67
65,220,1510.23,4022.08,26.0
65,200,1500.24,3996.69,25.82
65,180,1499.71,4026.54,25.83
65,160,1507.25,3973.09,25.94
65,140,1544.36,3621.35,26.88
65,120,1637.17,3276.97,28.13
65,100,1781.32,2972.62,30.6
105,260,2137.77,3763.57,24.24
105,240,2159.18,3822.6,24.23
105,220,2152.87,3890.96,24.28
105,200,2148.21,3906.19,24.35
105,180,2179.97,3897.72,24.48
