CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,58.5304651260376
65,120,58.15541338920593
65,140,57.83875894546509
65,160,57.505258083343506
65,180,57.47423768043518
65,200,57.294946908950806
65,220,57.015382289886475
65,240,57.68145823478699
65,260,57.43696331977844
70,100,49.926716327667236
70,120,49.610106229782104
70,140,51.804033517837524
70,160,50.67855763435364
70,180,49.79171895980835
70,200,49.4072527885437
70,220,51.12505340576172
70,240,51.93369388580322
70,260,51.024343490600586
75,100,48.42344927787781
75,120,50.45710587501526
75,140,50.28694820404053
75,160,48.13797473907471
75,180,51.21448040008545
75,200,47.11951279640198
75,220,52.4764678478241
75,240,46.83508515357971
75,260,47.98920011520386
80,100,40.11547803878784
80,120,40.008644819259644
80,140,39.625083684921265
80,160,39.0796217918396
80,180,39.18961715698242
80,200,39.362842321395874
80,220,39.530306339263916
80,240,39.85402011871338
80,260,39.09215068817139
85,100,40.58095455169678
85,120,38.171189308166504
85,140,38.628798723220825
85,160,38.29245853424072
85,180,39.11744046211243
85,200,37.961254596710205
85,220,37.35348653793335
85,240,38.07536578178406
85,260,38.50264382362366
90,100,43.40177297592163
90,120,43.641353368759155
90,140,44.364917516708374
90,160,43.16586446762085
90,180,42.871132612228394
90,200,42.17155122756958
90,220,43.68712115287781
90,240,42.26197862625122
90,260,42.024269580841064
95,100,42.34717893600464
95,120,43.07830595970154
95,140,43.463759422302246
95,160,40.1370906829834
95,180,41.386446714401245
95,200,41.70758557319641
95,220,43.3283429145813
95,240,42.52776861190796
95,260,42.76965641975403
100,100,34.96196222305298
100,120,35.37264347076416
100,140,37.041035175323486
100,160,39.30248165130615
100,180,38.87502360343933
100,200,35.16034245491028
100,220,36.02841114997864
100,240,35.24812150001526
100,260,33.69750261306763
105,100,32.89335489273071
105,120,32.05458950996399
105,140,32.658501863479614
105,160,32.22662138938904
105,180,32.069445848464966
105,200,32.03436851501465
105,220,32.13229966163635
105,240,32.1212899684906
105,260,32.043346881866455
110,100,33.91344428062439
110,120,33.15470623970032
110,140,33.47826409339905
110,160,33.607577085494995
110,180,32.61513829231262
110,200,32.97048306465149
110,220,32.86336541175842
110,240,33.0972740650177
110,260,32.89366340637207
115,100,32.09586691856384
115,120,37.18262815475464
115,140,31.278255462646484
115,160,31.248748540878296
115,180,31.215713262557983
115,200,31.22215747833252
115,220,31.678231716156006
115,240,31.215705394744873
115,260,31.621063470840454
120,100,31.851719617843628
120,120,31.018146991729736
120,140,30.877973318099976
120,160,30.872111082077026
120,180,30.849068641662598
120,200,30.827674388885498
120,220,30.86125135421753
120,240,30.854002952575684
120,260,30.812678337097168
125,100,31.789955139160156
125,120,30.961551904678345
125,140,30.8941547870636
125,160,30.868082761764526
125,180,30.84366774559021
125,200,30.849575996398926
125,220,30.88373565673828
125,240,30.81862473487854
125,260,30.814566135406494
