CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,63.04,69.1,0.78
105,240,67.12,94.99,0.84
105,220,64.66,77.65,0.8
105,200,62.41,76.01,0.81
105,180,67.6,65.95,0.86
105,160,65.84,61.16,0.81
105,140,61.88,44.69,0.78
105,120,62.26,39.84,0.78
105,100,112.73,66.49,1.34
100,260,63.29,69.48,0.82
100,240,63.97,70.23,0.82
100,220,59.79,39.36,0.77
100,200,61.27,61.79,0.8
100,180,62.53,63.75,0.81
100,160,62.61,60.07,0.81
100,140,76.27,67.42,0.99
100,120,61.99,43.03,0.8
100,100,98.92,77.89,1.24
95,260,57.49,50.3,0.78
95,240,58.53,68.91,0.8
95,220,59.8,66.51,0.8
95,200,59.55,72.72,0.81
95,180,60.18,68.96,0.82
95,160,58.1,50.07,0.79
95,140,57.69,50.5,0.78
95,120,58.32,39.42,0.81
95,100,99.49,68.4,1.3
90,260,58.38,69.13,0.83
90,240,57.26,71.39,0.81
90,220,58.58,76.39,0.84
90,200,58.78,61.89,0.84
90,180,58.38,54.21,0.83
90,160,57.17,50.45,0.81
90,140,57.15,52.1,0.81
90,120,57.78,29.04,0.81
90,100,90.56,59.2,1.23
85,260,55.92,45.72,0.82
85,240,57.11,87.63,0.84
85,220,56.14,66.39,0.84
85,200,55.33,70.68,0.82
85,180,59.35,59.26,0.93
85,160,56.98,50.56,0.85
85,140,54.75,32.21,0.83
85,120,56.24,39.28,0.84
85,100,88.84,66.95,1.28
80,260,54.54,62.68,0.89
80,240,53.3,69.82,0.84
80,220,53.25,70.35,0.86
80,200,57.67,72.98,0.9
80,180,54.06,62.41,0.87
80,160,55.27,50.61,0.87
80,140,59.19,50.14,0.94
80,120,52.32,40.48,0.85
80,100,82.83,59.05,1.27
75,260,49.99,69.28,0.86
75,240,52.71,80.16,0.9
75,220,53.81,68.29,0.92
75,200,51.13,65.48,0.87
75,180,51.86,36.23,0.89
75,160,52.68,31.17,0.89
75,140,52.13,34.19,0.89
75,120,51.4,39.54,0.87
75,100,82.65,78.64,1.33
70,260,54.49,69.1,0.98
70,240,55.66,95.69,1.0
70,220,57.01,67.96,1.03
70,200,55.64,62.07,1.0
70,180,55.58,56.76,1.0
70,160,56.3,60.28,1.02
70,140,55.46,45.89,0.99
70,120,56.08,40.31,1.01
70,100,84.37,81.02,1.45
65,260,57.96,89.4,1.1
65,240,58.51,72.76,1.12
65,220,58.43,71.84,1.11
65,200,58.46,89.45,1.11
65,180,56.7,63.73,1.08
65,160,58.19,77.37,1.11
65,140,56.74,63.74,1.08
65,120,57.38,53.73,1.08
65,100,82.44,71.21,1.49
105,260,66.86,95.14,0.83
105,240,67.07,86.88,0.83
105,220,65.78,74.8,0.83
105,200,65.09,74.01,0.81
105,180,62.37,65.25,0.77
105,160,65.73,67.61,0.83
105,140,65.08,53.75,0.8
105,120,64.12,39.58,0.8
105,100,107.84,83.78,1.29
100,260,66.03,77.12,0.85
100,240,62.5,55.91,0.81
100,220,61.25,69.7,0.79
100,200,60.24,38.56,0.78
100,180,61.77,60.49,0.8
100,160,65.59,54.91,0.85
100,140,62.58,46.65,0.81
100,120,63.64,39.26,0.82
100,100,99.54,71.64,1.24
95,260,58.2,45.41,0.79
95,240,61.65,86.69,0.86
95,220,58.16,67.72,0.79
95,200,58.82,66.41,0.82
95,180,60.89,53.02,0.83
95,160,59.89,49.66,0.81
95,140,58.77,47.48,0.84
95,120,56.17,40.97,0.79
95,100,94.41,69.92,1.24
90,260,55.27,54.5,0.79
90,240,57.51,55.68,0.81
90,220,58.58,75.12,0.84
90,200,59.1,66.1,0.84
90,180,61.27,56.3,0.9
90,160,56.68,47.31,0.81
90,140,57.09,44.06,0.82
90,120,58.99,38.98,0.84
90,100,92.2,72.87,1.26
85,260,55.73,75.91,0.83
85,240,55.08,75.84,0.83
85,220,57.41,78.23,0.86
85,200,53.25,60.28,0.81
85,180,57.49,62.68,0.86
85,160,56.27,51.57,0.83
85,140,57.43,45.44,0.86
85,120,55.85,39.42,0.84
85,100,89.21,69.57,1.3
80,260,52.66,77.54,0.85
80,240,52.98,69.38,0.86
80,220,52.81,67.93,0.85
80,200,53.7,61.24,0.85
80,180,54.61,56.42,0.86
80,160,54.81,53.07,0.88
80,140,61.12,51.12,0.99
80,120,52.64,40.23,0.85
80,100,83.59,59.05,1.27
75,260,51.68,56.47,0.88
75,240,52.03,71.36,0.89
75,220,57.04,68.03,0.98
75,200,55.54,39.19,0.97
75,180,53.07,53.14,0.9
75,160,52.87,50.08,0.9
75,140,50.98,26.98,0.88
75,120,51.55,39.74,0.88
75,100,82.58,71.84,1.33
70,260,52.75,53.59,0.95
70,240,55.35,72.4,1.0
70,220,54.61,64.47,0.98
70,200,54.68,62.13,0.98
70,180,56.01,57.47,1.0
70,160,57.71,51.68,1.04
70,140,56.78,44.37,1.03
70,120,55.79,40.58,1.0
70,100,87.83,82.57,1.49
65,260,56.0,85.1,1.08
65,240,56.79,82.59,1.09
65,220,57.0,69.44,1.08
65,200,57.71,87.73,1.1
65,180,57.08,72.16,1.09
65,160,56.78,49.91,1.09
65,140,57.96,64.64,1.11
65,120,57.55,53.02,1.09
65,100,82.73,70.43,1.5
105,260,68.48,95.09,0.84
105,240,62.73,69.02,0.77
105,220,65.77,76.96,0.81
105,200,63.64,72.32,0.8
105,180,63.44,68.36,0.79
105,160,65.07,52.86,0.8
105,140,61.64,45.67,0.77
105,120,65.09,43.56,0.79
105,100,104.09,77.03,1.23
100,260,62.81,74.22,0.81
100,240,60.2,42.61,0.78
100,220,62.08,66.38,0.81
100,200,61.96,53.42,0.79
100,180,61.51,66.02,0.8
100,160,61.73,53.35,0.8
100,140,63.27,51.22,0.82
100,120,63.11,39.89,0.82
100,100,98.9,69.91,1.24
95,260,59.39,70.65,0.82
95,240,59.43,68.61,0.8
95,220,59.25,66.99,0.8
95,200,58.18,62.39,0.79
95,180,60.1,64.95,0.82
95,160,59.7,52.57,0.82
95,140,60.47,45.66,0.83
95,120,59.41,40.34,0.81
95,100,98.26,70.09,1.3
90,260,54.15,69.66,0.83
90,240,59.55,47.68,0.83
90,220,58.43,66.97,0.84
90,200,56.59,61.41,0.81
90,180,57.89,63.32,0.82
90,160,56.89,50.44,0.82
90,140,58.9,45.85,0.84
90,120,58.2,25.06,0.83
90,100,90.6,67.42,1.24
85,260,59.41,72.33,0.89
85,240,58.04,55.59,0.85
85,220,56.11,76.62,0.83
85,200,56.19,63.12,0.83
85,180,57.56,56.47,0.85
85,160,57.9,61.39,0.88
85,140,55.77,28.42,0.82
85,120,56.74,47.57,0.84
85,100,88.14,68.39,1.26
80,260,58.07,73.77,0.94
80,240,52.61,69.68,0.85
80,220,52.69,67.94,0.86
80,200,55.94,64.05,0.87
80,180,52.82,53.71,0.86
80,160,52.9,54.82,0.86
80,140,54.0,53.0,0.87
80,120,58.68,41.41,0.93
80,100,84.86,54.03,1.28
75,260,52.27,77.01,0.89
75,240,52.28,69.81,0.89
75,220,52.85,57.95,0.9
75,200,51.52,62.63,0.88
75,180,52.28,60.23,0.89
75,160,52.68,39.21,0.89
75,140,56.04,44.14,0.97
75,120,54.19,43.46,0.96
75,100,83.21,72.2,1.34
70,260,54.72,69.58,0.99
70,240,53.05,75.33,0.96
70,220,57.91,75.05,1.04
70,200,55.11,62.87,1.0
70,180,53.33,68.25,0.97
70,160,53.15,50.04,0.96
70,140,55.94,46.08,1.01
70,120,57.65,41.22,1.06
70,100,86.22,69.71,1.47
65,260,56.55,79.48,1.07
65,240,56.73,69.18,1.09
65,220,58.09,69.67,1.11
65,200,56.93,83.03,1.08
65,180,56.64,70.79,1.09
65,160,57.93,76.77,1.1
65,140,57.28,65.92,1.08
65,120,57.79,55.22,1.1
65,100,83.07,70.27,1.5
