CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,660.46,1148.26,7.47
105,240,655.09,1137.48,7.51
105,220,659.5,1164.66,7.49
105,200,655.23,1159.55,7.49
105,180,655.51,1166.38,7.49
105,160,656.24,1110.13,7.43
105,140,670.25,991.94,7.56
105,120,685.81,863.01,7.76
105,100,742.12,796.25,8.4
100,260,629.06,1156.74,7.45
100,240,632.86,1180.84,7.47
100,220,627.34,1182.8,7.46
100,200,627.99,1162.48,7.44
100,180,627.58,1163.41,7.44
100,160,629.51,1114.94,7.46
100,140,642.4,990.56,7.57
100,120,652.67,881.65,7.81
100,100,712.86,792.77,8.45
95,260,603.5,1142.92,7.49
95,240,601.78,1174.16,7.45
95,220,597.5,1170.4,7.44
95,200,602.54,1179.09,7.49
95,180,602.93,1176.82,7.54
95,160,604.14,1125.79,7.48
95,140,606.32,988.65,7.54
95,120,629.18,880.84,7.81
95,100,681.36,797.64,8.45
90,260,571.17,1167.54,7.46
90,240,570.86,1163.85,7.48
90,220,572.45,1170.53,7.47
90,200,572.46,1165.43,7.45
90,180,573.47,1191.01,7.52
90,160,569.21,1095.62,7.46
90,140,578.58,970.36,7.55
90,120,599.51,882.48,7.83
90,100,652.43,806.16,8.49
85,260,543.56,1165.98,7.47
85,240,547.62,1149.35,7.49
85,220,543.15,1171.53,7.48
85,200,545.05,1178.76,7.46
85,180,543.43,1179.58,7.46
85,160,543.69,1104.56,7.49
85,140,558.66,997.76,7.64
85,120,572.23,887.57,7.85
85,100,618.99,794.21,8.47
80,260,510.61,1187.01,7.5
80,240,507.79,1175.56,7.46
80,220,511.66,1181.35,7.5
80,200,511.55,1184.21,7.49
80,180,511.5,1178.2,7.49
80,160,507.83,1107.36,7.48
80,140,513.57,977.78,7.56
80,120,541.73,868.56,7.86
80,100,574.0,798.98,8.53
75,260,472.33,1163.18,7.52
75,240,480.53,1172.34,7.48
75,220,481.68,1183.01,7.5
75,200,479.28,1174.38,7.52
75,180,476.21,1170.91,7.48
75,160,475.71,1118.44,7.54
75,140,468.74,974.31,7.62
75,120,503.98,875.85,7.84
75,100,547.2,792.0,8.49
70,260,449.23,1153.96,7.57
70,240,449.11,1160.37,7.55
70,220,452.31,1167.52,7.57
70,200,460.22,1166.02,7.59
70,180,453.36,1166.59,7.58
70,160,452.72,1103.07,7.57
70,140,456.02,989.4,7.67
70,120,469.57,876.74,7.91
70,100,512.19,794.08,8.55
65,260,435.09,1153.81,7.58
65,240,428.38,1148.61,7.57
65,220,435.02,1169.61,7.59
65,200,430.21,1157.48,7.59
65,180,443.65,1148.64,7.56
65,160,446.53,1099.72,7.58
65,140,442.69,985.76,7.72
65,120,455.8,865.56,7.94
65,100,494.93,792.57,8.59
105,260,650.33,1130.44,7.43
105,240,657.59,1173.89,7.43
105,220,-261486.72,1165.94,7.43
105,200,659.19,1175.08,7.44
105,180,657.99,1181.87,7.46
105,160,655.83,1106.01,7.45
105,140,664.19,990.24,7.51
105,120,685.52,882.3,7.77
105,100,745.87,792.25,8.44
100,260,632.85,1177.63,7.47
100,240,632.37,1183.17,7.47
100,220,628.37,1189.39,7.44
100,200,629.16,1174.37,7.44
100,180,628.15,1177.79,7.44
100,160,628.31,1109.73,7.45
100,140,635.78,989.44,7.53
100,120,660.97,868.42,7.78
100,100,718.82,793.69,8.47
95,260,600.06,1183.4,7.45
95,240,598.64,1187.85,7.44
95,220,595.26,1168.57,7.49
95,200,599.02,1189.77,7.45
95,180,601.2,1181.06,7.44
95,160,600.84,1108.06,7.46
95,140,607.22,997.75,7.54
95,120,630.93,885.37,7.82
