CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,392.35,335.12,4.45
105,240,436.26,377.89,5.02
105,220,430.36,362.25,4.91
105,200,435.32,387.47,5.01
105,180,440.11,384.13,5.06
105,160,419.27,372.52,4.79
105,140,426.96,381.35,4.94
105,120,414.3,367.91,4.66
105,100,433.2,370.68,4.95
100,260,462.11,423.8,5.51
100,240,399.09,357.13,4.67
100,220,443.96,425.62,5.28
100,200,401.33,381.38,4.73
100,180,406.78,374.98,4.77
100,160,420.54,389.96,4.96
100,140,462.4,434.59,5.52
100,120,457.72,424.77,5.48
100,100,433.23,380.7,5.16
95,260,433.1,430.46,5.4
95,240,429.14,419.73,5.29
95,220,432.0,423.28,5.34
95,200,438.08,439.5,5.4
95,180,437.29,427.75,5.44
95,160,385.08,383.38,4.74
95,140,439.88,433.03,5.47
95,120,422.19,398.63,5.16
95,100,381.91,347.26,4.73
90,260,430.28,452.05,5.6
90,240,390.67,398.07,5.0
90,220,456.79,488.28,5.95
90,200,455.85,476.81,5.87
90,180,454.84,470.14,5.93
90,160,447.38,447.27,5.76
90,140,386.26,378.04,4.96
90,120,461.87,457.36,6.04
90,100,452.21,432.26,5.9
85,260,424.63,443.75,5.73
85,240,430.71,458.35,5.81
85,220,448.26,490.09,6.17
85,200,444.77,481.88,6.08
85,180,440.37,471.9,5.93
85,160,423.02,456.74,5.72
85,140,424.66,444.44,5.71
85,120,445.71,463.65,6.05
85,100,467.41,474.09,6.41
80,260,423.82,469.99,6.03
80,240,431.28,487.46,6.16
80,220,423.36,479.96,6.13
80,200,422.45,481.45,6.11
80,180,438.01,499.38,6.36
80,160,382.74,426.62,5.44
80,140,409.34,457.04,5.85
80,120,424.56,460.38,6.06
80,100,444.53,479.8,6.42
75,260,403.71,469.15,6.07
75,240,432.31,504.6,6.55
75,220,431.82,514.85,6.62
75,200,432.84,504.91,6.52
75,180,439.69,521.86,6.64
75,160,435.12,515.13,6.56
75,140,434.33,514.21,6.56
75,120,439.71,517.47,6.76
75,100,440.13,497.44,6.65
70,260,472.08,585.69,7.55
70,240,461.43,577.29,7.52
70,220,441.41,549.82,7.1
70,200,477.22,601.59,7.78
70,180,455.67,572.65,7.42
70,160,464.68,602.38,7.59
70,140,474.88,594.5,7.65
70,120,468.92,573.28,7.6
70,100,463.18,554.53,7.49
65,260,476.0,618.87,8.13
65,240,475.17,611.61,8.07
65,220,474.04,603.94,8.02
65,200,522.21,693.76,8.95
65,180,521.94,697.36,8.97
65,160,519.65,660.75,8.83
65,140,476.94,613.03,8.11
65,120,480.92,612.02,8.21
65,100,513.79,664.16,8.83
105,260,13.84,398.23,4.94
105,240,426.3,400.19,4.94
105,220,388.86,354.06,4.38
105,200,436.39,396.04,5.04
105,180,424.8,396.57,4.89
105,160,422.66,384.64,4.83
105,140,427.02,388.72,4.92
105,120,435.93,385.44,5.04
105,100,428.44,369.13,4.9
100,260,446.76,419.21,5.32
100,240,451.57,417.72,5.38
100,220,456.25,429.13,5.44
100,200,442.06,409.69,5.26
100,180,440.16,419.78,5.29
100,160,457.68,432.38,5.45
100,140,435.19,395.17,5.16
100,120,425.83,400.8,5.08
100,100,449.39,393.73,5.35
95,260,429.0,420.79,5.27
95,240,423.01,415.06,5.23
95,220,444.33,435.67,5.54
95,200,423.7,409.56,5.21
95,180,452.13,436.17,5.63
95,160,439.41,435.61,5.49
95,140,431.64,424.41,5.35
95,120,421.06,401.91,5.2
95,100,435.91,392.87,5.38
90,260,456.66,465.11,5.95
90,240,455.53,465.05,5.87
90,220,454.57,473.44,5.96
90,200,438.13,436.35,5.53
90,180,451.12,452.9,5.91
90,160,438.35,446.0,5.71
90,140,389.92,388.67,5.01
90,120,472.91,465.4,6.1
90,100,455.95,455.41,5.98
85,260,453.28,480.87,6.2
85,240,435.99,473.32,5.98
85,220,416.57,428.19,5.59
85,200,434.44,452.01,5.96
85,180,443.18,478.3,6.09
85,160,455.09,486.36,6.24
85,140,427.81,443.97,5.8
85,120,439.44,451.81,6.02
85,100,466.79,463.79,6.31
80,260,386.61,419.19,5.51
80,240,437.45,493.45,6.32
80,220,395.0,429.15,5.66
80,200,403.2,433.5,5.74
80,180,426.08,480.14,6.15
80,160,411.16,453.39,5.88
80,140,417.81,453.32,5.95
80,120,404.58,438.32,5.77
80,100,424.48,450.64,6.05
75,260,400.81,466.3,6.06
75,240,433.9,517.04,6.59
75,220,433.61,507.37,6.56
75,200,411.71,479.06,6.21
75,180,416.22,486.56,6.3
75,160,425.24,501.0,6.51
75,140,443.41,510.26,6.7
75,120,410.38,469.77,6.19
75,100,435.17,488.97,6.68
70,260,425.21,521.8,6.85
70,240,434.3,536.43,6.99
70,220,464.83,575.98,7.62
70,200,429.97,529.26,6.95
70,180,477.92,593.85,7.75
70,160,480.73,601.53,7.82
70,140,471.04,576.84,7.63
70,120,480.17,592.54,7.83
70,100,458.65,550.8,7.47
65,260,522.13,698.36,8.99
65,240,517.36,686.77,8.86
65,220,513.46,682.2,8.83
65,200,523.51,692.15,8.99
65,180,524.23,699.56,9.01
65,160,521.93,692.77,8.96
65,140,522.04,690.81,8.94
65,120,523.46,671.98,8.98
65,100,529.76,656.61,9.06
105,260,15.82,407.51,4.9
105,240,402.89,369.43,4.53
105,220,440.63,420.1,4.99
105,200,426.46,391.95,4.86
105,180,432.84,405.38,4.95
105,160,425.7,390.64,4.84
105,140,411.64,376.29,4.64
105,120,453.09,401.84,5.13
105,100,414.16,353.45,4.68
100,260,427.34,424.83,5.16
100,240,421.58,384.28,4.91
100,220,446.68,432.42,5.32
100,200,460.35,431.98,5.48
100,180,460.58,445.78,5.46
100,160,435.73,414.2,5.17
100,140,447.12,417.04,5.31
100,120,404.66,373.46,4.75
100,100,460.21,417.1,5.48
95,260,449.6,451.86,5.62
95,240,433.15,429.8,5.38
95,220,445.69,436.66,5.56
95,200,425.57,428.69,5.26
95,180,451.27,446.13,5.63
95,160,410.5,397.94,5.05
95,140,428.54,432.51,5.3
95,120,409.7,389.98,5.04
95,100,407.27,379.96,5.03
90,260,415.71,428.76,5.39
90,240,446.57,450.42,5.76
90,220,397.74,403.98,5.1
90,200,474.75,484.66,6.11
90,180,467.0,498.95,6.05
90,160,424.03,427.47,5.44
90,140,454.56,460.65,5.92
90,120,457.19,456.86,5.88
90,100,453.57,440.96,5.92
85,260,433.28,462.07,5.87
85,240,435.54,477.23,5.96
85,220,433.48,466.62,5.89
85,200,439.82,495.0,6.05
85,180,417.95,455.01,5.64
85,160,418.93,460.3,5.69
85,140,441.17,483.04,6.0
85,120,406.89,432.21,5.49
85,100,448.09,476.4,6.07
80,260,439.19,503.94,6.35
80,240,435.22,503.65,6.31
80,220,411.79,456.81,5.86
80,200,431.02,500.91,6.25
80,180,390.25,438.1,5.59
80,160,432.72,499.44,6.26
80,140,398.37,447.17,5.7
80,120,411.24,466.73,5.83
80,100,394.2,423.55,5.63
75,260,428.86,510.49,6.5
75,240,437.34,520.49,6.7
75,220,429.29,517.12,6.49
75,200,399.79,469.65,6.04
75,180,443.33,528.6,6.79
75,160,424.99,496.92,6.43
75,140,431.17,501.05,6.5
75,120,433.36,506.25,6.64
75,100,430.13,482.97,6.6
70,260,430.15,538.1,6.93
70,240,441.27,553.79,7.11
70,220,438.39,542.02,7.08
70,200,461.06,571.76,7.45
70,180,492.58,616.83,7.94
70,160,473.39,580.78,7.74
70,140,430.02,526.98,6.93
70,120,436.11,540.68,7.02
70,100,472.73,564.46,7.58
65,260,486.89,631.51,8.3
65,240,464.17,592.19,7.85
65,220,476.18,618.0,8.1
65,200,465.72,592.89,7.9
65,180,471.87,614.39,8.03
65,160,470.6,602.7,7.97
65,140,517.93,685.75,8.88
65,120,520.27,675.96,8.91
65,100,496.58,620.51,8.42
