CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,33.53607439994812
65,120,29.574628353118896
65,140,27.87032723426819
65,160,27.68821382522583
65,180,26.53530716896057
65,200,25.741355419158936
65,220,25.80852246284485
65,240,26.445630311965942
65,260,25.664653778076172
70,100,31.159087896347046
70,120,29.893818378448486
70,140,27.109007835388184
70,160,26.97079110145569
70,180,25.013035774230957
70,200,25.05139684677124
70,220,24.720359802246094
70,240,24.720999240875244
70,260,24.32798671722412
75,100,30.01982355117798
75,120,28.386302947998047
75,140,27.108960151672363
75,160,25.983805656433105
75,180,24.65956473350525
75,200,24.121233224868774
75,220,23.927879571914673
75,240,23.762217044830322
75,260,23.90756845474243
80,100,29.941481113433838
80,120,27.200499773025513
80,140,25.292969703674316
80,160,24.18769884109497
80,180,23.67197299003601
80,200,23.510836601257324
80,220,23.46025013923645
80,240,22.921124935150146
80,260,22.794421195983887
85,100,30.06075692176819
85,120,27.54591727256775
85,140,25.346863269805908
85,160,24.283446550369263
85,180,23.7272732257843
85,200,23.41498351097107
85,220,23.280137538909912
85,240,22.98010015487671
85,260,23.015839099884033
90,100,30.26095199584961
90,120,27.107022047042847
90,140,25.360788822174072
90,160,24.49343180656433
90,180,23.75272226333618
90,200,23.567995071411133
90,220,23.207297563552856
90,240,23.218871355056763
90,260,23.010890007019043
95,100,30.329957246780396
95,120,26.86329936981201
95,140,25.575589418411255
95,160,24.230262517929077
95,180,23.222105264663696
95,200,23.214575052261353
95,220,23.095611095428467
95,240,22.911364793777466
95,260,23.022768020629883
100,100,29.338759183883667
100,120,26.47911024093628
100,140,24.411253929138184
100,160,23.39931344985962
100,180,22.863852977752686
100,200,22.37997269630432
100,220,22.330906629562378
100,240,22.437246322631836
100,260,22.330598831176758
105,100,29.025593042373657
105,120,26.07174825668335
105,140,24.122392892837524
105,160,23.37015676498413
105,180,22.49926447868347
105,200,22.231651782989502
105,220,21.895860195159912
105,240,21.9742374420166
105,260,22.115615844726562
110,100,29.438854932785034
110,120,26.172281742095947
110,140,24.32624888420105
110,160,23.396574020385742
110,180,22.7782781124115
110,200,22.26847219467163
110,220,22.330145120620728
110,240,22.281065702438354
110,260,22.22308039665222
115,100,29.084364891052246
115,120,25.971045970916748
115,140,24.118605852127075
115,160,23.09666156768799
115,180,22.40667986869812
115,200,22.153666734695435
115,220,21.67425513267517
115,240,21.7506046295166
115,260,21.7454776763916
120,100,28.901068449020386
120,120,26.0773823261261
120,140,24.08616065979004
120,160,22.978930473327637
120,180,22.40900993347168
120,200,22.05000948905945
120,220,21.82297706604004
120,240,22.135234117507935
120,260,21.84821581840515
125,100,28.970223665237427
125,120,25.741466283798218
125,140,24.203508377075195
125,160,23.116682767868042
125,180,22.403907537460327
125,200,22.012526512145996
125,220,21.730872869491577
125,240,21.773446798324585
125,260,21.65358591079712
